,port_name,iso3,country_name,latitude,longitude,harborsize,harbortype,railway,top_20_busiest_ports,busiest_ports_ranking,amount_shipped_through,code,busiest_ukports
3063,KETCHIKAN,USA,United States of America,55.333333,-131.65,S,coastal,None,0,0,0,KETCHIKAN,0
3064,WARD COVE,USA,United States of America,55.4,-131.733333,V,coastal,None,0,0,0,WARD COVE,0
3065,KNUDSON COVE,USA,United States of America,55.466667,-131.8,V,other,None,0,0,0,KNUDSON COVE,0
3066,LORING,USA,United States of America,55.6,-131.633333,V,coastal,None,0,0,0,LORING,0
3067,YES BAY,USA,United States of America,55.916667,-131.8,V,coastal,None,0,0,0,YES BAY,0
3068,UNION BAY,USA,United States of America,55.766667,-132.216667,V,coastal,None,0,0,0,UNION BAY,0
3069,BURNETT INLET,USA,United States of America,56.066667,-132.466667,V,coastal,None,0,0,0,BURNETT INLET,0
3070,WRANGELL,USA,United States of America,56.466667,-132.383333,S,coastal,None,0,0,0,WRANGELL,0
3071,KASAAN,USA,United States of America,55.533333,-132.4,V,coastal,None,0,0,0,KASAAN,0
3072,ROSE INLET,USA,United States of America,54.95,-132.966667,V,coastal,None,0,0,0,ROSE INLET,0
3073,HYDABURG,USA,United States of America,55.2,-132.833333,V,coastal,None,0,0,0,HYDABURG,0
3074,WATERFALL,USA,United States of America,55.3,-133.233333,V,other,None,0,0,0,WATERFALL,0
3075,CRAIG,USA,United States of America,55.466667,-133.15,V,coastal,None,0,0,0,CRAIG,0
3076,KLAWOCK,USA,United States of America,55.55,-133.1,V,coastal,None,0,0,0,KLAWOCK,0
3077,STEAMBOAT BAY,USA,United States of America,55.533333,-133.633333,V,coastal,None,0,0,0,STEAMBOAT BAY,0
3078,FISHERMANS HARBOR,USA,United States of America,55.966667,-133.8,V,coastal,None,0,0,0,FISHERMANS HARBOR,0
3079,PETERSBURG,USA,United States of America,56.816667,-132.95,S,coastal,None,0,0,0,PETERSBURG,0
3080,KAKE,USA,United States of America,56.966667,-133.933333,V,other,None,0,0,0,KAKE,0
3081,WASHINGTON BAY,USA,United States of America,56.733333,-134.35,V,coastal,None,0,0,0,WASHINGTON BAY,0
3082,BAY OF PILLARS,USA,United States of America,56.6,-134.233333,V,coastal,None,0,0,0,BAY OF PILLARS,0
3083,BIG PORT WALTER,USA,United States of America,56.383333,-134.733333,V,coastal,None,0,0,0,BIG PORT WALTER,0
3084,LITTLE PORT WALTER,USA,United States of America,56.383333,-134.633333,V,coastal,None,0,0,0,LITTLE PORT WALTER,0
3085,PORT ARMSTRONG,USA,United States of America,56.3,-134.666667,V,coastal,None,0,0,0,PORT ARMSTRONG,0
3086,PORT CONCLUSION,USA,United States of America,56.25,-134.683333,V,coastal,None,0,0,0,PORT CONCLUSION,0
3087,PORT ALEXANDER,USA,United States of America,56.25,-134.65,V,coastal,None,0,0,0,PORT ALEXANDER,0
3088,SITKA,USA,United States of America,57.05,-135.333333,S,coastal,S,0,0,0,SITKA,0
3089,KIMSHAN COVE,USA,United States of America,57.683333,-136.116667,V,coastal,None,0,0,0,KIMSHAN COVE,0
3090,PELICAN,USA,United States of America,57.966667,-136.233333,V,coastal,None,0,0,0,PELICAN,0
3091,PORT SULPHUR,USA,United States of America,29.483333,-89.683333,V,river,None,0,0,0,PORT SULPHUR,0
3092,GRETNA,USA,United States of America,29.916667,-90.066667,V,river,None,0,0,0,GRETNA,0
3093,NEW ORLEANS,USA,United States of America,29.95,-90.05,L,river,M,0,0,0,NEW ORLEANS,0
3094,PORT OF MEMPHIS,USA,United States of America,35.066667,-90.166667,S,river,None,0,0,0,PORT OF MEMPHIS,0
3095,ST ROSE,USA,United States of America,29.95,-90.316667,V,river,S,0,0,0,ST ROSE,0
3096,RESERVE,USA,United States of America,30.05,-90.55,V,river,None,0,0,0,RESERVE,0
3097,DESTREHAN,USA,United States of America,29.95,-90.366667,V,river,None,0,0,0,DESTREHAN,0
3098,BATON ROUGE,USA,United States of America,30.45,-91.183333,S,river,S,0,0,0,BATON ROUGE,0
3099,LOOP TERMINAL,USA,United States of America,28.883333,-90.016667,L,other,None,0,0,0,LOOP TERMINAL,0
3100,GRAND ISLE,USA,United States of America,29.233333,-90.0,V,coastal,None,0,0,0,GRAND ISLE,0
3101,MORGAN CITY,USA,United States of America,29.7,-91.216667,V,river,M,0,0,0,MORGAN CITY,0
3102,HAYMARK TERMINAL,USA,United States of America,30.133333,-93.316667,V,river,None,0,0,0,HAYMARK TERMINAL,0
3103,LAKE CHARLES,USA,United States of America,30.216667,-93.25,S,river,S,0,0,0,LAKE CHARLES,0
3104,SABINE,USA,United States of America,29.716667,-93.866667,V,coastal,S,0,0,0,SABINE,0
3105,SABINE PASS,USA,United States of America,29.733333,-93.9,V,coastal,S,0,0,0,SABINE PASS,0
3106,ORANGE,USA,United States of America,30.083333,-93.733333,V,river,S,0,0,0,ORANGE,0
3107,PORT ARTHUR,USA,United States of America,29.833333,-93.966667,M,lake,L,0,0,0,PORT ARTHUR,0
3108,BRUNSWICK,USA,United States of America,31.15,-81.5,S,river,M,0,0,0,BRUNSWICK,0
3109,FERNANDINA BEACH,USA,United States of America,30.683333,-81.466667,S,river,S,0,0,0,FERNANDINA BEACH,0
3110,MAYPORT,USA,United States of America,30.4,-81.433333,V,river,None,0,0,0,MAYPORT,0
3111,PAULSBORO,USA,United States of America,39.85,-75.25,V,river,None,0,0,0,PAULSBORO,0
3112,GLOUCESTER,USA,United States of America,39.9,-75.133333,S,river,M,0,0,0,GLOUCESTER,0
3113,CAMDEN,USA,United States of America,39.95,-75.133333,M,river,L,0,0,0,CAMDEN,0
3114,BURLINGTON,USA,United States of America,40.083333,-74.866667,V,river,None,0,0,0,BURLINGTON,0
3115,BRISTOL,USA,United States of America,40.1,-74.85,V,river,S,0,0,0,BRISTOL,0
3116,TRENTON,USA,United States of America,40.2,-74.766667,V,river,None,0,0,0,TRENTON,0
3117,OCEAN CITY,USA,United States of America,38.333333,-75.083333,V,coastal,S,0,0,0,OCEAN CITY,0
3118,CAPE CHARLES,USA,United States of America,37.266667,-76.016667,V,coastal,None,0,0,0,CAPE CHARLES,0
3119,SALISBURY,USA,United States of America,38.366667,-75.6,V,river,L,0,0,0,SALISBURY,0
3120,HAVRE DE GRACE,USA,United States of America,39.533333,-76.083333,V,river,S,0,0,0,HAVRE DE GRACE,0
3121,BALTIMORE,USA,United States of America,39.266667,-76.583333,L,river,L,0,0,0,BALTIMORE,0
3122,ANNAPOLIS,USA,United States of America,38.983333,-76.483333,V,river,S,0,0,0,ANNAPOLIS,0
3123,SOLOMONS ISLAND,USA,United States of America,38.316667,-76.45,V,river,S,0,0,0,SOLOMONS ISLAND,0
3124,WASHINGTON D.C.,USA,United States of America,38.866667,-77.033333,S,river,S,0,0,0,WASHINGTON D.C.,0
3125,ALEXANDRIA,USA,United States of America,38.8,-77.033333,S,river,S,0,0,0,ALEXANDRIA,0
3126,PINEY POINT,USA,United States of America,38.133333,-76.533333,V,river,None,0,0,0,PINEY POINT,0
3127,YORKTOWN,USA,United States of America,37.233333,-76.5,V,river,S,0,0,0,YORKTOWN,0
3128,WEST POINT,USA,United States of America,37.533333,-76.8,V,river,M,0,0,0,WEST POINT,0
3129,FREDERICKSBURG,USA,United States of America,38.3,-77.45,V,river,None,0,0,0,FREDERICKSBURG,0
3130,NORFOLK,USA,United States of America,36.85,-76.3,L,river,L,0,0,0,NORFOLK,0
3131,PORTSMOUTH,USA,United States of America,36.816667,-76.3,S,river,L,0,0,0,PORTSMOUTH,0
3132,NEWPORT NEWS,USA,United States of America,36.966667,-76.433333,M,coastal,L,0,0,0,NEWPORT NEWS,0
3133,WARWICK,USA,United States of America,37.45,-77.416667,S,river,None,0,0,0,WARWICK,0
3134,RICHMOND,USA,United States of America,37.533333,-77.416667,V,river,None,0,0,0,RICHMOND,0
3135,ELIZABETH CITY,USA,United States of America,36.3,-76.216667,V,river,S,0,0,0,ELIZABETH CITY,0
3136,JOHOR,MYS,Malaysia,1.433333,103.9,L,river,None,0,0,0,JOHOR,0
3137,NORTH PULAU LAUT COAL TERMINAL,IDN,Indonesia,-3.2,116.283333,V,other,None,0,0,0,NORTH PULAU LAUT COAL TERMINAL,0
3138,TANAH MERAH,IDN,Indonesia,-1.816667,116.166667,V,coastal,None,0,0,0,TANAH MERAH,0
3139,TANJUNG SANGATA,IDN,Indonesia,0.366667,117.566667,V,other,None,0,0,0,TANJUNG SANGATA,0
3140,TANJUNG BALAI KARIMUN,IDN,Indonesia,0.983333,103.433333,V,coastal,None,0,0,0,TANJUNG BALAI KARIMUN,0
3141,KUALA TANJUNG,IDN,Indonesia,3.366667,99.483333,V,other,None,0,0,0,KUALA TANJUNG,0
3142,SEKUPANG,IDN,Indonesia,1.133333,103.916667,V,other,None,0,0,0,SEKUPANG,0
3143,TANJUNG GEREM,IDN,Indonesia,-5.966667,105.983333,V,other,None,0,0,0,TANJUNG GEREM,0
3144,EASTERN PART OF NIIGATA-KO,JPN,Japan,38.016667,139.233333,S,coastal,None,0,0,0,EASTERN PART OF NIIGATA-KO,0
3145,FUNABASHI,JPN,Japan,35.666667,139.95,V,coastal,S,0,0,0,FUNABASHI,0
3146,SOMA,JPN,Japan,37.833333,140.95,V,coastal,S,0,0,0,SOMA,0
3147,HIKARI,JPN,Japan,33.95,131.933333,S,coastal,S,0,0,0,HIKARI,0
3148,HIMEKAWA,JPN,Japan,37.033333,137.85,V,coastal,S,0,0,0,HIMEKAWA,0
3149,HIROHATA,JPN,Japan,34.766667,134.633333,V,coastal,L,0,0,0,HIROHATA,0
3150,HIBIKINADA,JPN,Japan,33.933333,130.833333,V,coastal,None,0,0,0,HIBIKINADA,0
3151,MEGA,JPN,Japan,34.783333,134.7,V,coastal,None,0,0,0,MEGA,0
3152,MITSUKOJIMA,JPN,Japan,34.183333,132.516667,V,coastal,None,0,0,0,MITSUKOJIMA,0
3153,MATSU-SHIMA,JPN,Japan,32.933333,129.6,V,other,None,0,0,0,MATSU-SHIMA,0
3154,NAMIKATA,JPN,Japan,34.116667,132.9,V,other,None,0,0,0,NAMIKATA,0
3155,NOSHIRO KO,JPN,Japan,40.216667,140.0,V,coastal,None,0,0,0,NOSHIRO KO,0
3156,SAKAIMINATO,JPN,Japan,35.533333,133.233333,V,coastal,S,0,0,0,SAKAIMINATO,0
3157,SHIKAMA,JPN,Japan,34.766667,134.65,S,coastal,S,0,0,0,SHIKAMA,0
3158,TOBATA,JPN,Japan,33.916667,130.816667,V,coastal,None,0,0,0,TOBATA,0
3159,YANAI,JPN,Japan,33.95,132.133333,V,other,None,0,0,0,YANAI,0
3160,YAHATA,JPN,Japan,33.866667,130.816667,S,river,M,0,0,0,YAHATA,0
3161,YURA,JPN,Japan,33.95,135.1,None,other,None,0,0,0,YURA,0
3162,QUEEN CAROLA HARBOR,PNG,Papua New Guinea,-5.166667,154.55,V,coastal,None,0,0,0,QUEEN CAROLA HARBOR,0
3163,CHINAE,KOR,South Korea,35.133333,128.65,S,coastal,None,0,0,0,CHINAE,0
3164,CAPE FLATTERY HARBOR,AUS,Australia,-14.95,145.35,S,other,None,0,0,0,CAPE FLATTERY HARBOR,0
3165,NOUAKCHOTT,MRT,Mauritania,18.033333,-16.033333,S,other,None,0,0,0,NOUAKCHOTT,0
3166,BIALLA,PNG,Papua New Guinea,-5.3,150.983333,V,coastal,None,0,0,0,BIALLA,0
3167,PORT OF SOHAR,OMN,Oman,24.516667,56.633333,S,coastal,None,0,0,0,PORT OF SOHAR,0
3168,UNGA,USA,United States of America,55.183333,-160.5,V,other,None,0,0,0,UNGA,0
3169,AKUTAN HARBOR,USA,United States of America,54.133333,-165.8,V,coastal,None,0,0,0,AKUTAN HARBOR,0
3170,ADAK NAVAL AIR STATION,USA,United States of America,51.866667,-176.633333,S,coastal,None,0,0,0,ADAK NAVAL AIR STATION,0
3171,PORT CHILKOOT,USA,United States of America,59.233333,-135.433333,V,coastal,None,0,0,0,PORT CHILKOOT,0
3172,ORCA,USA,United States of America,60.583333,-145.716667,V,coastal,None,0,0,0,ORCA,0
3173,AL SHAHEEN TERMINAL,QAT,Qatar,26.583333,52.0,V,other,None,0,0,0,AL SHAHEEN TERMINAL,0
3174,AL RAYYAN TERMINAL,QAT,Qatar,26.65,51.55,V,other,None,0,0,0,AL RAYYAN TERMINAL,0
3175,KEPPEL - (EAST SINGAPORE),SGP,Singapore,1.283333,103.85,L,coastal,S,0,0,0,KEPPEL - (EAST SINGAPORE),0
3176,JURONG ISLAND,SGP,Singapore,1.283333,103.733333,L,coastal,S,0,0,0,JURONG ISLAND,0
3177,SAINT-VALERY-SUR-SOMME,FRA,France,50.183333,1.616667,V,coastal,None,0,0,0,SAINT-VALERY-SUR-SOMME,0
3178,LE TREPORT,FRA,France,50.066667,1.366667,V,river,S,0,0,0,LE TREPORT,0
3179,DIEPPE,FRA,France,49.933333,1.083333,S,lake,S,0,0,0,DIEPPE,0
3180,PORT DU HAVRE-ANTIFER,FRA,France,49.65,0.15,S,coastal,None,0,0,0,PORT DU HAVRE-ANTIFER,0
3181,PORT OF LE HAVRE,FRA,France,49.483333,0.116667,L,river,M,0,0,0,PORT OF LE HAVRE,0
3182,SATTAHIP,THA,Thailand,12.616667,100.916667,M,coastal,None,0,0,0,SATTAHIP,0
3183,MATANZAS,CUB,Cuba,23.05,-81.55,S,coastal,S,0,0,0,MATANZAS,0
3184,PORT OF ROUEN,FRA,France,49.45,1.066667,L,river,L,0,0,0,PORT OF ROUEN,0
3185,PUERTO PADRE,CUB,Cuba,21.283333,-76.533333,S,coastal,S,0,0,0,PUERTO PADRE,0
3186,BAHIA DE SAGUA DE TANAMO,CUB,Cuba,20.683333,-75.333333,L,other,None,0,0,0,BAHIA DE SAGUA DE TANAMO,0
3187,PUERTO GUANTANAMO,CUB,Cuba,19.983333,-75.133333,L,coastal,M,0,0,0,PUERTO GUANTANAMO,0
3188,DEAUVILLE,FRA,France,49.366667,0.083333,V,lake,S,0,0,0,DEAUVILLE,0
3189,PORT DE CAEN,FRA,France,49.183333,-0.35,S,lake,L,0,0,0,PORT DE CAEN,0
3190,OUISTREHAM,FRA,France,49.283333,-0.25,V,lake,None,0,0,0,OUISTREHAM,0
3191,ELFIN COVE,USA,United States of America,58.2,-136.35,V,coastal,None,0,0,0,ELFIN COVE,0
3192,HOONAH,USA,United States of America,58.116667,-135.45,V,coastal,None,0,0,0,HOONAH,0
3193,TENAKEE SPRINGS,USA,United States of America,57.783333,-135.2,V,coastal,None,0,0,0,TENAKEE SPRINGS,0
3194,CHATHAM,USA,United States of America,57.516667,-134.933333,V,coastal,None,0,0,0,CHATHAM,0
3195,TODD,USA,United States of America,57.466667,-135.05,V,coastal,None,0,0,0,TODD,0
3196,HOOD BAY,USA,United States of America,57.4,-134.5,V,coastal,None,0,0,0,HOOD BAY,0
3197,HAWK INLET,USA,United States of America,58.116667,-134.75,V,coastal,None,0,0,0,HAWK INLET,0
3198,FUNTER,USA,United States of America,58.25,-134.9,V,coastal,None,0,0,0,FUNTER,0
3199,DUPONT,USA,United States of America,58.233333,-134.266667,V,coastal,None,0,0,0,DUPONT,0
3200,JUNEAU,USA,United States of America,58.3,-134.416667,S,coastal,S,0,0,0,JUNEAU,0
3201,HAINES,USA,United States of America,59.233333,-135.433333,V,coastal,None,0,0,0,HAINES,0
3202,TANANI POINT,USA,United States of America,59.283333,-135.45,V,coastal,None,0,0,0,TANANI POINT,0
3203,SKAGWAY,USA,United States of America,59.45,-135.333333,V,coastal,None,0,0,0,SKAGWAY,0
3204,LETNIKOF COVE,USA,United States of America,59.183333,-135.4,V,coastal,None,0,0,0,LETNIKOF COVE,0
3205,EXCURSION INLET,USA,United States of America,58.416667,-135.45,V,coastal,None,0,0,0,EXCURSION INLET,0
3206,YAKUTAT,USA,United States of America,59.55,-139.733333,V,coastal,None,0,0,0,YAKUTAT,0
3207,KATALLA,USA,United States of America,60.2,-144.533333,V,other,None,0,0,0,KATALLA,0
3208,CORDOVA,USA,United States of America,60.55,-145.766667,S,coastal,S,0,0,0,CORDOVA,0
3209,SHEPARD POINT,USA,United States of America,60.633333,-145.666667,V,other,None,0,0,0,SHEPARD POINT,0
3210,SWANPORT,USA,United States of America,61.083333,-146.4,V,other,None,0,0,0,SWANPORT,0
3211,METLAKATLA,USA,United States of America,55.133333,-131.566667,V,other,None,0,0,0,METLAKATLA,0
3212,GEORGE INLET,USA,United States of America,55.383333,-131.466667,V,coastal,None,0,0,0,GEORGE INLET,0
3213,VALDEZ,USA,United States of America,61.116667,-146.25,V,coastal,None,0,0,0,VALDEZ,0
3214,BAMBERTON,CAN,Canada,48.55,-123.516667,V,coastal,None,0,0,0,BAMBERTON,0
3215,VICTORIA HARBOR,CAN,Canada,48.433333,-123.383333,M,coastal,M,0,0,0,VICTORIA HARBOR,0
3216,ESQUIMALT HARBOR,CAN,Canada,48.433333,-123.433333,S,coastal,L,0,0,0,ESQUIMALT HARBOR,0
3217,PORT SAN JUAN,CAN,Canada,48.55,-124.433333,V,coastal,None,0,0,0,PORT SAN JUAN,0
3218,PORT ALBERNI,CAN,Canada,49.233333,-124.816667,S,river,S,0,0,0,PORT ALBERNI,0
3219,UCLUELET,CAN,Canada,48.95,-125.55,V,coastal,S,0,0,0,UCLUELET,0
3220,CLAYOQUOT,CAN,Canada,49.15,-125.916667,V,coastal,None,0,0,0,CLAYOQUOT,0
3221,AHOUSAT,CAN,Canada,49.283333,-126.066667,V,coastal,None,0,0,0,AHOUSAT,0
3222,TAHSIS,CAN,Canada,49.916667,-126.666667,V,coastal,S,0,0,0,TAHSIS,0
3223,BERGH COVE,CAN,Canada,50.533333,-127.616667,V,coastal,None,0,0,0,BERGH COVE,0
3224,PORT ALICE,CAN,Canada,50.383333,-127.45,S,coastal,None,0,0,0,PORT ALICE,0
3225,COAL HARBOR,CAN,Canada,50.6,-127.583333,V,coastal,S,0,0,0,COAL HARBOR,0
3226,PORT HARDY,CAN,Canada,50.716667,-127.483333,V,coastal,None,0,0,0,PORT HARDY,0
3227,SOINTULA,CAN,Canada,50.633333,-127.016667,V,coastal,None,0,0,0,SOINTULA,0
3228,ALERT BAY,CAN,Canada,50.583333,-126.933333,V,coastal,None,0,0,0,ALERT BAY,0
3229,PORT MCNEILL,CAN,Canada,50.583333,-127.083333,V,coastal,None,0,0,0,PORT MCNEILL,0
3230,BELLA COOLA,CAN,Canada,52.366667,-126.8,V,coastal,None,0,0,0,BELLA COOLA,0
3231,BELLA BELLA,CAN,Canada,52.166667,-128.15,V,coastal,None,0,0,0,BELLA BELLA,0
3232,KLEMTU,CAN,Canada,52.6,-128.516667,V,coastal,None,0,0,0,KLEMTU,0
3233,BUTEDALE,CAN,Canada,53.166667,-128.683333,V,coastal,S,0,0,0,BUTEDALE,0
3234,KEMANO BAY,CAN,Canada,53.483333,-128.133333,V,river,None,0,0,0,KEMANO BAY,0
3235,KITIMAT,CAN,Canada,54.0,-128.683333,S,coastal,None,0,0,0,KITIMAT,0
3236,PORPOISE HARBOR,CAN,Canada,54.216667,-130.283333,V,coastal,None,0,0,0,PORPOISE HARBOR,0
3237,PRINCE RUPERT,CAN,Canada,54.316667,-130.333333,M,coastal,S,0,0,0,PRINCE RUPERT,0
3238,PORT SIMPSON,CAN,Canada,54.566667,-130.433333,V,coastal,None,0,0,0,PORT SIMPSON,0
3239,STEWART,CAN,Canada,55.933333,-130.0,V,coastal,None,0,0,0,STEWART,0
3240,HERTFORD,USA,United States of America,36.183333,-76.466667,V,river,None,0,0,0,HERTFORD,0
3241,EDENTON,USA,United States of America,36.05,-76.616667,V,coastal,S,0,0,0,EDENTON,0
3242,PLYMOUTH,USA,United States of America,35.866667,-76.75,V,river,None,0,0,0,PLYMOUTH,0
3243,COLUMBIA,USA,United States of America,35.916667,-76.25,V,river,None,0,0,0,COLUMBIA,0
3244,BELHAVEN,USA,United States of America,35.616667,-76.616667,V,river,S,0,0,0,BELHAVEN,0
3245,WASHINGTON,USA,United States of America,35.55,-77.05,V,river,S,0,0,0,WASHINGTON,0
3246,BAYBORO,USA,United States of America,35.15,-76.766667,V,river,S,0,0,0,BAYBORO,0
3247,NEW BERN,USA,United States of America,35.1,-77.05,V,river,M,0,0,0,NEW BERN,0
3248,BEAUFORT,USA,United States of America,34.716667,-76.666667,V,coastal,S,0,0,0,BEAUFORT,0
3249,MOREHEAD CITY,USA,United States of America,34.716667,-76.7,V,coastal,M,0,0,0,MOREHEAD CITY,0
3250,SWANSBORO,USA,United States of America,34.683333,-77.133333,V,coastal,M,0,0,0,SWANSBORO,0
3251,WRIGHTSVILLE,USA,United States of America,34.216667,-77.816667,S,coastal,S,0,0,0,WRIGHTSVILLE,0
3252,WILMINGTON,USA,United States of America,34.233333,-77.95,M,river,None,0,0,0,WILMINGTON,0
3253,SOUTHPORT,USA,United States of America,33.916667,-78.016667,V,river,S,0,0,0,SOUTHPORT,0
3254,GEORGETOWN,USA,United States of America,33.366667,-79.283333,V,river,M,0,0,0,GEORGETOWN,0
3255,CHARLESTON,USA,United States of America,32.783333,-79.916667,S,river,None,0,0,0,CHARLESTON,0
3256,PORT ROYAL,USA,United States of America,32.366667,-80.683333,V,river,S,0,0,0,PORT ROYAL,0
3257,BEAUFORT,USA,United States of America,32.433333,-80.666667,V,river,S,0,0,0,BEAUFORT,0
3258,SAVANNAH,USA,United States of America,32.083333,-81.083333,M,river,None,0,0,0,SAVANNAH,0
3259,DARIEN,USA,United States of America,31.366667,-81.433333,V,river,S,0,0,0,DARIEN,0
3260,PHILADELPHIA,USA,United States of America,39.95,-75.133333,L,river,None,0,0,0,PHILADELPHIA,0
3261,BROOKLYN,USA,United States of America,40.666667,-74.016667,L,river,L,0,0,0,BROOKLYN,0
3262,NEW YORK CITY,USA,United States of America,40.7,-74.016667,L,river,L,0,0,0,NEW YORK CITY,0
3263,PATCHOGUE,USA,United States of America,40.75,-73.016667,V,river,M,0,0,0,PATCHOGUE,0
3264,YONKERS,USA,United States of America,40.933333,-73.9,S,river,M,0,0,0,YONKERS,0
3265,NEWBURGH,USA,United States of America,41.5,-74.0,V,river,M,0,0,0,NEWBURGH,0
3266,POUGHKEEPSIE,USA,United States of America,41.7,-73.95,V,river,None,0,0,0,POUGHKEEPSIE,0
3267,KINGSTON,USA,United States of America,41.933333,-73.966667,S,river,M,0,0,0,KINGSTON,0
3268,CATSKILL,USA,United States of America,42.216667,-73.85,V,river,None,0,0,0,CATSKILL,0
3269,ALBANY,USA,United States of America,42.65,-73.75,M,river,None,0,0,0,ALBANY,0
3270,RENSSELAER,USA,United States of America,42.65,-73.75,V,river,None,0,0,0,RENSSELAER,0
3271,TROY,USA,United States of America,42.733333,-73.7,V,river,M,0,0,0,TROY,0
3272,EDGEWATER,USA,United States of America,40.816667,-73.983333,V,river,None,0,0,0,EDGEWATER,0
3273,WEEHAWKEN,USA,United States of America,40.766667,-74.016667,S,river,None,0,0,0,WEEHAWKEN,0
3274,HOBOKEN,USA,United States of America,40.75,-74.016667,M,river,None,0,0,0,HOBOKEN,0
3275,JERSEY CITY,USA,United States of America,40.716667,-74.033333,M,river,None,0,0,0,JERSEY CITY,0
3276,BAYONNE,USA,United States of America,40.683333,-74.1,M,river,M,0,0,0,BAYONNE,0
3277,NEWARK,USA,United States of America,40.7,-74.15,M,river,None,0,0,0,NEWARK,0
3278,ELIZABETHPORT,USA,United States of America,40.65,-74.183333,S,coastal,None,0,0,0,ELIZABETHPORT,0
3279,STAPLETON SI,USA,United States of America,40.633333,-74.066667,S,coastal,None,0,0,0,STAPLETON SI,0
3280,TOMPKINSVILLE SI,USA,United States of America,40.633333,-74.066667,M,coastal,None,0,0,0,TOMPKINSVILLE SI,0
3281,PORT RICHMOND SI,USA,United States of America,40.65,-74.133333,S,coastal,None,0,0,0,PORT RICHMOND SI,0
3282,MARINERS HARBOR SI,USA,United States of America,40.633333,-74.166667,S,coastal,None,0,0,0,MARINERS HARBOR SI,0
3283,GULFPORT SI,USA,United States of America,40.633333,-74.2,S,river,None,0,0,0,GULFPORT SI,0
3284,NISHTUN,YEM,Yemen,15.816667,52.2,V,coastal,None,0,0,0,NISHTUN,0
3285,DOHA HARBOR,KWT,Kuwait,29.383333,47.8,V,coastal,None,0,0,0,DOHA HARBOR,0
3286,BANDAR-E SHAHID REAJIE,IRN,Iran,27.1,56.066667,S,coastal,S,0,0,0,BANDAR-E SHAHID REAJIE,0
3287,BANDAR ABBAS,IRN,Iran,27.15,56.2,M,coastal,None,0,0,0,BANDAR ABBAS,0
3288,BANDAR TAHERI OFFSHORE TERMINAL,IRN,Iran,27.65,52.35,V,coastal,None,0,0,0,BANDAR TAHERI OFFSHORE TERMINAL,0
3289,KHAWR KHASAB,OMN,Oman,26.216667,56.233333,S,coastal,None,0,0,0,KHAWR KHASAB,0
3290,AL KUWAYT,KWT,Kuwait,29.35,47.933333,V,coastal,None,0,0,0,AL KUWAYT,0
3291,AL MUKHA,YEM,Yemen,13.316667,43.25,M,coastal,None,0,0,0,AL MUKHA,0
3292,ASH SHIHR OIL TERMINAL,YEM,Yemen,14.733333,49.5,V,coastal,None,0,0,0,ASH SHIHR OIL TERMINAL,0
3293,HADERA,ISR,Israel,32.466667,34.9,V,other,M,0,0,0,HADERA,0
3294,RAS SUDR,EGY,Egypt,29.583333,32.7,V,other,None,0,0,0,RAS SUDR,0
3295,DAMIETTA,EGY,Egypt,31.483333,31.75,L,coastal,None,0,0,0,DAMIETTA,0
3296,BUR SAID (PORT SAID),EGY,Egypt,31.266667,32.3,L,lake,M,0,0,0,BUR SAID (PORT SAID),0
3297,EL HAMRA OIL TERMINAL,EGY,Egypt,30.983333,28.866667,V,other,None,0,0,0,EL HAMRA OIL TERMINAL,0
3298,SOYO ANGOLA LNG TERMINAL,AGO,Angola,-6.116667,12.333333,V,river,None,0,0,0,SOYO ANGOLA LNG TERMINAL,0
3299,MERSA MATRUH,EGY,Egypt,31.35,27.233333,V,coastal,None,0,0,0,MERSA MATRUH,0
3300,HAMRAWEIN,EGY,Egypt,26.25,34.2,V,other,S,0,0,0,HAMRAWEIN,0
3301,AL MANAMAH,BHR,Bahrain,26.233333,50.583333,S,coastal,None,0,0,0,AL MANAMAH,0
3302,KHOSROWABAD,IRN,Iran,30.166667,48.416667,V,river,None,0,0,0,KHOSROWABAD,0
3303,BOURI OIL FIELD,LBY,Libya,33.9,12.65,V,other,None,0,0,0,BOURI OIL FIELD,0
3304,KHOMS,LBY,Libya,32.666667,14.25,V,coastal,None,0,0,0,KHOMS,0
3305,MENZEL BOURGUIBA,TUN,Tunisia,37.15,9.8,S,lake,None,0,0,0,MENZEL BOURGUIBA,0
3306,RADES,TUN,Tunisia,36.816667,10.3,V,coastal,None,0,0,0,RADES,0
3307,DJEN-DJEN,DZA,Algeria,36.816667,5.883333,V,coastal,None,0,0,0,DJEN-DJEN,0
3308,AGADIR,MAR,Morocco,30.433333,-9.633333,L,coastal,None,0,0,0,AGADIR,0
3309,EL JORF LASFAR,MAR,Morocco,33.116667,-8.616667,S,coastal,None,0,0,0,EL JORF LASFAR,0
3310,ESPOIR MARINE TERMINAL,CIV,Côte d'Ivoire,5.05,-4.45,V,other,None,0,0,0,ESPOIR MARINE TERMINAL,0
3311,BAOBAB MARINE TERMINAL,CIV,Côte d'Ivoire,4.966667,-4.55,V,other,None,0,0,0,BAOBAB MARINE TERMINAL,0
3312,ODUDU TERMINAL,NGA,Nigeria,4.0,7.766667,V,other,None,0,0,0,ODUDU TERMINAL,0
3313,OKONO TERMINAL,NGA,Nigeria,3.983333,7.3,V,other,None,0,0,0,OKONO TERMINAL,0
3314,OKWORI TERMINAL,NGA,Nigeria,3.85,6.983333,V,other,None,0,0,0,OKWORI TERMINAL,0
