,animals_&_animal_products_export,vegetable_products_export,foodstuffs_export,mineral_products_export,chemicals_&_allied_industries_export,Plastics/Rubbers_export,"raw_hides,_skins,_leather_&_furs_export",wood_&_wood_products_export,textiles_export,footwear_/_headgear_export,stone_/_glass_export,metals_export,machinery_/_electrical_export,transportation_export,miscellaneous_export,all_commodities_export,animals_&_animal_products_import,vegetable_products_import,foodstuffs_import,mineral_products_import,chemicals_&_allied_industries_import,Plastics/Rubbers_import,"raw_hides,_skins,_leather_&_furs_import",wood_&_wood_products_import,textiles_import,footwear_/_headgear_import,stone_/_glass_import,metals_import,machinery_/_electrical_import,transportation_import,miscellaneous_import,all_commodities_import,ISO3,freight_2017,passengers_2017
111,11.481,73.761,904.093,543.687,10.719,4.2,23.815,21.925,48.391,3.717,1021.532,731.045,51.334,12.687,17.594,3479.983,43.076,521.538,176.085,1519.952,721.423,245.968,3.083,110.184,82.834,14.399,54.85,240.497,772.405,338.999,91.982,4937.275,ZWE,0.665035317,282539
112,6.999,14.401,446.534,21.442,913.931,7.265,0.688,114.587,225.569,0.222,2.928,6.479,22.52,5.775,11.77,1801.109,48.619,116.842,142.735,212.264,219.396,88.995,3.579,71.343,156.557,22.288,17.644,105.381,185.047,114.817,69.713,1575.22,SWZ,0,0
113,28.327,56.65,68.872,180.345,64.464,81.996,0.442,16.919,100.156,22.536,35.45,21.295,21.783,44.265,5.755,749.255,62.196,121.635,111.123,284.318,205.265,141.388,6.043,30.29,129.552,17.159,21.641,128.308,162.288,157.081,36.636,1614.921,TGO,8.56582776,500686
114,208.804,909.249,412.847,964.165,842.714,482.151,127.463,175.218,2596.242,400.283,110.795,579.984,4607.143,861.912,920.845,14199.816,134.339,1451.448,741.622,2829.512,1554.249,1383.982,245.4,581.909,2113.961,155.493,222.501,1884.069,4844.97,1751.874,722.743,20618.073,TUN,12.15,4194174
115,225.349,1151.537,335.849,236.296,81.109,30.176,53.642,42.476,73.455,4.463,421.741,99.847,41.121,80.793,23.612,2901.466,12.494,595.428,248.325,1156.594,707.051,358.335,18.618,158.27,234.011,69.541,69.278,414.365,874.94,493.414,185.241,5595.904,UGA,0.021921439,54937
116,1109.822,13834.059,2828.633,3948.61,1663.582,561.463,152.228,1722.426,759.667,180.453,468.013,10122.987,4241.643,598.429,880.106,43072.121,730.811,1634.058,1925.751,12363.148,6540.046,3244.15,251.428,1204.947,1735.758,267.004,704.349,3010.007,9816.753,4165.946,1502.032,49096.189,UKR,59.67745059,6821095
117,397.256,3028.268,1433.248,5437.264,3162.184,1591.826,113.274,326.137,2822.261,5.576,3017.239,1950.118,1874.715,127.56,656.274,25943.2,2767.662,8250.901,2589.665,12597.191,6518.781,3980.954,53.322,2776.117,3483.003,110.728,586.581,7512.875,10530.091,3209.111,1371.794,66338.776,EGY,430.1466986,12017179
118,4.14,349.932,16.441,14.262,6.799,4.493,0.011,0.162,370.142,0.043,1790.124,173.887,33.501,21.405,4.82,2790.162,33.432,233.31,190.144,1093.624,437.104,111.139,1.379,54.638,51.368,9.43,18.249,304.977,785.264,325.433,67.621,3717.114,BFA,0.022108182,145049
119,13.565,6.11,5.311,13.027,0.256,0.472,0.003,0.161,0.148,0.137,0.318,0.586,3.699,0.056,0.088,43.937,39.561,19.346,40.354,63.176,21.478,14.792,0.386,24.035,8.818,1.357,7.306,29.192,45.531,25.238,15.537,356.108,WSM,0.020483105,135335
120,0.364,0.074,4.594,0.13,0.602,0.368,0.234,0.397,13.164,0.14,2.262,3.334,6.127,27.751,2.824,62.365,39.29,28.742,78.592,106.887,37.042,20.328,1.953,28.84,23.152,3.667,16.749,58.533,70.372,76.964,38.419,629.531,ATG,0.322269,590517
121,112.172,205.034,235.899,148.29,19.847,4.466,0.037,47.155,0.925,0.127,662.161,9.593,79.581,262.937,1.465,1789.69,45.256,84.277,135.045,420.161,206.151,78.823,3.318,53.091,38.351,11.909,26.407,106.051,380.4,122.826,49.487,1761.553,GUY,0,0
122,0.332,0.1,3.32,0.154,0.068,0.268,0.002,3.882,0.416,0.002,1.997,2.157,19.435,0.305,0.807,33.246,22.196,16.885,41.075,7.844,22.531,13.989,1.188,18.547,10.808,3.452,21.885,22.034,58.285,21.345,26.882,308.947,KNA,0,0
123,1.277,18.906,9.595,0.03,0.065,0.579,0,0.711,0.145,0.001,0.071,5.896,3.189,1.522,0.311,42.299,23.548,26.447,43.712,38.614,24.142,13.659,0.821,20.504,10.091,2.93,10.706,22.845,47.935,27.432,16.567,329.952,VCT,0,0
124,0.003,0.46,8.559,0,0.003,0.004,0.002,0.309,0.114,0.004,0.011,0.355,0.224,0.477,0.04,10.563,6.245,17.762,19.835,32.723,7.206,4.061,0.185,2.682,3.608,1.089,2.775,7.033,27.942,9.266,4.637,147.05,STP,0,0
125,43.394,3.455,276.94,152.12,0.345,0.371,0,0.042,0.093,0,1.847,1.893,2.925,100.017,3.961,587.402,206.198,56.741,71.494,219.954,43.815,59.5,1.797,40.183,15.722,3.88,17.44,104.929,193.664,261.2,48.642,1345.157,SYC,29.345,633518
126,8.93,12.651,26.483,3.848,0.139,1.019,0.001,8.409,5.666,0,0.021,3.566,12.274,19.274,0.37,102.652,30.742,245.363,85.331,67.844,57.229,48.889,8.133,18.363,29.509,3.593,15.144,95.999,188.18,122.817,56.477,1073.612,SLE,0,0
127,6.111,33.209,35.182,141.685,6.021,4.004,0.177,59.861,0.734,0.248,1054.669,6.955,17.379,5.373,7.817,1379.424,32.867,48.142,122.348,154.391,127.997,83.569,1.348,34.497,20.897,5.037,17.247,90.148,320.004,107.924,38.381,1204.799,SUR,23.184,284935
128,2.179,15.901,91.593,124.504,71.087,5.906,9.946,17.034,17.014,9.09,29.725,16.847,21.001,8.725,42.137,482.69,75.048,82.627,196.035,317.65,150.214,65.546,6.785,77.554,41.62,14.51,55.242,72.308,234.679,106.887,98.138,1594.844,BRB,0,0
129,0.18,0.017,5.41,0.018,0.025,0.11,0.004,0.158,0.087,0.017,0.132,0.202,1.502,0.688,2.3,10.85,52.968,41.202,127.427,83.71,63.785,32.582,3.411,111.215,39.362,9.536,25.158,37.422,121.046,76.398,77.192,902.414,BMU,0,0
130,26.258,615.831,450.405,4986.342,45.585,2.426,35.463,46.167,16.229,8.738,1250.804,354.018,4.926,0.001,9.166,7852.361,46.001,282.568,466.281,1020.17,1073.651,596.731,21.845,235.97,229.577,124.949,188.944,930.47,2352.749,1282.106,445.211,9297.221,BOL,8.457145242,3302463
131,6.542,2.288,14.246,3655.358,4.077,1.699,0.219,44.745,2.037,0.202,1.917,190.663,132.256,4046.745,44.568,8147.562,281.053,188.906,156.321,112.501,191.477,75.011,4.352,37.543,51.248,13.331,27.787,293.522,660.896,2363.681,95.115,4552.744,COG,4.597160619,333899
132,671.545,34.873,144.469,815.389,8.526,0.262,0.975,0.079,0.024,0,312.123,1.136,0,0,0.03,1989.431,98.042,266.406,122.43,688.629,100.537,61.926,2.07,20.696,67.122,8.61,16.929,140.585,433.85,1454.928,39.659,3522.418,MRT,0,418817
133,56.127,308.812,460.085,42770.709,199.766,145.069,73.906,38.009,19.129,17.609,7.092,86.195,10.5,269.32,4.038,44466.367,1246.798,2136.111,1908.749,9491.15,2962.318,1752.356,32.648,718.109,464.311,130.339,212.044,1707.77,6147.156,1880.468,479.764,31270.09,NGA,22.00154607,3446717
134,169.98,0.026,26.195,0.003,0,0.059,0.001,0.098,0.003,0,0,2.636,0.338,0,0.006,199.345,139.292,171.954,166.921,436.938,124.448,88.838,4.013,143.846,54.393,12.825,73.869,186.407,475.25,128.691,151.92,2359.606,MDV,7.745645613,1485752
135,9.951,0.096,28.565,0,0,0,0.002,0,6.495,3.726,0,0,0,0,1.1,49.935,64.726,81.53,94.114,102.761,42.85,29.4,0.804,25.547,16.747,2.753,23.786,53.601,138.35,79.201,37.43,793.599,CPV,0,358052
136,5.312,8.748,2.821,0,0.044,0.012,0,1.181,1.64,1.147,0.016,0.074,0.466,0.368,0.005,21.835,13.386,103.385,36.888,262.548,10.271,5.334,0.379,6.925,15.78,1.867,8.567,10.032,32.246,35.474,5.765,548.847,GMB,0,53735
137,1.291,0.002,0.104,0.074,0.001,0.02,0.003,0.065,0.017,0.003,0.006,0.406,2.079,1.155,1.193,6.42,9.129,7.216,20.733,32.374,9.482,6.167,0.458,5.071,2.89,0.766,1.977,10.645,27.448,11.147,12.309,157.813,PLW,0,0
138,0.826,16.012,0.101,0.496,0.082,0.053,0.027,0.23,4.596,0.011,0.008,0.373,0.357,0.504,0.498,24.174,35.148,58.54,84.198,145.427,20.178,14.329,0.333,8.226,15.421,3.409,6.517,32.738,73.635,71.177,18.772,588.047,TLS,0,0
139,0.007,0.064,2.7,0.052,0.349,0.425,0.018,22.13,5.595,0.081,9.22,0.207,21.876,132.473,1.796,196.991,19.252,29.878,39.69,9.967,43.446,10.776,0.305,7.587,18.949,1.192,3.083,29.789,72.589,112.122,20.095,418.721,CAF,0,0
