,scalerank_left,airport_name,abbrev,location,gps_code,iata_code,wikipedia,wdid_score,ne_id,name,iso3,size,usage,top_20_busiest_airports,busiest_airport_ranking,amount_passed_through
153,8,Montgomery Reg.,MGM,terminal,KMGM,MGM,http://en.wikipedia.org/wiki/Montgomery_Regional_Airport,4,1159116701,United States of America,USA,major,civilian,0,0,0
154,8,Manchester-Boston Reg.,MHT,terminal,KMHT,MHT,http://en.wikipedia.org/wiki/Manchester-Boston_Regional_Airport,4,1159116733,United States of America,USA,major,civilian,0,0,0
155,8,Maiduguri Int'l,DNMA,terminal,DNMA,MIU,http://en.wikipedia.org/wiki/Maiduguri_International_Airport,4,1159116745,Nigeria,NGA,mid,civilian,0,0,0
156,8,Mbuji Mayi,MJM,terminal,FZWA,MJM,http://en.wikipedia.org/wiki/Mbuji_Mayi_Airport,4,1159116757,Dem. Rep. Congo,COD,mid,civilian,0,0,0
157,8,Minot Int'l,MOT,terminal,KMOT,MOT,http://en.wikipedia.org/wiki/Minot_International_Airport,4,1159116781,United States of America,USA,mid,civilian,0,0,0
158,8,Missoula Int'l,MSO,terminal,KMSO,MSO,http://en.wikipedia.org/wiki/Missoula_International_Airport,4,1159116793,United States of America,USA,mid,civilian,0,0,0
159,8,Gen R.S. Taboada Int'l,MXL,terminal,MMML,MXL,http://en.wikipedia.org/wiki/General_Rodolfo_S%C3%A1nchez_Taboada_International_Airport,4,1159116811,Mexico,MEX,mid,civilian,0,0,0
160,8,Malpensa,MXP,terminal,LIMC,MXP,http://en.wikipedia.org/wiki/Malpensa_Airport,4,1159116827,Italy,ITA,major,civilian,0,0,0
161,8,Norfolk Island,NLK,terminal,YSNF,NLK,http://en.wikipedia.org/wiki/Norfolk_Island_Airport,4,1159116847,Norfolk Island,NFK,mid,civilian,0,0,0
162,8,Nurnberg,NUE,terminal,EDDN,NUE,http://en.wikipedia.org/wiki/Nuremberg_Airport,4,1159116865,Germany,DEU,major,civilian,0,0,0
163,8,Odessa Int'l,ODS,terminal,UKOO,ODS,http://en.wikipedia.org/wiki/Odessa_International_Airport,4,1159116875,Ukraine,UKR,major,civilian,0,0,0
164,8,Gold Coast,OOL,terminal,YBCG,OOL,http://en.wikipedia.org/wiki/Gold_Coast_Airport,4,1159116895,Australia,AUS,mid,civilian,0,0,0
165,8,Oran Es Senia,ORN,terminal,DAOO,ORN,http://en.wikipedia.org/wiki/Oran_Es_S%C3%A9nia_Airport,4,1159116913,Algeria,DZA,mid,civilian,0,0,0
166,8,Lok Nayak Jaiprakash,PAT,terminal,VEPT,PAT,http://en.wikipedia.org/wiki/Lok_Nayak_Jayaprakash_Airport,4,1159116937,India,IND,mid,civilian,0,0,0
167,8,Paysandu,PDU,terminal,SUPU,PDU,http://en.wikipedia.org/wiki/Paysand%C3%BA_Airport,4,1159116951,Uruguay,URY,mid,civilian,0,0,0
168,8,Paphos Int'l,PFO,ramp,LCPH,PFO,http://en.wikipedia.org/wiki/Paphos_International_Airport,4,1159116971,None,None,major,civilian,0,0,0
169,8,Sultan Mahmud Badaruddin II,PLM,terminal,WIPP,PLM,http://en.wikipedia.org/wiki/Sultan_Mahmud_Badaruddin_II_Airport,4,1159116979,Indonesia,IDN,mid,civilian,0,0,0
170,8,Polokwane Int'l,PTG,terminal,FAPP,PTG,http://en.wikipedia.org/wiki/Polokwane_International_Airport,4,1159117007,South Africa,ZAF,mid,civilian,0,0,0
171,8,Punta Cana,PUJ,terminal,MDPC,PUJ,http://en.wikipedia.org/wiki/Punta_Cana_International_Airport,4,1159117025,Dominican Rep.,DOM,mid,civilian,0,0,0
172,8,Queretaro Int'l,QRO,terminal,MMQT,QRO,http://en.wikipedia.org/wiki/Quer%C3%A9taro_International_Airport,4,1159117049,Mexico,MEX,mid,civilian,0,0,0
173,8,Rajkot,RAJ,runway,VARK,RAJ,http://en.wikipedia.org/wiki/Rajkot_Airport,4,1159117053,India,IND,mid,civilian,0,0,0
174,8,Richmond Int'l,RIC,terminal,KRIC,RIC,http://en.wikipedia.org/wiki/Richmond_International_Airport,4,1159117071,United States of America,USA,major,civilian,0,0,0
175,8,Shah Makhdum,RJH,terminal,VGRJ,RJH,http://en.wikipedia.org/wiki/Shah_Makhdum_Airport,4,1159117089,Bangladesh,BGD,mid,civilian,0,0,0
176,8,Greater Rochester Int'l,ROC,terminal,KROC,ROC,http://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,4,1159117107,United States of America,USA,major,civilian,0,0,0
177,8,Rockhampton,ROK,terminal,YBRK,ROK,http://en.wikipedia.org/wiki/Rockhampton_Airport,4,1159117127,Australia,AUS,mid,civilian,0,0,0
178,8,Rostov-on-Don,ROV,terminal,URRR,ROV,http://en.wikipedia.org/wiki/Rostov-on-Don_Airport,4,1159117147,Russia,RUS,mid,civilian,0,0,0
179,8,Saratov,RTW,ramp,UWSS,RTW,http://en.wikipedia.org/wiki/Saratov_Tsentralny_Airport,4,1159117175,Russia,RUS,mid,civilian,0,0,0
180,8,Ramón Villeda Morales Int'l,SAP,terminal,MHLM,SAP,http://en.wikipedia.org/wiki/Ram%C3%B3n_Villeda_Morales_International_Airport,4,1159117187,Honduras,HND,mid,civilian,0,0,0
181,8,Santa Barbara Muni.,SBA,terminal,KSBA,SBA,http://en.wikipedia.org/wiki/Santa_Barbara_Airport,4,1159117215,United States of America,USA,mid,civilian,0,0,0
182,8,Deadhorse,SCC,ramp,PASC,SCC,http://en.wikipedia.org/wiki/Deadhorse_Airport,4,1159117221,United States of America,USA,mid,civilian,0,0,0
183,8,Kangerlussuaq,SFJ,ramp,BGSF,SFJ,http://en.wikipedia.org/wiki/Kangerlussuaq_Airport,4,1159117249,Greenland,GRL,mid,civilian,0,0,0
184,8,Springfield Reg.,SGF,terminal,KSGF,SGF,http://en.wikipedia.org/wiki/Springfield/Branson_National_Airport,4,1159117257,United States of America,USA,major,civilian,0,0,0
185,8,Shreveport Reg.,SHV,terminal,KSHV,SHV,http://en.wikipedia.org/wiki/Shreveport_Regional_Airport,4,1159117279,United States of America,USA,major,civilian,0,0,0
186,8,Simferopol Int'l,SIP,ramp,UKFF,SIP,http://en.wikipedia.org/wiki/Simferopol_International_Airport,4,1159117305,Russia,RUS,major,civilian,0,0,0
187,8,Sitka Rocky Gutierrez,SIT,terminal,PASI,SIT,http://en.wikipedia.org/wiki/Sitka_Rocky_Gutierrez_Airport,4,1159117325,None,None,mid,civilian,0,0,0
188,8,Los Cabos Int'l,SJD,terminal,MMSD,SJD,http://en.wikipedia.org/wiki/Los_Cabos_International_Airport,4,1159117339,Mexico,MEX,major,civilian,0,0,0
189,8,McNary Field,SLE,terminal,KSLE,SLE,http://en.wikipedia.org/wiki/McNary_Field,4,1159117357,United States of America,USA,major,civilian,0,0,0
190,8,Plan de Guadalupe,SLW,ramp,MMIO,SLW,http://en.wikipedia.org/wiki/Plan_de_Guadalupe_International_Airport,4,1159117385,Mexico,MEX,mid,civilian,0,0,0
191,8,Shannon,SNN,terminal,EINN,SNN,http://en.wikipedia.org/wiki/Shannon_Airport,4,1159117403,None,None,major,civilian,0,0,0
192,8,Santo Pekoa Int'l,SON,runway,NVSS,SON,http://en.wikipedia.org/wiki/Santo-Pekoa_International_Airport,4,1159117423,None,None,mid,civilian,0,0,0
193,8,Achmad Yani,SRG,terminal,WARS,SRG,http://en.wikipedia.org/wiki/Achmad_Yani_Airport,4,1159117439,Indonesia,IDN,mid,civilian,0,0,0
194,8,Srinagar,SXR,ramp,VISR,SXR,http://en.wikipedia.org/wiki/Srinagar_Airport,4,1159117453,India,IND,mid,military,0,0,0
195,8,Tapachula Int'l,TAP,ramp,MMTP,TAP,http://en.wikipedia.org/wiki/Tapachula_International_Airport,4,1159117469,Mexico,MEX,mid,civilian,0,0,0
196,8,Podgorica,TGD,terminal,LYPG,TGD,http://en.wikipedia.org/wiki/Podgorica_Airport,4,1159117487,Montenegro,MNE,major,civilian,0,0,0
197,8,Tallahassee Reg.,TLH,terminal,KTLH,TLH,http://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,4,1159117513,United States of America,USA,major,civilian,0,0,0
198,8,Turin Int'l,TRN,terminal,LIMF,TRN,http://en.wikipedia.org/wiki/Turin_International_Airport,4,1159117525,Italy,ITA,major,civilian,0,0,0
199,8,Taiyuan Wusu Int'l,TYN,terminal,ZBYN,TYN,http://en.wikipedia.org/wiki/Taiyuan_Wusu_International_Airport,4,1159117549,China,CHN,major,civilian,0,0,0
200,8,Narsarsuaq,UAK,ramp,BGBW,UAK,http://en.wikipedia.org/wiki/Narsarsuaq_Airport,4,1159117575,Greenland,GRL,mid,civilian,0,0,0
201,8,U-Tapao,UTP,ramp,VTBU,UTP,http://en.wikipedia.org/wiki/U-Tapao_International_Airport,5,1159117593,Thailand,THA,mid,military,0,0,0
202,8,Victoria Falls,VFA,runway,FVFA,VFA,http://en.wikipedia.org/wiki/Victoria_Falls_Airport,4,1159117607,Zimbabwe,ZWE,mid,civilian,0,0,0
203,8,Vijaywada,VGA,ramp,VOBZ,VGA,http://en.wikipedia.org/wiki/Vijayawada_Airport,4,1159117621,India,IND,mid,civilian,0,0,0
204,8,Varanasi,VNS,terminal,VIBN,VNS,http://en.wikipedia.org/wiki/Varanasi_Airport,4,1159117647,India,IND,mid,civilian,0,0,0
205,8,Juan Gualberto Gomez,VRA,terminal,MUVR,VRA,http://en.wikipedia.org/wiki/Juan_Gualberto_G%C3%B3mez_Airport,4,1159117667,Cuba,CUB,major,civilian,0,0,0
206,8,Villahermosa,VSA,terminal,MMVA,VSA,http://en.wikipedia.org/wiki/Carlos_Rovirosa_P%C3%A9rez_International_Airport,4,1159117675,Mexico,MEX,mid,civilian,0,0,0
207,8,Brandon,YBR,terminal,CYBR,YBR,http://en.wikipedia.org/wiki/Brandon_Airport,4,1159117705,Canada,CAN,mid,civilian,0,0,0
208,8,CFB Edmonton,YED,ramp,CYED,YED,http://en.wikipedia.org/wiki/CFB_Edmonton,4,1159117725,Canada,CAN,major,military,0,0,0
209,8,Iqaluit,YFB,terminal,CYFB,YFB,http://en.wikipedia.org/wiki/Iqaluit_Airport,4,1159117737,Canada,CAN,mid,civilian,0,0,0
210,8,John C. Munro Hamilton Int'l,YHM,terminal,CYHM,YHM,http://en.wikipedia.org/wiki/John_C._Munro_Hamilton_International_Airport,4,1159117751,Canada,CAN,mid,civilian,0,0,0
211,8,Fort McMurray,YMM,terminal,CYMM,YMM,http://en.wikipedia.org/wiki/Fort_McMurray_Airport,4,1159117769,Canada,CAN,mid,civilian,0,0,0
212,8,Yantai,YNT,terminal,ZSYT,YNT,http://en.wikipedia.org/wiki/Yantai_Laishan_International_Airport,4,1159117787,China,CHN,major,military/civilian,0,0,0
213,8,Peace River,YPE,terminal,CYPE,YPE,http://en.wikipedia.org/wiki/Peace_River_Airport,4,1159117801,Canada,CAN,mid,civilian,0,0,0
214,8,Greater Moncton Int'l,YQM,terminal,CYQM,YQM,http://en.wikipedia.org/wiki/Greater_Moncton_International_Airport,4,1159117815,Canada,CAN,mid,civilian,0,0,0
215,8,Sydney/J.A. Douglas McCurdy,YQY,terminal,CYQY,YQY,http://en.wikipedia.org/wiki/Sydney_Airport_(Nova_Scotia),4,1159117831,Canada,CAN,mid,civilian,0,0,0
216,8,Resolute Bay,YRB,runway,CYRB,YRB,http://en.wikipedia.org/wiki/Resolute_Bay_Airport,4,1159117851,Canada,CAN,mid,civilian,0,0,0
217,8,Fort Smith,YSM,runway,CYSM,YSM,http://en.wikipedia.org/wiki/Fort_Smith_Airport,4,1159117869,Canada,CAN,mid,civilian,0,0,0
218,8,Thompson,YTH,ramp,CYTH,YTH,http://en.wikipedia.org/wiki/Thompson_Airport,4,1159117885,Canada,CAN,mid,civilian,0,0,0
219,8,Timmins,YTS,ramp,CYTS,YTS,http://en.wikipedia.org/wiki/Timmins_Airport,4,1159117903,Canada,CAN,mid,civilian,0,0,0
220,8,Repulse Bay,YUT,approximate,CYUT,YUT,http://en.wikipedia.org/wiki/Repulse_Bay_Airport,4,1159117931,Canada,CAN,mid,civilian,0,0,0
221,8,Kuujjuaq,YVP,approximate,CYVP,YVP,http://en.wikipedia.org/wiki/Kuujjuaq_Airport,4,1159117945,None,None,mid,civilian,0,0,0
222,8,Wabush,YWK,ramp,CYWK,YWK,http://en.wikipedia.org/wiki/Wabush_Airport,4,1159117971,Canada,CAN,mid,civilian,0,0,0
223,8,Edmonton City Centre,YXD,terminal,CYXD,YXD,http://en.wikipedia.org/wiki/Edmonton_City_Centre_(Blatchford_Field)_Airport,4,1159117985,Canada,CAN,mid,civilian,0,0,0
224,8,Fort St. John (N. Peace),YXJ,approximate,CYXJ,YXJ,http://en.wikipedia.org/wiki/Fort_St._John_Airport,4,1159118009,Canada,CAN,mid,civilian,0,0,0
225,8,North Bay/Jack Garland,YYB,approximate,CYYB,YYB,http://en.wikipedia.org/wiki/North_Bay/Jack_Garland_Airport,4,1159118021,Canada,CAN,mid,civilian,0,0,0
226,8,Zaria,ZAR,ramp,DNZA,ZAR,http://en.wikipedia.org/wiki/Zaria_Airport,4,1159118043,Nigeria,NGA,mid,civilian,0,0,0
227,8,Skopje,SKP,terminal,LWSK,SKP,http://en.wikipedia.org/wiki/Skopje_Airport,4,1159118053,Macedonia,MKD,mid,civilian,0,0,0
228,8,Burnpur,VE23,runway,VE23,,http://en.wikipedia.org/wiki/Burnpur_Airport,4,1159118067,India,IND,mid,civilian,0,0,0
229,8,Hindon Air Force Station,VIDX,runway,VIDX,,http://en.wikipedia.org/wiki/Hindon_Air_Force_Station,4,1159118081,India,IND,mid,civilian,0,0,0
230,8,Sunchon,,runway,,,http://en.wikipedia.org/wiki/Sunchon_Airport,4,1159118101,North Korea,PRK,major,civilian,0,0,0
231,8,Łódź Władysław Reymont,EPLL,terminal,EPLL,LCJ,http://en.wikipedia.org/wiki/%C5%81%C3%B3d%C5%BA_W%C5%82adys%C5%82aw_Reymont_Airport,4,1159118117,Poland,POL,mid,civilian,0,0,0
232,8,Alma Ata N.W.,BXJ,ramp,UAAR,BXJ,,2,1159118141,Kazakhstan,KAZ,mid,military/civilian,0,0,0
233,8,Jiamusi Dongjiao,JMU,ramp,ZYJM,JMU,http://en.wikipedia.org/wiki/Jiamusi_Dongjiao_Airport,4,1159118157,China,CHN,mid,civilian,0,0,0
234,8,Mudanjiang Hailang,MDG,ramp,ZYMD,MDG,http://en.wikipedia.org/wiki/Mudanjiang_Hailang_Airport,4,1159118173,China,CHN,major,civilian,0,0,0
235,8,Severomorsk-3 (Murmansk N.E.),ULMM,runway,ULMM,,http://en.wikipedia.org/wiki/Severomorsk-3,5,1159118187,Russia,RUS,major,military,0,0,0
236,8,Mosul Int'l,OSB,runway,ORBM,OSB,http://en.wikipedia.org/wiki/Mosul_International_Airport,4,1159118205,Iraq,IRQ,mid,civilian,0,0,0
237,8,Rostov N.,,runway,,,,2,1159118221,Russia,RUS,mid,military,0,0,0
238,8,Rostov S.W.,,runway,,,,2,1159118241,Russia,RUS,mid,civilian,0,0,0
239,8,Oulu,OUL,terminal,EFOU,OUL,http://en.wikipedia.org/wiki/Oulu_Airport,4,1159118267,Finland,FIN,mid,civilian,0,0,0
240,8,Bordeaux,BOD,terminal,LFBD,BOD,http://en.wikipedia.org/wiki/Bordeaux_-_M%C3%A9rignac_Airport,2,1159118275,France,FRA,major,civilian,0,0,0
241,8,Mandelieu,CEQ,terminal,LFMD,CEQ,http://en.wikipedia.org/wiki/Cannes_%E2%80%93_Mandelieu_Airport,4,1159118293,France,FRA,mid,civilian,0,0,0
242,8,St Gatien,DOL,ramp,LFRG,DOL,http://en.wikipedia.org/wiki/Deauville_-_Saint-Gatien_Airport,4,1159118319,France,FRA,mid,civilian,0,0,0
243,8,Lille-Lesquin,LIL,terminal,LFQQ,LIL,http://en.wikipedia.org/wiki/Lille_Airport,4,1159118335,France,FRA,mid,civilian,0,0,0
244,8,Toulouse-Blagnac,TLS,terminal,LFBO,TLS,http://en.wikipedia.org/wiki/Toulouse-Blagnac_Airport,4,1159118353,France,FRA,major,civilian,0,0,0
245,8,Fukuoka,FUK,terminal,RJFF,FUK,http://en.wikipedia.org/wiki/Fukuoka_Airport,4,1159118371,Japan,JPN,major,civilian,0,0,0
246,8,Hiroshima-Nishi,HIW,terminal,RJBH,HIW,http://en.wikipedia.org/wiki/Hiroshima-Nishi_Airport,4,1159118391,Japan,JPN,mid,civilian,0,0,0
247,8,Nagoya,NKM,terminal,RJNA,NKM,http://en.wikipedia.org/wiki/Nagoya_Airfield,2,1159118405,Japan,JPN,mid,civilian,0,0,0
248,8,Sendai,SDJ,terminal,RJSS,SDJ,http://en.wikipedia.org/wiki/Sendai_Airport,4,1159118419,Japan,JPN,mid,civilian,0,0,0
249,8,Kirkenes Hoybuktmoen,KKN,terminal,ENKR,KKN,http://en.wikipedia.org/wiki/Kirkenes_Airport%2C_H%C3%B8ybuktmoen,4,1159118437,Norway,NOR,mid,civilian,0,0,0
250,8,Marechal Rondon Int'l,CGB,terminal,SBCY,CGB,http://en.wikipedia.org/wiki/Marechal_Rondon_International_Airport,4,1159118463,Brazil,BRA,mid,civilian,0,0,0
251,8,Hercilio Luz Int'l,FLN,terminal,SBFL,FLN,http://en.wikipedia.org/wiki/Herc%C3%ADlio_Luz_International_Airport,4,1159118479,Brazil,BRA,major,civilian,0,0,0
252,8,Joinville-Lauro C. de Loyola,JOI,terminal,SBJV,JOI,http://en.wikipedia.org/wiki/Joinville-Lauro_Carneiro_de_Loyola_Airport,4,1159118499,Brazil,BRA,mid,civilian,0,0,0
253,8,Presidente Castro Pinto Int'l,JPA,terminal,SBJP,JPA,http://en.wikipedia.org/wiki/Presidente_Castro_Pinto_International_Airport,4,1159118513,Brazil,BRA,mid,civilian,0,0,0
254,8,Augusto Severo Int'l,NAT,terminal,SJJQ,NAT,http://en.wikipedia.org/wiki/Augusto_Severo_International_Airport,4,1159118529,Brazil,BRA,major,civilian,0,0,0
255,8,Francisco Sa Carneiro,OPO,terminal,LPPR,OPO,http://en.wikipedia.org/wiki/Francisco_S%C3%A1_Carneiro_Airport,4,1159118545,Portugal,PRT,major,civilian,0,0,0
256,8,Marechal Cunha Machado Int'l,SLZ,terminal,SBSL,SLZ,http://en.wikipedia.org/wiki/Marechal_Cunha_Machado_International_Airport,4,1159118563,Brazil,BRA,mid,civilian,0,0,0
257,8,Santos Air Force Base,SSZ,ramp,SBST,SSZ,http://en.wikipedia.org/wiki/Santos_Air_Force_Base,4,1159118581,Brazil,BRA,mid,military,0,0,0
258,8,Teresina-Senador Petronio Portella,THE,terminal,SBTE,THE,http://en.wikipedia.org/wiki/Teresina_Airport,4,1159118599,Brazil,BRA,mid,civilian,0,0,0
259,8,Viracopos-Campinas Int'l,VCP,terminal,SBKP,VCP,http://en.wikipedia.org/wiki/Viracopos-Campinas_International_Airport,4,1159118605,Brazil,BRA,mid,civilian,0,0,0
260,8,Eurico de Aguiar Salles,VIX,ramp,SBVT,VIX,http://en.wikipedia.org/wiki/Eurico_de_Aguiar_Salles_Airport,4,1159118619,Brazil,BRA,mid,civilian,0,0,0
261,8,Alicante,ALC,terminal,LEAL,ALC,http://en.wikipedia.org/wiki/Alicante_Airport,4,1159118637,Spain,ESP,major,civilian,0,0,0
262,8,Almeria,LEI,terminal,LEAM,LEI,http://en.wikipedia.org/wiki/Almer%C3%ADa_Airport,4,1159118657,Spain,ESP,mid,civilian,0,0,0
263,8,Valencia,VLC,terminal,LEVC,VLC,http://en.wikipedia.org/wiki/Valencia_Airport,4,1159118675,Spain,ESP,mid,civilian,0,0,0
264,8,Kiruna_Airport,KRN,terminal,ESNQ,KRN,http://en.wikipedia.org/wiki/Kiruna_Airport,4,1159118693,Sweden,SWE,mid,civilian,0,0,0
265,8,Norrköping Airport,NRK,terminal,ESSP,NRK,http://en.wikipedia.org/wiki/Norrk%C3%B6ping_Airport,5,1159118709,Sweden,SWE,major,civilian,0,0,0
266,8,Husein Sastranegara Int'l,BDO,runway,WICC,BDO,http://en.wikipedia.org/wiki/Husein_Sastranegara_International_Airport,4,1159118727,Indonesia,IDN,mid,civilian,0,0,0
267,8,Rosario – Islas Malvinas Int'l,ROS,terminal,SAAR,ROS,http://en.wikipedia.org/wiki/Rosario_%E2%80%93_Islas_Malvinas_International_Airport,4,1159118745,Argentina,ARG,mid,civilian,0,0,0
268,8,Maceio/Zumbi dos Palmares Int'l,MCZ,terminal,SBMO,MCZ,http://en.wikipedia.org/wiki/Zumbi_dos_Palmares_International_Airport,4,1159118763,Brazil,BRA,mid,civilian,0,0,0
269,8,Sharm el-Sheikh Int'l,SSH,ramp,HESH,SSH,http://en.wikipedia.org/wiki/Sharm_el-Sheikh_International_Airport,4,1159118779,None,None,mid,civilian,0,0,0
270,8,Taba Int'l,TCP,terminal,HETB,TCP,http://en.wikipedia.org/wiki/Taba_International_Airport,4,1159118797,Egypt,EGY,mid,civilian,0,0,0
271,8,Agra,AGR,runway,VIAG,AGR,http://en.wikipedia.org/wiki/Agra_Airport,4,1159118821,India,IND,major,military/civilian,0,0,0
272,8,Vadodara,BDQ,runway,VABO,BDQ,http://en.wikipedia.org/wiki/Vadodara_Airport,4,1159118843,India,IND,mid,civilian,0,0,0
273,8,Shahid Ashrafi Esfahani,KSH,runway,OICC,KSH,http://en.wikipedia.org/wiki/Shahid_Ashrafi_Esfahani_Airport,4,1159118869,Iran,IRN,mid,civilian,0,0,0
274,8,Benina Int'l,BEN,ramp,HLLB,BEN,http://en.wikipedia.org/wiki/Benina_International_Airport,4,1159118875,Libya,LBY,mid,civilian,0,0,0
275,8,King Abdulaziz AB,DHA,ramp,OEDR,DHA,http://en.wikipedia.org/wiki/Dhahran_International_Airport,5,1159118895,Saudi Arabia,SAU,major,military,0,0,0
276,8,Nueva Hespérides Int'l,STY,runway,SUSO,STY,http://en.wikipedia.org/wiki/Nueva_Hesperides_International_Airport,4,1159118917,Uruguay,URY,mid,civilian,0,0,0
277,8,Baikonur Cosmodrome,BAIK,approximate,,,http://en.wikipedia.org/wiki/Baikonur_Cosmodrome,4,1159118931,Kazakhstan,KAZ,mid,spaceport,0,0,0
278,8,Kennedy Space Center,KSC,approximate,,,http://en.wikipedia.org/wiki/John_F._Kennedy_Space_Center,4,1159118961,United States of America,USA,mid,spaceport,0,0,0
279,8,Centre Spatial Guyanais,CSG,terminal,,,http://en.wikipedia.org/wiki/Guiana_Space_Centre,4,1159118977,France,FRA,mid,spaceport,0,0,0
280,7,Queen Beatrix Int'l,AUA,terminal,TNCA,AUA,http://en.wikipedia.org/wiki/Queen_Beatrix_International_Airport,4,1159118987,Aruba,ABW,mid,civilian,0,0,0
281,7,Djibouti-Ambouli Int'l,JIB,terminal,HDAM,JIB,http://en.wikipedia.org/wiki/Djibouti-Ambouli_International_Airport,4,1159119005,Djibouti,DJI,mid,civilian,0,0,0
282,7,Diego Aracena Int'l,IQQ,terminal,SCDA,IQQ,http://en.wikipedia.org/wiki/Diego_Aracena_International_Airport,4,1159119023,Chile,CHL,mid,military/civilian,0,0,0
283,7,Sabiha Gökçen Havaalani,SAW,terminal,LTFJ,SAW,http://en.wikipedia.org/wiki/Sabiha_G%C3%B6k%C3%A7en_International_Airport,4,1159119041,Turkey,TUR,major,civilian,0,0,0
284,7,Kosrae Island,KSA,ramp,PTSA,KSA,http://en.wikipedia.org/wiki/Kosrae_International_Airport,4,1159119061,None,None,mid,civilian,0,0,0
285,7,Funafuti Int'l,FUN,ramp,NGFU,FUN,http://en.wikipedia.org/wiki/Funafuti_International_Airport,4,1159119077,None,None,mid,civilian,0,0,0
286,7,Dr. Babasaheb Ambedkar Int'l,NAG,terminal,VANP,NAG,http://en.wikipedia.org/wiki/Dr._Babasaheb_Ambedkar_International_Airport,4,1159119091,India,IND,mid,civilian,0,0,0
287,7,Phuket Int'l,HKT,terminal,VTSP,HKT,http://en.wikipedia.org/wiki/Phuket_International_Airport,4,1159119115,Thailand,THA,mid,civilian,0,0,0
288,7,Nadi Int'l,NAN,terminal,NFFN,NAN,http://en.wikipedia.org/wiki/Nadi_International_Airport,4,1159119125,Fiji,FJI,mid,civilian,0,0,0
289,7,Lic. Jesús Terán Peredo Int'l,AGU,terminal,MMAS,AGU,http://en.wikipedia.org/wiki/Lic._Jes%C3%BAs_Ter%C3%A1n_Peredo_International_Airport,4,1159119145,Mexico,MEX,mid,civilian,0,0,0
290,7,Albenga,ALL,ramp,LIMG,ALL,http://en.wikipedia.org/wiki/Villanova_d'Albenga_International_Airport,4,1159119157,Italy,ITA,mid,civilian,0,0,0
291,7,Queen Alia Int'l,AMM,terminal,OJAI,AMM,http://en.wikipedia.org/wiki/Queen_Alia_International_Airport,4,1159119169,Jordan,JOR,major,civilian,0,0,0
292,7,Chacalluta Int'l,ARI,terminal,SCAR,ARI,http://en.wikipedia.org/wiki/Chacalluta_Airport,4,1159119187,Chile,CHL,mid,civilian,0,0,0
293,7,Atar Int'l,ATR,terminal,GQPA,ATR,http://en.wikipedia.org/wiki/Atar_International_Airport,4,1159119205,Mauritania,MRT,mid,civilian,0,0,0
294,7,Ernesto Cortissoz Int'l,BAQ,terminal,SKBQ,BAQ,http://en.wikipedia.org/wiki/Ernesto_Cortissoz_International_Airport,4,1159119223,Colombia,COL,mid,civilian,0,0,0
295,7,Teniente Luis Candelaria Int'l,BRC,terminal,SAZS,BRC,http://en.wikipedia.org/wiki/San_Carlos_de_Bariloche_Airport,4,1159119237,Argentina,ARG,mid,civilian,0,0,0
296,7,Bouaké,BYK,terminal,DIBK,BYK,http://en.wikipedia.org/wiki/Bouak%C3%A9_Airport,4,1159119257,Côte d'Ivoire,CIV,mid,civilian,0,0,0
297,7,Philip S. W. Goldson Int'l,BZE,terminal,MZBZ,BZE,http://en.wikipedia.org/wiki/Philip_S._W._Goldson_International_Airport,4,1159119267,Belize,BLZ,major,civilian,0,0,0
298,7,Corpus Christi Int'l,CRP,terminal,KCRP,CRP,http://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,4,1159119285,United States of America,USA,major,civilian,0,0,0
299,7,Hato Int'l,CUR,terminal,TNCC,CUR,http://en.wikipedia.org/wiki/Hato_International_Airport,4,1159119303,Curaçao,CUW,mid,civilian,0,0,0
300,7,Velazco Astete Int'l,CUZ,terminal,SPZO,CUZ,http://en.wikipedia.org/wiki/Alejandro_Velasco_Astete_International_Airport,4,1159119321,Peru,PER,major,civilian,0,0,0
301,7,Julius Nyerere Int'l,DAR,terminal,HTDA,DAR,http://en.wikipedia.org/wiki/Julius_Nyerere_International_Airport,4,1159119341,Tanzania,TZA,mid,civilian,0,0,0
302,7,Detroit City,DET,terminal,KDET,DET,http://en.wikipedia.org/wiki/Coleman_A._Young_International_Airport,4,1159119359,United States of America,USA,mid,civilian,0,0,0
303,7,Presidente Nicolau Lobato Int'l,DIL,terminal,WPDL,DIL,http://en.wikipedia.org/wiki/Presidente_Nicolau_Lobato_International_Airport,4,1159119377,Timor-Leste,TLS,mid,civilian,0,0,0
304,7,Moscow Domodedovo Int'l,DME,terminal,UUDD,DME,http://en.wikipedia.org/wiki/Domodedovo_International_Airport,4,1159119395,Russia,RUS,major,civilian,0,0,0
305,7,Dunedin Int'l,DUD,terminal,NZDN,DUD,http://en.wikipedia.org/wiki/Dunedin_International_Airport,4,1159119413,New Zealand,NZL,mid,civilian,0,0,0
306,7,Dzaoudzi Pamanzi Int'l,DZA,terminal,FMCZ,DZA,http://en.wikipedia.org/wiki/Dzaoudzi_Pamandzi_International_Airport,4,1159119431,None,None,mid,civilian,0,0,0
307,7,El Paso Int'l,ELP,terminal,KELP,ELP,http://en.wikipedia.org/wiki/El_Paso_International_Airport,4,1159119449,United States of America,USA,mid,civilian,0,0,0
