,scalerank_left,airport_name,abbrev,location,gps_code,iata_code,wikipedia,wdid_score,ne_id,name,iso3,size,usage,top_20_busiest_airports,busiest_airport_ranking,amount_passed_through
308,7,Zvartnots Int'l,EVN,terminal,UDYZ,EVN,http://en.wikipedia.org/wiki/Zvartnots_International_Airport,4,1159119467,Armenia,ARM,major,civilian,0,0,0
309,7,Fort Worth Meacham Field,FTW,terminal,KFTW,FTW,http://en.wikipedia.org/wiki/Fort_Worth_Meacham_International_Airport,4,1159119485,United States of America,USA,major,civilian,0,0,0
310,7,JAGS McCartney Int'l,GDT,terminal,MBGT,GDT,http://en.wikipedia.org/wiki/JAGS_McCartney_International_Airport,4,1159119503,None,None,mid,civilian,0,0,0
311,7,Scholes Int'l,GLS,terminal,KGLS,GLS,http://en.wikipedia.org/wiki/Scholes_International_Airport_at_Galveston,4,1159119521,United States of America,USA,mid,civilian,0,0,0
312,7,Goma Int'l,GOM,terminal,FZNA,GOM,http://en.wikipedia.org/wiki/Goma_International_Airport,4,1159119539,Dem. Rep. Congo,COD,mid,civilian,0,0,0
313,7,Garoua Int'l,GOU,terminal,FKKR,GOU,http://en.wikipedia.org/wiki/Garoua_International_Airport,4,1159119557,Cameroon,CMR,mid,civilian,0,0,0
314,7,Antonio B. Won Pat Int'l,GUM,terminal,PGUM,GUM,http://en.wikipedia.org/wiki/Antonio_B._Won_Pat_International_Airport,4,1159119575,Guam,GUM,major,civilian,0,0,0
315,7,Gary/Chicago Int'l,GYY,terminal,KGYY,GYY,http://en.wikipedia.org/wiki/Gary/Chicago_International_Airport,4,1159119593,United States of America,USA,mid,civilian,0,0,0
316,7,Prince Said Ibrahim Int'l,HAH,terminal,FMCH,HAH,http://en.wikipedia.org/wiki/Prince_Said_Ibrahim_International_Airport,4,1159119611,Comoros,COM,mid,civilian,0,0,0
317,7,Hobart Int'l,HBA,terminal,YMHB,HBA,http://en.wikipedia.org/wiki/Hobart_International_Airport,4,1159119629,Australia,AUS,mid,civilian,0,0,0
318,7,Honiara Int'l,HIR,terminal,AGGH,HIR,http://en.wikipedia.org/wiki/Honiara_International_Airport,4,1159119647,Solomon Is.,SLB,mid,civilian,0,0,0
319,7,Kiev Zhuliany Int'l,IEV,terminal,UKKK,IEV,http://en.wikipedia.org/wiki/Kiev_International_Airport,4,1159119661,Ukraine,UKR,mid,civilian,0,0,0
320,7,Irkutsk S.E.,IKT,terminal,UIII,IKT,http://en.wikipedia.org/wiki/Irkutsk_Airport,4,1159119677,Russia,RUS,mid,military/civilian,0,0,0
321,7,Indianapolis Int'l,IND,terminal,KIND,IND,http://en.wikipedia.org/wiki/Indianapolis_International_Airport,4,1159119691,United States of America,USA,major,civilian,0,0,0
322,7,Nauru Int'l,INU,runway,ANYN,INU,http://en.wikipedia.org/wiki/Nauru_International_Airport,4,1159119715,Nauru,NRU,mid,civilian,0,0,0
323,7,Mataveri Int'l,IPC,terminal,SCIP,IPC,http://en.wikipedia.org/wiki/Mataveri_International_Airport,4,1159119731,Chile,CHL,mid,civilian,0,0,0
324,7,Gob. Horacio Guzman Int'l,JUJ,terminal,SASJ,JUJ,http://en.wikipedia.org/wiki/Gobernador_Horacio_Guzm%C3%A1n_International_Airport,4,1159119751,Argentina,ARG,mid,civilian,0,0,0
325,7,Nanchang Changbei Int'l,KHN,terminal,ZSCN,KHN,http://en.wikipedia.org/wiki/Nanchang_Changbei_International_Airport,4,1159119767,China,CHN,mid,civilian,0,0,0
326,7,Kunming Wujiaba Int'l,KMG,terminal,ZPPP,KMG,http://en.wikipedia.org/wiki/Kunming_Wujiaba_International_Airport,4,1159119791,China,CHN,major,civilian,0,0,0
327,7,Leeds Bradford,LBA,terminal,EGNM,LBA,http://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport,4,1159119807,United Kingdom,GBR,major,civilian,0,0,0
328,7,Libreville Leon M'ba Int'l,LBV,terminal,FOOL,LBV,http://en.wikipedia.org/wiki/Libreville_International_Airport,4,1159119827,None,None,mid,civilian,0,0,0
329,7,Lomé Tokoin,LFW,terminal,DXXX,LFW,http://en.wikipedia.org/wiki/Lom%C3%A9-Tokoin_Airport,4,1159119841,Togo,TGO,mid,civilian,0,0,0
330,7,Lviv Danylo Halytskyi Int'l,LWO,runway,UKLL,LWO,http://en.wikipedia.org/wiki/Lviv_International_Airport,4,1159119861,Ukraine,UKR,mid,military/civilian,0,0,0
331,7,Marshall Islands Int'l,MAJ,terminal,PKMJ,MAJ,http://en.wikipedia.org/wiki/Marshall_Islands_International_Airport,4,1159119881,None,None,mid,civilian,0,0,0
332,7,Macau Int'l,MFM,terminal,VMMC,MFM,http://en.wikipedia.org/wiki/Macau_International_Airport,4,1159119897,None,None,major,civilian,0,0,0
333,7,Aden Adde Int'l,MGQ,runway,HCMM,MGQ,http://en.wikipedia.org/wiki/Aden_Adde_International_Airport,4,1159119917,None,None,mid,civilian,0,0,0
334,7,Maputo Int'l,MPM,terminal,FQMA,MPM,http://en.wikipedia.org/wiki/Maputo_International_Airport,4,1159119939,Mozambique,MOZ,mid,civilian,0,0,0
335,7,Sir Seewoosagur Ramgoolam Int'l,MRU,terminal,FIMP,MRU,http://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport,4,1159119951,Mauritius,MUS,mid,civilian,0,0,0
336,7,Naples Int'l,NAP,terminal,LIRN,NAP,http://en.wikipedia.org/wiki/Naples_International_Airport,4,1159119971,Italy,ITA,major,civilian,0,0,0
337,7,Nouadhibou Int'l,NDB,ramp,GQPP,NDB,http://en.wikipedia.org/wiki/Nouadhibou_International_Airport,4,1159119989,Mauritania,MRT,mid,civilian,0,0,0
338,7,Ningbo Lishe Int'l,NGB,terminal,ZSNB,NGB,http://en.wikipedia.org/wiki/Ningbo_Lishe_International_Airport,4,1159120005,China,CHN,major,civilian,0,0,0
339,7,Nouakchott Int'l,NKC,terminal,GQNN,NKC,http://en.wikipedia.org/wiki/Nouakchott_International_Airport,5,1159120023,Mauritania,MRT,mid,civilian,0,0,0
340,7,La Tontouta Int'l,NOU,terminal,NWWW,NOU,http://en.wikipedia.org/wiki/La_Tontouta_International_Airport,4,1159120041,New Caledonia,NCL,mid,civilian,0,0,0
341,7,Oakland Int'l,OAK,terminal,KOAK,OAK,http://en.wikipedia.org/wiki/Oakland_International_Airport,4,1159120059,None,None,major,civilian,0,0,0
342,7,Ontario Int'l,ONT,parking,KONT,ONT,http://en.wikipedia.org/wiki/LA/Ontario_International_Airport,4,1159120085,United States of America,USA,major,civilian,0,0,0
343,7,Cork,ORK,terminal,EICK,ORK,http://en.wikipedia.org/wiki/Cork_Airport,4,1159120103,Ireland,IRL,major,civilian,0,0,0
344,7,Minangkabau Int'l,PDG,terminal,WIMG,PDG,http://en.wikipedia.org/wiki/Minangkabau_International_Airport,5,1159120113,Indonesia,IDN,mid,civilian,0,0,0
345,7,João Paulo II,PDL,ramp,LPPD,PDL,http://en.wikipedia.org/wiki/Jo%C3%A3o_Paulo_II_Airport,4,1159120131,None,None,mid,civilian,0,0,0
346,7,Bacha Khan Int'l,PEW,ramp,OPPS,PEW,http://en.wikipedia.org/wiki/Peshawar_International_Airport,4,1159120157,Pakistan,PAK,mid,civilian,0,0,0
347,7,Glasgow Prestwick,PIK,terminal,EGPK,PIK,http://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport,4,1159120173,United Kingdom,GBR,mid,civilian,0,0,0
348,7,Ponta Porã Int'l,PMG,terminal,SBPP,PMG,http://en.wikipedia.org/wiki/Ponta_Por%C3%A3_International_Airport,4,1159120193,Brazil,BRA,mid,civilian,0,0,0
349,7,Palmerston N. Int'l,PMR,terminal,NZPM,PMR,http://en.wikipedia.org/wiki/Palmerston_North_International_Airport,4,1159120211,New Zealand,NZL,mid,civilian,0,0,0
350,7,Pohnpei Int'l,PNI,terminal,PTPN,PNI,http://en.wikipedia.org/wiki/Pohnpei_International_Airport,4,1159120225,None,None,mid,civilian,0,0,0
351,7,Tahiti Faa'a Int'l,PPT,terminal,NTAA,PPT,http://en.wikipedia.org/wiki/Faa'a_International_Airport,2,1159120243,Fr. Polynesia,PYF,mid,civilian,0,0,0
352,7,Pisa Galileo Galilei Int'l,PSA,terminal,LIRP,PSA,http://en.wikipedia.org/wiki/Galileo_Galilei_International_Airport,4,1159120263,Italy,ITA,major,military/civilian,0,0,0
353,7,Port Sudan,PZU,runway,HSSP,PZU,,4,1159120283,Sudan,SDN,mid,military/civilian,0,0,0
354,7,Praia Int'l,RAI,terminal,GVNP,RAI,http://en.wikipedia.org/wiki/Praia_International_Airport,4,1159120301,Cabo Verde,CPV,mid,civilian,0,0,0
355,7,Marrakech-Menara,RAK,terminal,GMMX,RAK,http://en.wikipedia.org/wiki/Menara_International_Airport,4,1159120327,Morocco,MAR,mid,civilian,0,0,0
356,7,Rarotonga Int'l,RAR,ramp,NCRG,RAR,http://en.wikipedia.org/wiki/Rarotonga_International_Airport,4,1159120337,Cook Is.,COK,mid,civilian,0,0,0
357,7,Siem Reap Int'l,REP,terminal,VDSR,REP,http://en.wikipedia.org/wiki/Angkor_International_Airport,4,1159120355,Cambodia,KHM,major,civilian,0,0,0
358,7,Hermes Quijada Int'l,RGA,terminal,SAWE,RGA,http://en.wikipedia.org/wiki/Hermes_Quijada_Airport,4,1159120379,Argentina,ARG,mid,civilian,0,0,0
359,7,Piloto Civil Norberto Fernandez Int'l,RGL,terminal,SAWG,RGL,http://en.wikipedia.org/wiki/Piloto_Civil_Norberto_Fern%C3%A1ndez_International_Airport,4,1159120391,Argentina,ARG,mid,civilian,0,0,0
360,7,Reno-Tahoe Int'l,RNO,terminal,KRNO,RNO,http://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,4,1159120419,United States of America,USA,major,civilian,0,0,0
361,7,Roman Tmetuchl Int'l,ROR,terminal,PTRO,ROR,http://en.wikipedia.org/wiki/Palau_International_Airport,4,1159120439,None,None,mid,civilian,0,0,0
362,7,Amilcar Cabral Int'l,SID,terminal,GVAC,SID,http://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral_International_Airport,4,1159120457,Cabo Verde,CPV,mid,civilian,0,0,0
363,7,Sarajevo,SJJ,terminal,LQSA,SJJ,http://en.wikipedia.org/wiki/Sarajevo_International_Airport,4,1159120469,Bosnia and Herz.,BIH,major,civilian,0,0,0
364,7,Robert L. Bradshaw Int'l,SKB,terminal,TKPK,SKB,http://en.wikipedia.org/wiki/Robert_L._Bradshaw_International_Airport,4,1159120495,St. Kitts and Nevis,KNA,mid,civilian,0,0,0
365,7,Martín Miguel de Güemes Int,SLA,terminal,SASA,SLA,http://en.wikipedia.org/wiki/Mart%C3%ADn_Miguel_de_G%C3%BCemes_Airport,4,1159120509,Argentina,ARG,mid,civilian,0,0,0
366,7,Saipan Int'l,SPN,terminal,PGSN,SPN,http://en.wikipedia.org/wiki/Saipan_International_Airport,4,1159120529,N. Mariana Is.,MNP,mid,civilian,0,0,0
367,7,Juana Azurduy de Padilla Int'l,SRE,terminal,SLSU,SRE,http://en.wikipedia.org/wiki/Juana_Azurduy_de_Padilla_International_Airport,4,1159120549,Bolivia,BOL,mid,civilian,0,0,0
368,7,Princess Juliana Int'l,SXM,terminal,TNCM,SXM,http://en.wikipedia.org/wiki/Princess_Juliana_International_Airport,4,1159120567,None,None,major,civilian,0,0,0
369,7,Ta'izz Int'l,TAI,terminal,OYTZ,TAI,http://en.wikipedia.org/wiki/Ta'izz_International_Airport,4,1159120583,Yemen,YEM,mid,civilian,0,0,0
370,7,Qingdao Liuting Int'l,TAO,terminal,ZSQD,TAO,http://en.wikipedia.org/wiki/Qingdao_Liuting_International_Airport,4,1159120599,China,CHN,mid,civilian,0,0,0
371,7,Chuuk Int'l,TKK,terminal,PTKK,TKK,http://en.wikipedia.org/wiki/Chuuk_International_Airport,4,1159120619,None,None,mid,civilian,0,0,0
372,7,Tangier Ibn Battouta,TNG,terminal,GMTT,TNG,http://en.wikipedia.org/wiki/Tangier_Ibn_Battouta_Airport,4,1159120637,Morocco,MAR,mid,civilian,0,0,0
373,7,Bonriki Int'l,TRW,ramp,NGTA,TRW,http://en.wikipedia.org/wiki/Bonriki_International_Airport,4,1159120657,Kiribati,KIR,mid,civilian,0,0,0
374,7,Astana Int'l,TSE,terminal,UACC,TSE,http://en.wikipedia.org/wiki/Astana_International_Airport,4,1159120673,Kazakhstan,KAZ,major,civilian,0,0,0
375,7,Tianjin Binhai Int'l,TSN,terminal,ZBTJ,TSN,http://en.wikipedia.org/wiki/Tianjin_Binhai_International_Airport,4,1159120679,China,CHN,major,civilian,0,0,0
376,7,Townsville,TSV,terminal,YBTL,TSV,http://en.wikipedia.org/wiki/Townsville_Airport,4,1159120709,Australia,AUS,major,military/civilian,0,0,0
377,7,Teniente Gen. Benjamin Matienzo Int'l,TUC,terminal,SANT,TUC,http://en.wikipedia.org/wiki/Benjam%C3%ADn_Matienzo_International_Airport,4,1159120721,Argentina,ARG,mid,civilian,0,0,0
378,7,Aeroport Tunis,TUN,terminal,DTTA,TUN,http://en.wikipedia.org/wiki/Tunis-Carthage_International_Airport,4,1159120741,Tunisia,TUN,major,civilian,0,0,0
379,7,Tucson Int'l,TUS,terminal,KTUS,TUS,http://en.wikipedia.org/wiki/Tucson_International_Airport,4,1159120761,United States of America,USA,major,civilian,0,0,0
380,7,Chinggis Khaan Int'l,ULN,terminal,ZMUB,ULN,http://en.wikipedia.org/wiki/Chinggis_Khaan_International_Airport,4,1159120783,Mongolia,MNG,mid,civilian,0,0,0
381,7,Ürümqi Diwopu Int'l,URC,terminal,ZWWW,URC,http://en.wikipedia.org/wiki/%C3%9Cr%C3%BCmqi_Diwopu_International_Airport,4,1159120799,China,CHN,major,civilian,0,0,0
382,7,Bauerfield Int'l,VLI,terminal,NVVV,VLI,http://en.wikipedia.org/wiki/Bauerfield_International_Airport,4,1159120811,Vanuatu,VUT,mid,civilian,0,0,0
383,7,Wewak Int'l,WWK,terminal,AYWK,WWK,http://en.wikipedia.org/wiki/Wewak_International_Airport,4,1159120821,Papua New Guinea,PNG,mid,civilian,0,0,0
384,7,Châlons Vatry,XCR,terminal,LFOK,XCR,http://en.wikipedia.org/wiki/Ch%C3%A2lons_Vatry_Airport,4,1159120839,France,FRA,mid,military,0,0,0
385,7,Xiamen Gaoqi Int'l,XMN,terminal,ZSAM,XMN,http://en.wikipedia.org/wiki/Xiamen_Gaoqi_International_Airport,4,1159120855,China,CHN,major,civilian,0,0,0
386,7,Yap Int'l,YAP,terminal,PTYA,YAP,http://en.wikipedia.org/wiki/Yap_International_Airport,4,1159120871,None,None,mid,civilian,0,0,0
387,7,Playa de Oro Int'l,ZLO,terminal,MMZO,ZLO,http://en.wikipedia.org/wiki/Playa_de_Oro_International_Airport,4,1159120891,Mexico,MEX,mid,civilian,0,0,0
388,7,Cayenne – Rochambeau,CAY,terminal,SOCA,CAY,http://en.wikipedia.org/wiki/Cayenne-Rochambeau_Airport,2,1159120909,France,FRA,mid,civilian,0,0,0
389,7,Irkutsk N.W.,UIII,ramp,UIIR,UIIR,http://en.wikipedia.org/wiki/Irkutsk_Northwest_Airport,4,1159120927,Russia,RUS,mid,civilian,0,0,0
390,7,Shijiazhuang Zhengding Int'l,SJW,terminal,ZBSJ,SJW,http://en.wikipedia.org/wiki/Shijiazhuang_Zhengding_International_Airport,4,1159120939,China,CHN,major,civilian,0,0,0
391,7,Heydar Aliyev Int'l,GYD,terminal,UBBB,GYD,http://en.wikipedia.org/wiki/Heydar_Aliyev_International_Airport,4,1159120951,Azerbaijan,AZE,major,civilian,0,0,0
392,7,Lakatamia Airbase,LAK,ramp,LCRO,LAK,http://en.wikipedia.org/wiki/List_of_airports_in_Cyprus,0,1159120967,Cyprus,CYP,mid,military,0,0,0
393,7,Cabo Frio Int'l,CFB,terminal,SBCB,CFB,http://en.wikipedia.org/wiki/Cabo_Frio_International_Airport,4,1159120985,Brazil,BRA,mid,civilian,0,0,0
394,7,Helsinki-Malmi,HEM,terminal,EFHF,HEM,http://en.wikipedia.org/wiki/Helsinki-Malmi_Airport,4,1159120997,Finland,FIN,mid,civilian,0,0,0
395,7,Luxembourg-Findel,LUX,terminal,ELLX,LUX,http://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport,4,1159121013,Luxembourg,LUX,major,civilian,0,0,0
396,7,Venice Marco Polo,VCE,terminal,LIPZ,VCE,http://en.wikipedia.org/wiki/Marco_Polo_International_Airport,4,1159121029,Italy,ITA,major,civilian,0,0,0
397,7,Yangyang Int'l,YNY,terminal,RKNY,YNY,http://en.wikipedia.org/wiki/Yangyang_International_Airport,4,1159121051,South Korea,KOR,mid,civilian,0,0,0
398,7,Tabatinga Int'l,TBT,terminal,SBTT,TBT,http://en.wikipedia.org/wiki/Tabatinga_International_Airport,4,1159121067,Brazil,BRA,mid,civilian,0,0,0
399,7,Boa Vista Int'l,BVB,terminal,SBBV,BVB,http://en.wikipedia.org/wiki/Boa_Vista_International_Airport,4,1159121075,Brazil,BRA,mid,civilian,0,0,0
400,7,Gran Canaria,LPA,terminal,GCLP,LPA,http://en.wikipedia.org/wiki/Gran_Canaria_Airport,4,1159121091,Spain,ESP,major,civilian,0,0,0
401,7,Com. Armando Tola Int'l,ING,terminal,SAWA,ING,http://en.wikipedia.org/wiki/Comandante_Armando_Tola_International_Airport,5,1159121107,Argentina,ARG,mid,civilian,0,0,0
402,7,Stockholm-Skavsta,NYO,terminal,ESKN,NYO,http://en.wikipedia.org/wiki/Stockholm-Skavsta_Airport,4,1159121125,Sweden,SWE,mid,civilian,0,0,0
403,7,Polonia Int'l,MES,terminal,WIMM,MES,http://en.wikipedia.org/wiki/Polonia_International_Airport,4,1159121143,Indonesia,IDN,mid,civilian,0,0,0
404,7,Bangui M'Poko Int'l,BGF,terminal,FEFF,BGF,http://en.wikipedia.org/wiki/Bangui_M'Poko_International_Airport,4,1159121159,Central African Rep.,CAF,mid,civilian,0,0,0
405,7,Hangzhou Xiaoshan Int'l,HGH,terminal,ZSHC,HGH,http://en.wikipedia.org/wiki/Hangzhou_Xiaoshan_International_Airport,5,1159121183,China,CHN,major,civilian,0,0,0
406,7,Cassidy Int'l,CXI,runway,PLCH,CXI,http://en.wikipedia.org/wiki/Cassidy_International_Airport,4,1159121195,None,None,mid,civilian,0,0,0
407,7,Šiauliai Int'l,SQQ,runway,EYSA,SQQ,http://en.wikipedia.org/wiki/%C5%A0iauliai_International_Airport,4,1159121207,Lithuania,LTU,mid,civilian,0,0,0
408,7,Niue Int'l,IUE,terminal,NIUE,IUE,http://en.wikipedia.org/wiki/Niue_International_Airport,4,1159121227,Niue,NIU,mid,civilian,0,0,0
409,7,Guaraní Int'l,AGT,terminal,SGES,AGT,http://en.wikipedia.org/wiki/Guarani_International_Airport,4,1159121237,Paraguay,PRY,mid,civilian,0,0,0
410,7,Rodríguez Ballón Int'l,AQP,terminal,SPQU,AQP,http://en.wikipedia.org/wiki/Rodriguez_Ballon_International_Airport,4,1159121253,Peru,PER,mid,civilian,0,0,0
411,7,Vladivostok Int'l,VVO,terminal,UHWW,VVO,http://en.wikipedia.org/wiki/Vladivostok_International_Airport,4,1159121269,Russia,RUS,mid,military/civilian,0,0,0
412,7,Pristina,PRN,ramp,BKPR,PRN,http://en.wikipedia.org/wiki/Pristina_International_Airport_Adem_Jashari,4,1159121283,Kosovo,KOS,major,civilian,0,0,0
413,6,Deurne,ANR,terminal,EBAW,ANR,http://en.wikipedia.org/wiki/Antwerp_International_Airport,4,1159121297,Belgium,BEL,mid,civilian,0,0,0
414,6,Gen. Márquez de León Int'l,LAP,terminal,MMLP,LAP,http://en.wikipedia.org/wiki/Manuel_M%C3%A1rquez_de_Le%C3%B3n_International_Airport,4,1159121317,Mexico,MEX,mid,civilian,0,0,0
415,6,Harbin Taiping,HRB,terminal,ZYHB,HRB,http://en.wikipedia.org/wiki/Harbin_Taiping_International_Airport,4,1159121329,China,CHN,major,civilian,0,0,0
416,6,Trivandrum Int'l,TRV,terminal,VOTV,TRV,http://en.wikipedia.org/wiki/Trivandrum_International_Airport,4,1159121343,India,IND,mid,civilian,0,0,0
417,6,Adnan Menderes,ADB,terminal,LTBJ,ADB,http://en.wikipedia.org/wiki/Adnan_Menderes_Airport,4,1159121355,Turkey,TUR,major,civilian,0,0,0
418,6,Nanjing Lukou Int'l,NKG,terminal,ZSNJ,NKG,http://en.wikipedia.org/wiki/Nanjing_Lukou_International_Airport,4,1159121375,China,CHN,major,civilian,0,0,0
419,6,Freeport Int'l,FPO,terminal,MYGF,FPO,http://en.wikipedia.org/wiki/Grand_Bahama_International_Airport,4,1159121395,Bahamas,BHS,mid,civilian,0,0,0
420,6,Tripoli Int'l,TIP,terminal,HLLT,TIP,http://en.wikipedia.org/wiki/Tripoli_International_Airport,4,1159121401,Libya,LBY,major,civilian,0,0,0
421,6,Gander Int'l,YQX,terminal,CYQX,YQX,http://en.wikipedia.org/wiki/Gander_International_Airport,4,1159121427,Canada,CAN,mid,civilian,0,0,0
422,6,Doha Int'l,DOH,terminal,OTBD,DOH,http://en.wikipedia.org/wiki/Doha_International_Airport,4,1159121441,Qatar,QAT,major,military/civilian,1,16,2020942
423,6,Albuquerque Int'l,ABQ,terminal,KABQ,ABQ,http://en.wikipedia.org/wiki/Albuquerque_International_Sunport,4,1159121449,United States of America,USA,major,civilian,0,0,0
424,6,V.C. Bird Int'l,ANU,terminal,TAPA,ANU,http://en.wikipedia.org/wiki/VC_Bird_International_Airport,4,1159121465,Antigua and Barb.,ATG,mid,civilian,0,0,0
425,6,Faleolo,APW,terminal,NSFA,APW,http://en.wikipedia.org/wiki/Faleolo_International_Airport,4,1159121481,Samoa,WSM,mid,civilian,0,0,0
426,6,Asyut,ATZ,terminal,HEAT,ATZ,http://en.wikipedia.org/wiki/Assiut_Airport,4,1159121497,Egypt,EGY,mid,civilian,0,0,0
427,6,Bahrain Int'l,BAH,terminal,OBBI,BAH,http://en.wikipedia.org/wiki/Bahrain_International_Airport,4,1159121515,None,None,major,civilian,0,0,0
428,6,Bradley Int'l,BDL,terminal,KBDL,BDL,http://en.wikipedia.org/wiki/Bradley_International_Airport,4,1159121531,United States of America,USA,major,civilian,0,0,0
429,6,Grantley Adams Int'l,BGI,terminal,TBPB,BGI,http://en.wikipedia.org/wiki/Grantley_Adams_International_Airport,4,1159121545,None,None,mid,civilian,0,0,0
430,6,Yundum Int'l,BJL,terminal,GBYD,BJL,http://en.wikipedia.org/wiki/Banjul_International_Airport,4,1159121561,Gambia,GMB,mid,civilian,0,0,0
431,6,Bujumbura Int'l,BJM,terminal,HBBA,BJM,http://en.wikipedia.org/wiki/Bujumbura_International_Airport,4,1159121577,Burundi,BDI,mid,civilian,0,0,0
432,6,Chileka Int'l,BLZ,terminal,FWCL,BLZ,http://en.wikipedia.org/wiki/Chileka_International_Airport,4,1159121581,Malawi,MWI,mid,civilian,0,0,0
433,6,Broome Int'l,BME,terminal,YBRM,BME,http://en.wikipedia.org/wiki/Broome_International_Airport,4,1159121597,None,None,mid,civilian,0,0,0
434,6,Bandar Abbass Int'l,BND,terminal,OIKB,BND,http://en.wikipedia.org/wiki/Bandar_Abbas_International_Airport,4,1159121625,Iran,IRN,mid,civilian,0,0,0
435,6,Basrah Int'l,BSR,terminal,ORMM,BSR,http://en.wikipedia.org/wiki/Basra_International_Airport,4,1159121643,Iraq,IRQ,major,civilian,0,0,0
436,6,Ciudad Juarez Int'l,CJS,terminal,MMCS,CJS,http://en.wikipedia.org/wiki/Abraham_Gonz%C3%A1lez_International_Airport,4,1159121657,Mexico,MEX,mid,civilian,0,0,0
437,6,Katunayake Int'l,CMB,terminal,VCBI,CMB,http://en.wikipedia.org/wiki/Bandaranaike_International_Airport,4,1159121665,Sri Lanka,LKA,major,civilian,0,0,0
438,6,Cairns Int'l,CNS,terminal,YBCS,CNS,http://en.wikipedia.org/wiki/Cairns_International_Airport,4,1159121685,None,None,mid,civilian,0,0,0
439,6,Chiang Mai Int'l,CNX,terminal,VTCC,CNX,http://en.wikipedia.org/wiki/Chiang_Mai_International_Airport,4,1159121695,Thailand,THA,major,civilian,0,0,0
440,6,City of Colorado Springs,COS,terminal,KCOS,COS,http://en.wikipedia.org/wiki/Colorado_Springs_Airport,4,1159121711,United States of America,USA,major,civilian,0,0,0
441,6,Ign. Alberto Ongay Int'l,CPE,terminal,MMCP,CPE,http://en.wikipedia.org/wiki/Ing._Alberto_Acu%C3%B1a_Ongay_International_Airport,4,1159121725,Mexico,MEX,mid,civilian,0,0,0
442,6,Changsha Huanghua Int'l,CSX,terminal,ZGHA,CSX,http://en.wikipedia.org/wiki/Changsha_airport,4,1159121747,China,CHN,major,civilian,0,0,0
443,6,Greater Cincinnati Int'l,CVG,terminal,KCVG,CVG,http://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,4,1159121765,United States of America,USA,major,civilian,0,0,0
444,6,Da Nang,DAD,terminal,VVDN,DAD,http://en.wikipedia.org/wiki/Da_Nang_International_Airport,4,1159121783,Vietnam,VNM,major,civilian,0,0,0
445,6,Dallas Love Field,DAL,terminal,KDAL,DAL,http://en.wikipedia.org/wiki/Dallas_Love_Field,4,1159121793,United States of America,USA,major,civilian,0,0,0
446,6,Damascus Int'l,DAM,terminal,OSDI,DAM,http://en.wikipedia.org/wiki/Damascus_International_Airport,4,1159121825,Syria,SYR,major,civilian,0,0,0
447,6,Enrique Malek Int'l,DAV,terminal,MPDA,DAV,http://en.wikipedia.org/wiki/Enrique_Malek_International_Airport,4,1159121841,Panama,PAN,mid,civilian,0,0,0
448,6,Aba Tenna D. Yilma Int'l,DIR,terminal,HADR,DIR,http://en.wikipedia.org/wiki/Aba_Tenna_Dejazmach_Yilma_International_Airport,4,1159121857,Ethiopia,ETH,mid,civilian,0,0,0
449,6,Bali Int'l,DPS,terminal,WADD,DPS,http://en.wikipedia.org/wiki/Ngurah_Rai_Airport,4,1159121877,Indonesia,IDN,major,civilian,0,0,0
450,6,Des Moines Int'l,DSM,terminal,KDSM,DSM,http://en.wikipedia.org/wiki/Des_Moines_International_Airport,2,1159121895,United States of America,USA,major,civilian,0,0,0
451,6,Entebbe Int'l,EBB,terminal,HUEN,EBB,http://en.wikipedia.org/wiki/Entebbe_International_Airport,4,1159121903,Uganda,UGA,mid,civilian,0,0,0
452,6,Kisangani Bangoka Int'l,FKI,terminal,FZIC,FKI,http://en.wikipedia.org/wiki/Bangoka_International_Airport,4,1159121921,Dem. Rep. Congo,COD,mid,civilian,0,0,0
453,6,Fuzhou Changle Int'l,FOC,terminal,ZSFZ,FOC,http://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport,4,1159121937,None,None,mid,civilian,0,0,0
454,6,Lokpriya G. Bordoloi Int'l,GAU,terminal,VEGT,GAU,http://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bordoloi_International_Airport,4,1159121953,India,IND,mid,civilian,0,0,0
455,6,Gdansk Lech Walesa,GDN,terminal,EPGD,GDN,http://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport,4,1159121969,Poland,POL,major,civilian,0,0,0
456,6,Point Salines Int'l,GND,terminal,TGPY,GND,http://en.wikipedia.org/wiki/Point_Salines_International_Airport,4,1159121987,None,None,mid,civilian,0,0,0
457,6,Nizhny Novgorod Int'l,GOJ,terminal,UWGG,GOJ,http://en.wikipedia.org/wiki/Nizhny_Novgorod_International_Airport,4,1159122005,Russia,RUS,mid,civilian,0,0,0
458,6,Gen. José M. Yáñez Int'l,GYM,terminal,MMGM,GYM,http://en.wikipedia.org/wiki/General_Jos%C3%A9_Mar%C3%ADa_Y%C3%A1%C3%B1ez_International_Airport,4,1159122023,Mexico,MEX,mid,civilian,0,0,0
