scalerank,featurecla,type,name,abbrev,location,gps_code,iata_code,wikipedia,natlscale,comments,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_fr,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,wdid_score,ne_id,lon,lat
6,Airport,mid,Prince George,YXS,terminal,CYXS,YXS,http://en.wikipedia.org/wiki/Prince_George_Airport,20.00000,,Q779571,,,Flughafen Prince George,Prince George Airport,Aeropuerto de Prince George,aéroport de Prince George,,,,Bandar Udara Prince George,,プリンスジョージ,,,Port lotniczy Prince George,,,Prince George Airport,,,喬治皇子城機場,4,1159123103,-122.67401,53.88425
6,Airport,major,Victoria Int'l,YYJ,terminal,CYYJ,YYJ,http://en.wikipedia.org/wiki/Victoria_International_Airport,20.00000,,Q130193,,,Internationaler Flughafen Victoria,Victoria International Airport,Aeropuerto Internacional de Victoria,aéroport international de Victoria,,,,Bandar Udara Internasional Victoria,Aeroporto Internazionale di Victoria,ビクトリア国際空港,,Victoria International Airport,Port lotniczy Victoria,,,Victoria International Airport,,Sân bay quốc tế Victoria,维多利亚国际机场,4,1159123119,-123.43062,48.64053
6,Airport,mid,Zamboanga Int'l,ZAM,terminal,RPMZ,ZAM,http://en.wikipedia.org/wiki/Zamboanga_International_Airport,20.00000,,Q1200033,مطار زامبوانجا الدولي,,Flughafen Zamboanga,Zamboanga International Airport,Aeropuerto Internacional de Zamboanga,Aéroport international de Zamboanga,,,,Bandar Udara Internasional Zamboanga,aeroporto internazionale di Zamboanga,サンボアンガ国際空港,삼보앙가 국제공항,Zamboanga International Airport,Port lotniczy Zamboanga,,,,,Sân bay quốc tế Zamboanga,三寶顏機場,4,1159123129,122.06243,6.91976
6,Airport,mid,Lanzhou Zhongchuan,ZGC,terminal,ZLLL,ZGC,http://en.wikipedia.org/wiki/Lanzhou_Zhongchuan_Airport,20.00000,,Q3234734,مطار لانتشو تشونغ تشوان,,,Lanzhou Zhongchuan International Airport,,aéroport de Lanzhou Zhongchuan,,,,,,蘭州中川空港,,Lanzhou Zhongchuan International Airport,Port lotniczy Lanzhou-Zhongchuan,,,Lanzhou Zhongchuan Airport,,Sân bay Trung Xuyên Lan Châu,兰州中川机场,4,1159123147,103.61542,36.50788
6,Airport,mid,Albany Int'l,ALB,terminal,KALB,ALB,http://en.wikipedia.org/wiki/Albany_International_Airport,20.00000,,Q1430745,,,Albany International Airport,Albany International Airport,Aeropuerto Internacional de Albany,Albany International Airport,,,,,,オールバニ国際空港,,Albany International Airport,Port lotniczy Albany,,,,,Sân bay quốc tế Albany,奧爾巴尼國際機場,4,1159123169,-73.80935,42.74566
6,Airport,major,General Mitchell Int'l,MKE,terminal,KMKE,MKE,http://en.wikipedia.org/wiki/General_Mitchell_International_Airport,20.00000,,Q537950,,,General Mitchell International Airport,General Mitchell International Airport,Aeropuerto Internacional General Mitchell,aéroport international General Mitchell de Milwaukee,,,,,Aeroporto Internazionale Generale Mitchell,ジェネラル・ミッチェル国際空港,,General Mitchell International Airport,Port lotniczy Milwaukee,,Милуоки,,,Sân bay quốc tế General Mitchell,密爾瓦基,4,1159123177,-87.90211,42.94792
6,Airport,military mid,Wang-Chia Tun Airbase,ZHHH,runway,,,,20.00000,"""To replace the old Wangjiadun Airport, Chinese government permitted the plan to build a commercial airport in Tianhe County, Huangpi District, Wuhan at July 1st, 1985. The first term construction started in December 1989 and finished in April 1994. It f",Q601091,مطار ووهان الدولي,,Flughafen Wuhan,Wuhan Tianhe International Airport,Aeropuerto Internacional de Wuhan Tiahne,aéroport international de Wuhan Tianhe,,,Vuhan-Tienho nemzetközi repülőtér,Bandar Udara Internasional Tianhe Wuhan,,武漢天河国際空港,우한 톈허 국제공항,Internationale Luchthaven van Wuhan Tianhe,Port lotniczy Wuhan-Tianhe,Aeroporto Internacional de Wuhan Tianhe,,Wuhan Tianhe International Airport,,Sân bay quốc tế Thiên Hà Vũ Hán,武汉天河国际机场,5,1159123197,114.24695,30.60171
6,Airport,major,Sanya Phoenix Int'l,SYX,terminal,ZJSY,SYX,http://en.wikipedia.org/wiki/Sanya_Phoenix_International_Airport,20.00000,,Q684964,مطار سانيا فينيكس الدولية,,Flughafen Sanya,Sanya Phoenix International Airport,,aéroport international de Sanya Phénix,,,,,,三亜鳳凰国際空港,싼야 펑황 국제공항,Sanya Phoenix International Airport,Port lotniczy Sanya-Phoenix,Aeroporto Internacional de Sanya Phoenix,,Sanya Phoenix International Airport,,Sân bay quốc tế Phượng Hoàng Tam Á,三亚凤凰国际机场,4,1159123211,109.40824,18.30910
6,Airport,mid,Lhasa Gonggar,LXA,terminal,ZULS,LXA,http://en.wikipedia.org/wiki/Lhasa_Gonggar_Airport,20.00000,,Q786209,مطار لاسا الدولي,,Flughafen Lhasa-Gonggar,Lhasa Gonggar Airport,Aeropuerto de Lhasa Gonggar,aéroport de Lhassa Gonggar,,,Lhásza-Gonkar repülőtér,Bandar Udara Lhasa Gonggar,,ラサ・クンガ空港,라싸 공가 공항,Luchthaven Lhasa Gonggar,Port lotniczy Lhasa-Gonggar,Aeroporto de Lhasa Gonggar,Гонггар,Lhasa Gonggar Airport,,Sân bay Gonggar Lhasa,拉萨贡嘎机场,4,1159123223,90.90056,29.29369
6,Airport,mid,Hotan,HTN,terminal,ZWTN,HTN,http://en.wikipedia.org/wiki/Hotan_Airport,20.00000,,Q2983967,مطار هوتان,,,Hotan Airport,Aeropuerto de Jotán,,,,,,,ホータン空港,,Hotan Airport,Port lotniczy Hotan,,Хотан,Hotan Airport,,,和田机场,4,1159123235,79.87230,37.04004
6,Airport,major,Dresden,DRS,terminal,EDDC,DRS,http://en.wikipedia.org/wiki/Dresden_Airport,20.00000,,Q657005,,,Flughafen Dresden,Dresden Airport,Aeropuerto de Dresde,aéroport de Dresde,,,Drezdai repülőtér,,Aeroporto di Dresda,ドレスデン空港,,Luchthaven Dresden,Port lotniczy Drezno,,Дрезден,Dresdens flygplats,,Sân bay Dresden,德累斯顿机场,4,1159123251,13.76497,51.12509
6,Airport,military major,Kenitra Air Base,NNA,terminal,GMMY,NNA,http://en.wikipedia.org/wiki/Kenitra_Air_Base,20.00000,,Q2876099,قاعدة القنيطرة الجوية,,,Kenitra Air Base,,aéroport militaire de Kénitra,,,,,,ケニトラ空軍基地,,,Baza Lotnicza Al-Kunajtira,,,Kenitra Air Base,,,,4,1159123267,-6.59775,34.29867
6,Airport,mid,Annemasse,QNJ,ramp,LFLI,QNJ,http://en.wikipedia.org/wiki/Annemasse_Aerodrome,20.00000,,Q2875375,,,,Annemasse Aerodrome,,aérodrome d'Annemasse,,,,,,,,,,,,,,,,4,1159123277,6.26491,46.19573
6,Airport,mid,Nogales Int'l,NOG,terminal,MMNG,NOG,http://en.wikipedia.org/wiki/Nogales_International_Airport_(Mexico),20.00000,,Q6586771,,,,Nogales International Airport,Aeropuerto Internacional de Nogales,,,,,Bandar Udara Internasional Nogales,,ノガレス国際空港,,,,,,,,,,4,1159123287,-110.97272,31.22554
6,Airport,mid,Strasbourg,SXB,terminal,LFST,SXB,http://en.wikipedia.org/wiki/Strasbourg_Airport,20.00000,,Q1165367,مطار ستراسبورغ,,Flughafen Straßburg,Strasbourg Airport,Aeropuerto de Estrasburgo,aéroport de Strasbourg Entzheim,,,,Bandar Udara Strasbourg Entzheim,Aeroporto di Strasburgo-Entzheim,ストラスブール国際空港,,Luchthaven Straatsburg,Port lotniczy Strasburg,Aeroporto de Strasbourg Entzheim,Страсбург,,Strazburg Havalimanı,Sân bay Strasbourg,斯特拉斯堡国际机场,4,1159123303,7.62784,48.54470
6,Airport,major,Cologne/Bonn,CGN,terminal,EDDK,CGN,http://en.wikipedia.org/wiki/Cologne_Bonn_Airport,20.00000,,Q157741,مطار كولونيا بون الدولي,,Flughafen Köln/Bonn,Cologne Bonn Airport,Aeropuerto de Colonia/Bonn,aéroport Konrad-Adenauer,,,Köln/Bonn repülőtér,Bandar Udara Internasional Cologne/Bonn,Aeroporto di Colonia/Bonn,ケルン・ボン空港,쾰른 본 공항,Luchthaven Keulen-Bonn,Port lotniczy Kolonia/Bonn,Aeroporto de Colônia-Bonn,Кёльн/Бонн,Köln-Bonns flygplats,Köln Bonn Havalimanı,Sân bay Köln/Bonn,科隆/波恩機場,4,1159123317,7.12236,50.87826
6,Airport,major,Kimhae Int'l,PUS,terminal,RKPK,PUS,http://en.wikipedia.org/wiki/Gimhae_International_Airport,20.00000,,Q483223,,,Flughafen Gimhae,Gimhae International Airport,Aeropuerto Internacional de Gimhae,aéroport international de Gimhae,,,,Bandar Udara Internasional Gimhae,aeroporto Internazionale di Gimhae,金海国際空港,김해국제공항,Luchthaven Gimhae,Port lotniczy Pusan-Kimhae,Aeroporto Internacional de Gimhae,Кимхэ,Gimhae International Airport,Gimhae Uluslararası Havalimanı,Sân bay quốc tế Gimhae,金海国际机场,2,1159123337,128.94880,35.17028
6,Airport,major,Jeju Int'l,CJU,terminal,RKPC,CJU,http://en.wikipedia.org/wiki/Jeju_International_Airport,20.00000,,Q482497,,,Flughafen Jeju,Jeju International Airport,Aeropuerto Internacional de Jeju,aéroport international de Jeju,,,,Bandar Udara Internasional Jeju,Aeroporto Internazionale di Jeju,済州国際空港,제주국제공항,Internationale luchthaven Jeju,Port lotniczy Czedżu,Aeroporto Internacional de Jeju,Чеджу,Jeju International Airport,Jeju Uluslararası Havalimanı,Sân bay quốc tế Jeju,濟州國際機場,4,1159123353,126.49163,33.52472
6,Airport,major,Stavanger Sola,SVG,terminal,ENZV,SVG,"http://en.wikipedia.org/wiki/Stavanger_Airport,_Sola",20.00000,,Q1355258,,,Flughafen Stavanger,Stavanger Airport,Aeropuerto de Stavanger-Sola,aéroport de Stavanger,Αεροδρόμιο του Στάβανγκερ,,,,Aeroporto di Stavanger-Sola,スタヴァンゲル空港,,Luchthaven Stavanger Sola,Port lotniczy Stavanger,Aeroporto de Stavanger,,Stavanger flygplats,,Sân bay Stavanger,斯塔萬格,4,1159123367,5.62981,58.88216
6,Airport,major,Trondheim Vaernes,TRD,terminal,ENVA,TRD,http://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes,20.00000,,Q729886,مطار تروندهايم، فارنيس,,Flughafen Trondheim,Trondheim Airport,Aeropuerto de Trondheim-Værnes,aéroport de Trondheim Værnes,,,,,Aeroporto di Trondheim-Værnes,トロンハイム空港,,Trondheim Airport,Port lotniczy Trondheim-Værnes,,,Trondheim flygplats,,Sân bay Trondheim,特隆赫姆,4,1159123387,10.91681,63.47203
6,Airport,mid,Corumbá Int'l,CMG,terminal,SBCR,CMG,http://en.wikipedia.org/wiki/Corumba_International_Airport,20.00000,,Q1657573,,,Flughafen Corumbá,Corumbá International Airport,,,,,,,,コルンバ,,,Port lotniczy Corumbá,Aeroporto Internacional de Corumbá,,,,Sân bay quốc tế Corumbá,科倫巴國際機場,4,1159123405,-57.66361,-19.01417
6,Airport,mid,Madeira,FNC,terminal,LPMA,FNC,http://en.wikipedia.org/wiki/Madeira_Airport,20.00000,,Q639161,مطار ماديرا,,Flughafen Madeira,Cristiano Ronaldo Airport,Aeropuerto de Madeira,aéroport de Funchal,,,Cristiano Ronaldo nemzetközi repülőtér,Bandar Udara Madeira,Aeroporto di Madera,マデイラ空港,마데이라 공항,Luchthaven van Madeira,Port lotniczy Madera,Aeroporto da Madeira,Мадейра,Madeira flygplats,,Sân bay Madeira,馬德拉機場,4,1159123417,-16.77564,32.69336
6,Airport,mid,Foz do Iguaçu Int'l,IGU,terminal,SBFI,IGU,http://en.wikipedia.org/wiki/Foz_do_Igua%C3%A7u_International_Airport,20.00000,,Q1431328,,,Flughafen Cataratas,Foz do Iguaçu International Airport,Aeropuerto Internacional de Foz do Iguaçu,,,,,Bandar Udara Internasional Foz do Iguaçu,,フォス・ド・イグアス国際空港,포스두이구아수 국제공항,Luchthaven Cataratas International,Port lotniczy Foz do Iguaçu,Aeroporto Internacional de Foz do Iguaçu,Фос-ду-Игуасу,Foz do Iguaçu / Cataratas International Airport,,Sân bay quốc tế Foz do Iguaçu,伊瓜蘇,4,1159123433,-54.48859,-25.59768
