Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,Italy,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,         333233.46,,,         232098.92,         195722.93,         160794.75,,,         151944.64,         151127.52,         144521.69,         148815.90,         137659.98,         111652.89,          70375.99,          74362.85,          59422.81,          58725.25,          45124.33,          33082.12
,Netherlands,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,         315673.84,         395618.55,         402494.00,         401606.94,         396544.83,         337180.56,,,,,,,,,,,,,,,,,,,          42542.65,          42561.62,          35937.11,          31064.29
,Netherlands,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,         341886.57,         419773.34,         427990.94,         401384.46,         417743.46,         348305.85,         307728.68,         394790.99,         353387.19,         300325.41,         262727.71,         239041.57,         194096.90,,         152121.79,         163462.18,,,,,,,,,          49069.64,          47371.33,          37457.04,          30768.10
,Russian Federation,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,         371637.68,         380023.41,         379231.98,,,,,,,,,,,,,,,,,,,,,,,
,United Kingdom,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,         392367.49,         441962.75,         431797.33,         432698.19,         416000.57,         365407.70,         331101.83,         454163.13,         419166.41,         361581.56,         329162.63,         316266.33,         266756.11,         235221.95,         219295.38,         213064.67,         197066.94,         175648.92,         173358.75,         165070.92,         155679.88,         129238.35,          81236.98,          79262.08,          48298.25,          54051.22,          49651.02,          39208.24
,United Kingdom,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,         167557.29,         167394.80,         175736.16,         163161.14,         149157.98,         145114.10,         142288.42,         131276.32,         106017.70,          65703.18,          74667.12,,,,          24181.73
,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,         462011.77,         467855.32,         441882.07,         436365.21,         425541.93,         371163.21,         326484.90,         422405.34,         400425.28,         380896.42,         347589.43,         325185.24,         285578.88,         258058.80,         239819.05,         240764.44,         209885.20,         188865.70,         169707.36,         154947.62,         139131.50,         124959.17,          77779.03,,,          43188.97,          38512.14,          32802.87
,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,         361098.98,         373490.68,,,,         313602.74,         294472.78,         363060.77,,         284839.01,         247311.55,         236599.58,         208725.85,         197040.01,         209150.86,         219991.97,         191534.60,         185519.40,         176661.24,         158391.08,         146420.62,         124400.27,          84001.93,          64985.29,          44740.26,          42971.36,          37708.20,
,World,All Products,Tariff,Duty Free Imports (US$ Thousand),      636548424.09,      502500893.16,      669450589.43,      623097763.49,      676361547.12,      582200925.74,      443737926.93,      603587540.57,      462791921.34,      357964345.39,      309251525.78,      265678076.81,      282768981.15,      246628370.49,      201088110.80,      192797352.98,      170263335.40,      153280302.51,      138850608.35,      141767191.12,       49164767.31,        7638948.82,       79388559.07,        4325113.98,        7524948.20,       59673660.96,       11881057.36,       61369523.48
,World,Animal,Export,Export(US$ Mil),         150233.25,         181348.89,         177826.66,         161665.44,         166388.71,         139776.79,         127887.70,         141886.37,         123601.14,         104901.40,          97382.60,          89488.34,          75786.68,          62670.10,          60725.12,          59325.43,          62211.88,          58582.27,          59598.79,          62658.86,          62254.33,          54141.18,          37654.92,          35798.31,          17725.46,          16368.07,          14746.98,           8547.74
,World,Capital goods,Export,Export(US$ Mil),        1757404.24,        1967018.15,        1923384.01,        1839344.59,        1925608.99,        1639136.68,        1447649.43,        1942142.67,        1781705.92,        1577581.84,        1377948.03,        1274717.17,        1059947.34,         914418.25,         877552.40,         872654.75,         833470.74,         796816.66,         740887.71,         717141.01,         669429.53,         535617.13,         323943.78,         280957.27,         203984.01,         203329.14,         170320.97,         140026.83
,World,Chemicals,Export,Export(US$ Mil),         828134.97,         913795.35,         901926.42,         864842.87,         882763.85,         776709.31,         712301.85,         803218.90,         709258.82,         611520.74,         549879.79,         500880.12,         421858.18,         351402.07,         299655.71,         275434.35,         271867.73,         240353.72,         228453.36,         221294.03,         206454.34,         170856.80,         107914.20,          90397.85,          60312.47,          59821.45,          52402.70,          44864.04
,World,Consumer goods,Export,Export(US$ Mil),        2388798.98,        2790764.60,        2758837.97,        2590453.22,        2633459.91,        2197283.12,        1973914.07,        2494160.58,        2182354.42,        1878649.20,        1651167.19,        1484873.72,        1252752.40,        1041953.78,         938731.17,         900566.35,         845490.00,         786634.28,         763975.38,         746159.79,         683918.36,         576543.00,         338463.66,         310984.21,         206483.47,         209357.24,         172793.03,         127409.68
,World,Food Products,Export,Export(US$ Mil),         268053.56,         303216.12,         295809.32,         272527.20,         269987.69,         229376.72,         219728.69,         239539.70,         209273.62,         177065.49,         160296.99,         148625.23,         129694.42,         108706.47,          97198.58,          92846.78,          98996.40,          93394.74,          94568.18,          98491.88,          92125.84,          78665.88,          46548.45,          38761.29,          18878.91,          18331.18,          15295.48,           9307.00
,World,Footwear,Export,Export(US$ Mil),          48302.57,          53965.97,          49900.82,          44258.96,          46702.57,          38439.63,          35737.15,          40518.40,          37328.00,          32994.34,          30091.66,          29111.81,          26126.35,          23099.91,          22003.94,          20639.38,          21518.01,          20739.18,          21072.31,          21958.37,          20364.95,          18181.31,           7164.45,           6452.84,           4900.03,           4945.72,           4064.76,           2272.25
,World,Fuels,Export,Export(US$ Mil),         599037.00,         944150.36,        1038688.29,        1017142.72,         977186.95,         715604.18,         550374.05,         914563.46,         622351.46,         562765.99,         452291.54,         325379.08,         242575.29,         193789.81,         183298.27,         195513.86,         120001.63,          99413.67,         132441.73,         132905.94,          75607.91,          67422.59,          53539.70,          26097.81,          11054.50,          11894.81,          10656.00,           4940.93
,World,Hides and Skins,Export,Export(US$ Mil),          41641.57,          46891.88,          46910.87,          41769.35,          41311.03,          32566.53,          27265.00,          34538.32,          32940.72,          29363.63,          25705.15,          24734.76,          21990.64,          19658.27,          18894.24,          17454.65,          15736.34,          16288.35,          17640.77,          18514.83,          16558.82,          14595.74,           6349.24,           6128.09,           4177.24,           4704.75,           4608.75,           2812.43
,World,Intermediate goods,Export,Export(US$ Mil),        1455991.45,        1666098.01,        1760391.31,        1641908.04,        1617552.59,        1334216.73,        1132379.58,        1556204.60,        1393344.24,        1168014.27,        1006491.81,         920517.43,         743549.21,         624251.39,         579313.71,         578877.75,         550493.14,         524028.13,         515796.86,         519075.05,         494035.38,         400138.47,         242928.63,         223375.89,         153945.42,         159936.17,         144142.73,         117445.57
,World,Mach and Elec,Export,Export(US$ Mil),        1272014.45,        1449200.63,        1415588.11,        1367307.93,        1465251.20,        1264720.34,        1129868.65,        1502957.97,        1392368.65,        1247132.25,        1084472.35,         989387.54,         820991.05,         714890.83,         701042.85,         705055.85,         673356.92,         642506.93,         604134.76,         582382.89,         540342.03,         428830.96,         261418.70,         222729.50,         162765.73,         162553.19,         134141.97,         113137.41
,World,Metals,Export,Export(US$ Mil),         479863.07,         581881.56,         581031.42,         595313.84,         653417.32,         532226.40,         429302.78,         694543.97,         625082.09,         506247.17,         405911.41,         360952.67,         262755.24,         215592.92,         204034.54,         205830.82,         195560.50,         194500.24,         196663.92,         192552.87,         180596.91,         140616.85,          81022.50,          73549.15,          52524.48,          55568.83,          51300.88,          38156.99
,World,Minerals,Export,Export(US$ Mil),          33437.59,          43830.86,          45338.12,          45451.95,          47010.73,          34578.66,          26088.80,          37859.09,          30698.52,          25861.97,          21680.15,          17823.71,          13448.02,          11271.00,          10512.34,          10830.56,          11067.24,          10765.45,          11368.43,          11374.43,           9741.58,           8137.60,           5542.40,           4930.06,           2850.84,           3359.53,           3224.27,           1519.02
,World,Miscellaneous,Export,Export(US$ Mil),         571700.04,         625495.68,         617231.85,         635517.57,         672683.00,         650173.49,         609096.59,         726057.88,         614725.06,         491636.25,         433415.44,         435480.85,         361563.56,         291377.55,         290819.59,         292701.97,         211825.54,         188040.89,         192155.02,         200076.69,         182922.90,         146166.55,         106087.47,          86489.24,          61151.30,          60411.03,          49089.37,          41215.66
,World,Plastic or Rubber,Export,Export(US$ Mil),         294552.61,         342239.31,         338005.93,         317929.84,         336875.71,         277921.46,         237004.48,         310106.61,         289078.72,         243828.64,         214214.49,         191797.56,         156645.77,         128354.94,         118294.10,         117671.06,         116563.12,         104112.04,         101269.25,         101093.09,         100264.32,          79869.68,          46324.30,          45292.34,          29674.66,          29881.42,          25570.14,          21610.57
,World,Raw materials,Export,Export(US$ Mil),         522354.43,         731946.15,         772502.04,         767000.69,         770943.97,         604727.31,         482135.00,         699075.84,         535302.89,         458342.53,         396487.13,         328296.99,         257944.85,         215462.01,         197433.62,         203049.51,         169563.99,         142794.48,         161865.80,         169240.83,         140659.95,         122236.66,          82125.85,          58845.33,          32331.52,          31715.19,          29144.96,          13834.04
,World,Stone and Glass,Export,Export(US$ Mil),         291796.92,         316201.21,         427361.76,         326519.17,         223434.75,         172316.77,         139316.03,         179514.41,         165671.24,         141382.48,         123973.47,         119053.58,          99864.92,          92423.58,          81650.92,          85625.50,          79491.21,          65775.49,          62428.06,          63152.50,          61280.13,          54313.09,          28148.34,          22340.89,          18238.93,          18548.72,          15877.07,          12880.70
,World,Textiles and Clothing,Export,Export(US$ Mil),         208075.81,         237133.33,         225474.11,         208825.47,         224184.31,         192417.56,         182924.97,         222909.35,         214428.23,         190804.73,         181042.02,         179327.94,         160076.97,         137009.17,         128817.55,         127053.50,         133179.41,         130702.59,         133496.08,         126246.27,         121820.44,         103666.20,          55750.28,          55445.14,          39272.64,          41280.87,          34341.85,          25095.12
,World,Transportation,Export,Export(US$ Mil),         849232.84,         897921.91,         848054.83,         797156.87,         824741.54,         693770.94,         597949.94,         826045.27,         775951.14,         653983.47,         589609.08,         564434.50,         477427.47,         399729.21,         355891.47,         338971.55,         342205.69,         315312.26,         281241.31,         275693.66,         255224.32,         208389.00,         123646.34,         120715.01,          90059.87,          90130.81,          76325.16,          58809.24
,World,Vegetable,Export,Export(US$ Mil),         183880.62,         205734.28,         208495.62,         195453.54,         189315.17,         151687.60,         144387.22,         169299.18,         132830.85,         105402.06,          95812.26,          87423.63,          78922.43,          64601.11,          56833.77,          54864.77,          62228.29,          59194.21,          59251.98,          62849.69,          59611.74,          49870.88,          29222.84,          30759.74,          15283.11,          14916.57,          13259.81,           4768.90
,World,Wood,Export,Export(US$ Mil),         185540.49,         216128.71,         212464.85,         202787.52,         219527.26,         196092.61,         179077.83,         222607.36,         214677.43,         184202.11,         168441.55,         161430.36,         140716.52,         119265.10,         110270.01,         111959.43,         107091.12,         103360.04,         100327.26,         102145.19,         105055.07,          80452.40,          49275.76,          49130.73,          30837.59,          32410.99,          28158.83,          23562.45
,World,All Products,Export,Exports (in US$ Mil),        6305497.35,        7359136.05,        7430108.97,        7094470.25,        7240781.76,        6098379.00,        5348311.74,        7066166.22,        6190265.69,        5309092.71,        4634219.96,        4225331.67,        3490443.48,        2933842.04,        2739942.99,        2711779.46,        2522901.05,        2348112.27,        2300778.53,        2273394.79,        2090225.62,        1697362.57,        1045609.89,         915017.98,         619707.76,         625127.91,         533064.02,         413500.46
,World,Capital goods,Import,Import(US$ Mil),        1663361.10,        1837725.92,        1784965.86,        1726331.01,        1844726.77,        1591177.51,        1346113.18,        1874317.20,        1721983.77,        1497035.90,        1306793.78,        1207521.55,         989358.40,         836443.59,         829793.61,         859561.14,         806244.79,         740939.48,         663485.53,         634736.93,         580862.16,         465637.60,         295415.20,         256342.23,         180878.53,         171519.36,         136858.79,          88293.52
,World,Consumer goods,Import,Import(US$ Mil),        2189391.71,        2537616.08,        2529604.69,        2420438.15,        2562828.67,        2161830.05,        1971405.99,        2451766.83,        2150958.79,        1830942.34,        1599176.27,        1437604.04,        1203599.36,         991963.39,         891124.59,         853270.38,         807380.39,         750776.32,         708097.91,         703404.03,         643227.06,         549840.90,         355047.19,         327055.95,         229171.83,         205855.05,         153988.68,         118919.05
,World,Intermediate goods,Import,Import(US$ Mil),        1369322.92,        1576895.32,        1619589.39,        1553979.64,        1577815.68,        1285377.16,        1074797.84,        1529035.55,        1398212.82,        1146143.06,         964396.86,         880625.64,         715158.30,         600426.46,         570677.29,         562821.94,         536358.69,         522215.75,         500003.52,         500096.11,         505734.99,         400695.01,         226302.62,         211536.09,         148045.77,         155899.09,         132918.51,          92913.70
,World,Raw materials,Import,Import(US$ Mil),         637529.53,         893820.78,         957647.70,         981016.20,         996942.47,         769599.96,         620750.77,         945380.05,         748942.06,         656577.65,         555474.70,         451665.11,         355548.30,         295492.62,         281644.85,         301045.53,         248681.80,         227663.17,         252924.96,         263784.34,         236577.77,         207348.87,         130304.33,         122557.83,          85454.92,          89433.89,          75528.25,          47209.97
,World,All Products,Import,Imports (in US$ Mil),        6002281.26,        7011499.96,        7055802.70,        6917860.97,        7226104.87,        6100286.82,        5350264.19,        7176980.13,        6303370.41,        5337298.29,        4583587.00,        4164779.50,        3408236.30,        2826288.76,        2688894.47,        2726996.69,        2504927.29,        2321187.47,        2233567.21,        2203266.17,        2038469.57,        1671534.72,        1046478.81,         942742.73,         660324.90,         639257.06,         513520.35,         359395.57
,...,...,Development,"GNI per capita, Atlas method (current US$)",  24438.87,  25824.32,  25828.86,  25162.31,  24891.24,  24460.50,  24244.66,  24532.68,  22569.21,  20819.68,  19217.82,  16569.82,  13607.00,  12006.80,  12076.61,  12491.30,  12400.04,  12518.67,  12906.43,  12683.60,  11968.43,  11466.84,  11270.89,  11449.37,  10380.22,   9765.56,   9096.06,   8517.59
,...,...,Trade Indicator,HH Market concentration index,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,Trade Indicator,Index of export market penetration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,Development,Trade (% of GDP),     80.52,     80.01,     80.02,     80.33,     79.21,     74.43,     67.72,     76.44,     74.72,     73.85,     70.13,     67.67,     65.26,     66.19,     68.43,     69.36,     62.75,     61.10,     60.41,     57.26,     56.92,     54.08,     52.93,     56.56,     50.25,     51.39,     52.71,     50.93
,...,...,Development,Trade Balance (% of GDP),      3.56,      2.95,      2.70,      2.27,      1.59,      1.57,      1.66,      1.27,      1.50,      1.67,      1.94,      2.10,      1.89,      2.24,      1.93,      1.88,      1.85,      1.33,      1.39,      1.31,      1.29,      1.37,      1.27,      0.96,     -0.13,     -0.46,     -0.77,     -0.54
,...,...,Development,Trade in services (% of GDP),     21.69,     20.39,     19.45,     18.70,     17.96,     17.78,     17.56,     17.69,     17.25,     16.86,     16.41,     15.18,     14.69,     15.13,     14.93,     14.63,     13.32,     12.10,     11.62,     10.91,     10.68,     10.51,     10.75,     10.38,      9.82,      9.95,      9.81,      9.54
,Belgium-Luxembourg,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,      6.67,,,,
,China,All Products,Import,Partner share(%)-Top 5 Import Partner,      8.79,      8.15,      7.68,      7.70,      7.82,      8.26,      7.33,      6.69,      6.46,      5.75,      5.35,,,,,,,,,,,,,,,,,
,France,All Products,Export,Partner share(%)-Top 5 Export Partner,      6.90,      7.02,      7.08,      7.20,      7.64,      7.79,      8.35,      7.88,      7.98,      8.32,      8.50,      8.65,      8.82,      8.68,      8.90,      9.08,      9.17,      8.27,      7.98,      8.32,      8.78,      8.89,     10.21,     11.24,     12.51,     12.45,     12.19,     11.78
,France,All Products,Import,Partner share(%)-Top 5 Import Partner,      5.60,      5.60,      5.54,      5.47,      5.62,      5.88,      6.31,      6.14,      6.46,      6.70,      6.94,      7.47,      7.81,      7.81,      7.82,      7.78,      8.41,      8.09,      7.93,      7.97,      8.31,      8.38,      9.53,     10.30,     11.62,     10.97,     10.72,     11.18
,Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,     12.07,     12.10,     11.70,     11.76,     11.94,     12.08,     12.32,     12.06,     12.08,     12.40,     12.39,     12.72,     12.93,     12.79,     13.32,     13.27,     13.48,     13.37,     13.10,     13.50,     14.41,     14.10,     11.45,     11.07,      6.84,,,
,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,     13.43,     13.19,     12.95,     12.78,     13.34,     13.57,     13.89,     14.01,     14.64,     14.29,     14.64,     15.10,     15.10,     14.79,     14.23,     13.76,     14.60,     14.52,     14.11,     14.49,     15.32,     14.82,     11.98,     11.93,      8.46,      9.69,      9.79,      7.80
,Italy,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,      5.76,      6.04,      5.87,      6.02,      6.02,      6.14,      6.23,      6.08,      6.01,      6.01,      5.94,      5.91,      5.81,      5.69,      6.02,      5.98,      6.14,      7.97,      8.65,      8.79,      8.73,      8.59
,Italy,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,      5.29,,,      5.57,      5.74,      5.69,,,      6.07,      6.51,      6.47,      6.75,      6.75,      6.68,      6.72,      7.89,      9.00,      9.19,      8.79,      9.20
,Netherlands,All Products,Export,Partner share(%)-Top 5 Export Partner,      5.01,      5.38,      5.42,      5.66,      5.48,      5.53,,,,,,,,,,,,,,,,,,,      6.87,      6.81,      6.74,      7.51
,Netherlands,All Products,Import,Partner share(%)-Top 5 Import Partner,      5.70,      5.99,      6.07,      5.80,      5.78,      5.71,      5.75,      5.50,      5.61,      5.63,      5.73,      5.74,      5.69,,      5.66,      5.99,,,,,,,,,      7.43,      7.41,      7.29,      8.56
,Russian Federation,All Products,Import,Partner share(%)-Top 5 Import Partner,,,      5.27,      5.49,      5.25,,,,,,,,,,,,,,,,,,,,,,,
,United Kingdom,All Products,Export,Partner share(%)-Top 5 Export Partner,      6.22,      6.01,      5.81,      6.10,      5.75,      5.99,      6.19,      6.43,      6.77,      6.81,      7.10,      7.49,      7.64,      8.02,      8.00,      7.86,      7.81,      7.48,      7.53,      7.26,      7.45,      7.61,      7.77,      8.66,      7.79,      8.65,      9.31,      9.48
,United Kingdom,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,      5.93,      6.23,      6.44,      6.51,      6.43,      6.50,      6.46,      6.44,      6.34,      6.28,      7.92,,,,      6.73
,United States,All Products,Export,Partner share(%)-Top 5 Export Partner,      7.33,      6.36,      5.95,      6.15,      5.88,      6.09,      6.10,      5.98,      6.47,      7.17,      7.50,      7.70,      8.18,      8.80,      8.75,      8.88,      8.32,      8.04,      7.38,      6.82,      6.66,      7.36,      7.44,,,      6.91,      7.22,      7.93
,United States,All Products,Import,Partner share(%)-Top 5 Import Partner,      6.02,      5.33,,,,      5.14,      5.50,      5.06,,      5.34,      5.40,      5.68,      6.12,      6.97,      7.78,      8.07,      7.65,      7.99,      7.91,      7.19,      7.18,      7.44,      8.03,      6.89,      6.78,      6.72,      7.34,
,World,All Products,Trade Indicator,Country Growth (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,All Products,Tariff,Duty Free Tariff Lines Share (%),     58.88,     52.96,     53.95,     54.31,     56.98,     56.28,     54.05,     49.49,     47.26,     57.07,     44.43,     52.20,     54.81,     34.91,     35.32,     48.01,     43.36,     46.43,     29.27,     32.21,     29.24,     12.04,     30.94,     10.86,      7.93,     25.94,     20.57,     60.11
,World,Animal,Export,Export Product share(%),      2.38,      2.46,      2.39,      2.28,      2.30,      2.29,      2.39,      2.01,      2.00,      1.98,      2.10,      2.12,      2.17,      2.14,      2.22,      2.19,      2.47,      2.49,      2.59,      2.76,      2.98,      3.19,      3.60,      3.91,      2.86,      2.62,      2.77,      2.07
,World,Capital goods,Export,Export Product share(%),     27.87,     26.73,     25.89,     25.93,     26.59,     26.88,     27.07,     27.49,     28.78,     29.71,     29.73,     30.17,     30.37,     31.17,     32.03,     32.18,     33.04,     33.93,     32.20,     31.54,     32.03,     31.56,     30.98,     30.71,     32.92,     32.53,     31.95,     33.86
,World,Chemicals,Export,Export Product share(%),     13.13,     12.42,     12.14,     12.19,     12.19,     12.74,     13.32,     11.37,     11.46,     11.52,     11.87,     11.85,     12.09,     11.98,     10.94,     10.16,     10.78,     10.24,      9.93,      9.73,      9.88,     10.07,     10.32,      9.88,      9.73,      9.57,      9.83,     10.85
,World,Consumer goods,Export,Export Product share(%),     37.88,     37.92,     37.13,     36.51,     36.37,     36.03,     36.91,     35.30,     35.25,     35.39,     35.63,     35.14,     35.89,     35.52,     34.26,     33.21,     33.51,     33.50,     33.21,     32.82,     32.72,     33.97,     32.37,     33.99,     33.32,     33.49,     32.42,     30.81
,World,Food Products,Export,Export Product share(%),      4.25,      4.12,      3.98,      3.84,      3.73,      3.76,      4.11,      3.39,      3.38,      3.34,      3.46,      3.52,      3.72,      3.71,      3.55,      3.42,      3.92,      3.98,      4.11,      4.33,      4.41,      4.63,      4.45,      4.24,      3.05,      2.93,      2.87,      2.25
,World,Footwear,Export,Export Product share(%),      0.77,      0.73,      0.67,      0.62,      0.65,      0.63,      0.67,      0.57,      0.60,      0.62,      0.65,      0.69,      0.75,      0.79,      0.80,      0.76,      0.85,      0.88,      0.92,      0.97,      0.97,      1.07,      0.69,      0.71,      0.79,      0.79,      0.76,      0.55
,World,Fuels,Export,Export Product share(%),      9.50,     12.83,     13.98,     14.34,     13.50,     11.73,     10.29,     12.94,     10.05,     10.60,      9.76,      7.70,      6.95,      6.61,      6.69,      7.21,      4.76,      4.23,      5.76,      5.85,      3.62,      3.97,      5.12,      2.85,      1.78,      1.90,      2.00,      1.19
,World,Hides and Skins,Export,Export Product share(%),      0.66,      0.64,      0.63,      0.59,      0.57,      0.53,      0.51,      0.49,      0.53,      0.55,      0.55,      0.59,      0.63,      0.67,      0.69,      0.64,      0.62,      0.69,      0.77,      0.81,      0.79,      0.86,      0.61,      0.67,      0.67,      0.75,      0.86,      0.68
,World,Intermediate goods,Export,Export Product share(%),     23.09,     22.64,     23.69,     23.14,     22.34,     21.88,     21.17,     22.02,     22.51,     22.00,     21.72,     21.79,     21.30,     21.28,     21.14,     21.35,     21.82,     22.32,     22.42,     22.83,     23.64,     23.57,     23.23,     24.41,     24.84,     25.58,     27.04,     28.40
,World,Mach and Elec,Export,Export Product share(%),     20.17,     19.69,     19.05,     19.27,     20.24,     20.74,     21.13,     21.27,     22.49,     23.49,     23.40,     23.42,     23.52,     24.37,     25.59,     26.00,     26.69,     27.36,     26.26,     25.62,     25.85,     25.26,     25.00,     24.34,     26.26,     26.00,     25.16,     27.36
,World,Metals,Export,Export Product share(%),      7.61,      7.91,      7.82,      8.39,      9.02,      8.73,      8.03,      9.83,     10.10,      9.54,      8.76,      8.54,      7.53,      7.35,      7.45,      7.59,      7.75,      8.28,      8.55,      8.47,      8.64,      8.28,      7.75,      8.04,      8.48,      8.89,      9.62,      9.23
