Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
El Salvador,...,...,Development,GDP (current US$ Mil),          26052.34,          25054.23,          24350.93,          23813.60,          23139.04,          21418.33,          20661.03,          21430.95,          20104.90,          18550.70,          17093.80,          15798.30,          15046.70,          14306.70,          13812.70,          13134.10,          12464.70,          12008.40,          11134.70,          10315.50,           9500.50,           8085.60,           6938.00,           5954.70,           5311.00,           4800.90,           4372.22,           4189.88
El Salvador,...,...,Export,No. Of Export partners,            126.00,            124.00,            116.00,            115.00,            115.00,            118.00,            117.00,            111.00,            109.00,            110.00,            106.00,             88.00,             84.00,             90.00,             74.00,             88.00,             74.00,             71.00,             73.00,             63.00,             73.00,             62.00,,,,,,
El Salvador,...,...,Export,No. Of Export products,           2619.00,           2592.00,           2613.00,           2591.00,           2473.00,           2492.00,           2509.00,           2540.00,           2534.00,           2542.00,           2514.00,           2402.00,           2323.00,           2254.00,           2152.00,           2154.00,           2000.00,           1996.00,           1920.00,           1764.00,           1738.00,           1614.00,,,,,,
El Salvador,...,...,Import,No. Of Import partners,            145.00,            154.00,            147.00,            131.00,            131.00,            130.00,            137.00,            135.00,            129.00,            135.00,            121.00,            104.00,            111.00,            106.00,            109.00,            121.00,            113.00,            109.00,             98.00,             96.00,             82.00,             79.00,,,,,,
El Salvador,...,...,Import,No. Of Import products,           3980.00,           4012.00,           3986.00,           4001.00,           3918.00,           3914.00,           3924.00,           4053.00,           4049.00,           4005.00,           3996.00,           3948.00,           3987.00,           3986.00,           3845.00,           3856.00,           4068.00,           4057.00,           4059.00,           4028.00,           4187.00,           3983.00,,,,,,
El Salvador,...,...,Tariff,No. Of Tariff Agreement,             15.00,             15.00,             14.00,             13.00,              7.00,              7.00,             12.00,             12.00,              2.00,              7.00,              1.00,              8.00,              5.00,              4.00,              1.00,              1.00,              1.00,              1.00,              1.00,              1.00,              1.00,,,,,,,
El Salvador,...,...,Development,Trade Balance (current US$ Mil),          -4197.58,          -4411.72,          -4676.79,          -4394.67,          -4323.11,          -3623.90,          -3197.97,          -4889.86,          -4505.90,          -3800.10,          -3166.10,          -2739.10,          -2393.40,          -2104.60,          -2182.80,          -1974.50,          -1538.80,          -1476.20,          -1298.10,          -1326.10,          -1531.50,          -1232.30,          -1023.50,           -973.30,           -706.70,           -608.30,           -457.02,           -271.27
El Salvador,Brazil,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,            294.87,            277.02,,,,,,,,,,,,,,,,,
El Salvador,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,            845.07,            763.12,            702.96,            603.52,            552.20,            477.62,            335.55,            501.53,            416.46,            341.35,,,,,,,,,,,,,,,,,,
El Salvador,Costa Rica,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,            248.11,            242.40,            229.24,            230.48,            213.64,            161.37,            137.13,            169.49,            143.72,            124.73,            113.21,,            102.03,,,,             91.90,            110.31,            111.40,             93.26,             77.46,             75.24,,,,,,
El Salvador,Costa Rica,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,            163.46,,            116.22,            115.10,            116.30,,,,,,,,,
El Salvador,Ecuador,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,            168.26,,,            152.29,,,,,,,,,,,,
El Salvador,Germany,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,,,,,,,,,,,,,,,,,            104.65,            139.89,            237.52,            158.95,            143.17,            120.48,,,,,,
El Salvador,Germany,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,             93.53,,             91.81,,,,,,,
El Salvador,Guatemala,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,            743.01,            708.15,            721.81,            714.71,            736.34,            628.85,            541.54,            630.29,            551.48,            480.57,            426.47,            386.80,            361.25,            343.97,            323.38,            318.79,            272.24,            282.49,            264.06,            210.62,            204.14,            181.82,,,,,,
El Salvador,Guatemala,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,            996.91,           1002.75,            935.41,            997.60,            989.61,            806.92,            752.65,            830.37,            746.23,            648.23,            591.90,            505.98,            463.60,            418.70,            435.21,            478.08,            368.84,            346.76,            323.61,            279.70,            284.42,            241.81,,,,,,
El Salvador,Honduras,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,            760.57,            747.72,            793.30,            760.99,            698.13,            579.38,            519.52,            600.20,            455.08,            414.78,            484.88,            205.52,            184.89,            176.61,            184.46,            225.11,            171.59,            148.71,            136.01,             97.43,,             58.16,,,,,,
El Salvador,Honduras,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,            589.33,            560.72,            560.50,            463.69,            467.34,            373.56,            351.81,            377.51,            305.47,,,,,,,,,,,,,,,,,,,
El Salvador,Japan,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,            126.66,            145.12,,            114.12,            133.60,            142.89,,,,,,
El Salvador,Mexico,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,            765.47,            734.24,            746.02,            694.61,            740.43,            735.14,            546.29,            895.07,            860.01,            573.53,            557.34,            374.15,            315.63,            294.58,            313.77,            257.43,            264.28,            238.31,            235.28,            172.22,            150.35,            105.27,,,,,,
El Salvador,Netherlands,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,             73.38,,,,,,,
El Salvador,Nicaragua,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,            363.03,            336.00,            323.76,            320.18,            294.82,            244.02,            213.03,            255.74,            223.78,            201.18,            161.29,            128.63,,            113.22,            120.26,            107.46,,,,,,,,,,,,
El Salvador,Panama,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,            156.17,,,,,,            175.82,,,,,,,,
El Salvador,United States,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,           2580.58,           2451.53,           2517.51,           2489.72,           2446.46,           2176.02,           1802.68,           2243.99,           2029.80,           1976.64,           1818.39,            248.37,            243.83,            252.06,            227.79,            314.93,            247.84,            270.04,            260.07,            197.43,            172.58,            182.92,,,,,,
El Salvador,United States,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,           4102.77,           4310.67,           4190.62,           3889.98,           3804.51,           3115.23,           2645.34,           3383.67,           3165.14,           2762.12,           2487.02,           1513.44,           1493.84,           1308.32,           1324.56,           1323.28,           1173.00,           1197.53,           1224.53,           1067.52,           1161.47,            935.73,,,,,,
El Salvador,Unspecified,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,,,,,,,,,,,,           1923.20,           1873.02,           1757.57,           1650.84,           1609.40,,,,,,,,,,,,
El Salvador,Unspecified,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,           1459.43,           1379.83,           1283.77,           1167.02,           1157.65,,,,,,,,,,,,
El Salvador,Venezuela,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,            222.62,            244.58,,,,,,,,,,            138.05,,,,,,
El Salvador,World,All Products,Tariff,Duty Free Imports (US$ Thousand),        8146887.02,        6839262.13,        6725842.15,        6790962.99,        5034524.57,        4314437.18,        4766749.84,        6382114.21,        4372200.71,        4413347.14,        1587796.17,        2379805.98,        1324981.31,        1863698.21,        1077617.15,        1068492.70,        1068079.72,        1170172.76,        1003310.10,              0.00,              0.00,,,,,,,
El Salvador,World,Animal,Export,Export(US$ Mil),             56.29,             53.40,             52.38,             43.21,             38.55,             36.26,             32.44,             40.61,             43.13,             41.39,             44.00,             34.46,             46.88,             33.30,             38.74,             45.55,             47.00,             58.11,             53.99,             58.44,             43.51,             41.18,,,,,,
El Salvador,World,Capital goods,Export,Export(US$ Mil),            245.12,            254.06,            258.92,            267.10,            270.96,            267.24,            199.31,            230.80,            220.14,            214.59,            209.07,             82.60,             55.43,             60.06,             57.64,             43.70,             37.41,             36.78,             33.04,             25.47,             20.26,             17.72,,,,,,
El Salvador,World,Chemicals,Export,Export(US$ Mil),            282.35,            262.18,            253.58,            246.04,            239.97,            221.82,            211.28,            241.11,            205.27,            199.65,            174.66,            157.85,            147.37,            154.61,            141.15,            140.60,            151.25,            159.91,            146.12,            121.27,             97.65,             83.13,,,,,,
