Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,World,Wood,Export,Export(US$ Mil),           3310.20,           4079.23,           4552.77,           3960.70,           5726.91,           5514.34,           5282.15,           5966.53,           5723.35,           4188.57,           4364.94,           3608.66,           2991.00,           2316.76,           2736.96,           2963.44,           2099.93,           1957.54,           2433.14,           2607.59,           2301.83,           1332.10,            910.23,            818.57,              5.74,              6.31,,
,World,All Products,Export,Exports (in US$ Mil),         171350.64,         342736.79,         361258.70,         410400.14,         411396.58,         309441.55,         224128.47,         246377.32,         232440.89,         177424.85,          99616.14,          86709.51,          90128.99,          71745.25,          73214.07,          82250.98,          57010.78,          45549.76,          54381.53,          54051.74,          43591.06,          32021.69,          29846.83,          22745.19,            778.36,            703.98,,
,World,Capital goods,Import,Import(US$ Mil),          61764.05,          86291.49,         101102.13,          90457.13,          92863.50,          83759.26,          72146.74,          75189.00,          70613.32,          51248.93,          36495.18,          30058.83,          28257.82,          21305.14,          19766.89,          18397.95,          16880.01,          19115.96,          18908.01,          16469.21,          15926.09,          10825.62,           8189.03,           7598.29,            332.12,            343.82,,
,World,Consumer goods,Import,Import(US$ Mil),          85255.26,         117145.54,         127566.99,         110205.01,         117710.05,          97536.52,          78869.67,          74293.90,          71067.38,          53034.24,          39997.10,          32636.91,          30513.12,          23608.17,          21859.75,          19338.81,          15741.14,          16435.01,          15207.88,          13048.66,          11310.98,           6284.84,           5235.95,           4032.93,            319.91,            403.64,,
,World,Intermediate goods,Import,Import(US$ Mil),          44963.31,          65067.70,          68593.61,          62145.59,          66266.57,          56127.43,          47518.08,          52003.97,          48494.51,          35152.49,          25161.28,          20916.68,          20665.77,          17871.73,          16779.73,          14996.82,          13336.06,          14621.10,          14668.38,          12541.31,          11381.62,           6486.94,           5266.39,           4872.71,            327.73,            328.76,,
,World,Raw materials,Import,Import(US$ Mil),          27094.26,          42472.51,          43230.27,          42860.27,          44257.10,          32285.19,          27358.31,          36021.71,          28631.36,          24123.83,          18073.37,          14767.00,          12073.51,           9504.92,           9640.31,           9586.95,           6905.00,           6898.70,           8537.23,           6630.21,           5546.06,           1646.56,           1527.32,           1478.53,             64.94,             66.54,,
,World,All Products,Import,Imports (in US$ Mil),         229086.72,         321933.12,         347672.27,         313317.32,         327756.24,         276151.29,         230747.68,         248672.08,         226227.56,         170350.38,         126885.14,         107682.84,          95994.69,          75835.82,          71845.05,          66317.81,          55710.87,          61583.86,          64651.83,          53507.60,          46497.97,          27117.41,          21900.92,          20557.78,           1053.72,           1148.94,,
,...,...,Development,"GNI per capita, Atlas method (current US$)",   1651.55,   1737.64,   1674.96,   1620.45,   1405.43,   1283.20,   1181.80,   1145.89,   1027.90,    921.55,    801.30,    662.16,    529.62,    485.12,    491.75,    503.44,    515.97,    531.29,    568.44,    555.06,    535.19,    520.39,    543.11,    567.00,    589.18,    599.83,    627.45,    621.51
,...,...,Trade Indicator,HH Market concentration index,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,Trade Indicator,Index of export market penetration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
