rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
12/04/2019 14:45,201902,EASTERN EUROPE-EU,ROMANIA,LIVERPOOL (JOHN LENNON),CLUJ NAPOCA,2494,2494,0,1421,1421,0,75.510204
12/04/2019 14:45,201902,EASTERN EUROPE-EU,ROMANIA,LIVERPOOL (JOHN LENNON),IASI,2767,2767,0,0,0,0,0
12/04/2019 14:45,201902,EASTERN EUROPE-EU,SLOVAK REPUBLIC,LUTON,BRATISLAVA,5866,5866,0,0,0,0,0
12/04/2019 14:45,201902,EASTERN EUROPE-EU,SLOVAK REPUBLIC,LUTON,KOSICE,12201,12201,0,9577,9577,0,27.398977
12/04/2019 14:45,201902,EASTERN EUROPE-EU,SLOVAK REPUBLIC,LUTON,TATRY-POPRAD,4999,4999,0,3709,3709,0,34.780264
12/04/2019 14:45,201902,EASTERN EUROPE-EU,SLOVAK REPUBLIC,STANSTED,BRATISLAVA,16017,16017,0,16980,16980,0,-5.671378
12/04/2019 14:45,201902,EASTERN EUROPE-EU,SLOVAK REPUBLIC,BIRMINGHAM,BRATISLAVA,4215,4215,0,4252,4252,0,-0.870179
12/04/2019 14:45,201902,EASTERN EUROPE-EU,SLOVAK REPUBLIC,DONCASTER SHEFFIELD,KOSICE,0,0,0,2829,2829,0,-100
12/04/2019 14:45,201902,EASTERN EUROPE-EU,SLOVAK REPUBLIC,EDINBURGH,BRATISLAVA,2789,2789,0,2698,2698,0,3.372869
12/04/2019 14:45,201902,EASTERN EUROPE-EU,SLOVAK REPUBLIC,LEEDS BRADFORD,BRATISLAVA,2702,2702,0,2764,2764,0,-2.243126
12/04/2019 14:45,201902,EASTERN EUROPE-EU,SLOVAK REPUBLIC,MANCHESTER,BRATISLAVA,4230,4230,0,4273,4273,0,-1.006319
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,ALBANIA,GATWICK,TIRANA,9132,9041,91,8441,8341,100,8.186234
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,ALBANIA,LUTON,TIRANA,5360,5360,0,0,0,0,0
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,AZERBAIJAN,HEATHROW,BAKU (HEYDER ALIYEV INT'L),2091,2091,0,2128,2128,0,-1.738722
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,BELARUS,GATWICK,MINSK INT'L ,1888,1888,0,1568,1568,0,20.408163
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,GEORGIA,GATWICK,TBILISI,688,688,0,491,491,0,40.1222
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,GEORGIA,LUTON,KUTAISI,1098,1098,0,1762,1762,0,-37.684449
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,KAZAKHSTAN,HEATHROW,ASTANA,1877,1877,0,2237,2237,0,-16.092982
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,REPUBLIC OF MOLDOVA,LUTON,CHISINAU (KISHINEV),10980,10980,0,6961,6961,0,57.735957
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,REPUBLIC OF MOLDOVA,STANSTED,CHISINAU (KISHINEV),4776,4776,0,3996,3996,0,19.51952
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,RUSSIA,GATWICK,MOSCOW (SHEREMETYEVO),0,0,0,5400,5400,0,-100
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,RUSSIA,GATWICK,ST PETERSBURG,3136,3136,0,0,0,0,0
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,RUSSIA,HEATHROW,MOSCOW (DOMODEDOVO),10102,10102,0,14496,14496,0,-30.31181
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,RUSSIA,HEATHROW,MOSCOW (SHEREMETYEVO),32028,32028,0,24027,24027,0,33.300037
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,RUSSIA,HEATHROW,ST PETERSBURG,4809,4809,0,6362,6362,0,-24.410563
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,RUSSIA,STANSTED,ST PETERSBURG,4582,4582,0,0,0,0,0
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,RUSSIA,GLASGOW,ST PETERSBURG,0,0,0,492,0,492,-100
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,TURKMENISTAN,HEATHROW,ASHKHABAD,246,246,0,525,525,0,-53.142857
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,TURKMENISTAN,BIRMINGHAM,ASHKHABAD,5971,5971,0,5973,5973,0,-0.033484
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,TURKMENISTAN,BIRMINGHAM,KRASNOVODSK,0,0,0,163,163,0,-100
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,UKRAINE,GATWICK,KIEV (BORISPOL),12327,12327,0,10789,10789,0,14.25526
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,UKRAINE,HEATHROW,KIEV (BORISPOL),3836,3836,0,4140,4140,0,-7.342995
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,UKRAINE,LUTON,KHARKOV OSNOVA INTL,667,667,0,0,0,0,0
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,UKRAINE,LUTON,KIEV (ZHULYANY),3342,3342,0,3645,3645,0,-8.312757
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,UKRAINE,LUTON,LVOV,3280,3280,0,0,0,0,0
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,UKRAINE,STANSTED,KIEV (BORISPOL),5667,5667,0,0,0,0,0
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,UKRAINE,STANSTED,LVOV,3617,3617,0,0,0,0,0
12/04/2019 14:45,201902,EASTERN EUROPE -OTHER,UZBEKISTAN,HEATHROW,TASHKENT,1494,1494,0,2084,2084,0,-28.31094
12/04/2019 14:45,201902,NEAR EAST,ISRAEL,GATWICK,TEL AVIV,4083,4083,0,4166,4166,0,-1.992319
12/04/2019 14:45,201902,NEAR EAST,ISRAEL,HEATHROW,TEL AVIV,40797,40797,0,42189,42189,0,-3.299438
12/04/2019 14:45,201902,NEAR EAST,ISRAEL,LUTON,OVDA,1923,1923,0,0,0,0,0
12/04/2019 14:45,201902,NEAR EAST,ISRAEL,LUTON,TEL AVIV,29950,29950,0,27628,27628,0,8.404517
12/04/2019 14:45,201902,NEAR EAST,ISRAEL,STANSTED,TEL AVIV,3651,3651,0,0,0,0,0
12/04/2019 14:45,201902,NEAR EAST,ISRAEL,MANCHESTER,TEL AVIV,2865,2865,0,2852,2852,0,0.45582
12/04/2019 14:45,201902,NEAR EAST,JORDAN,GATWICK,AQABA,1314,1314,0,0,0,0,0
12/04/2019 14:45,201902,NEAR EAST,JORDAN,HEATHROW,AMMAN,15199,15199,0,14651,14651,0,3.740359
12/04/2019 14:45,201902,NEAR EAST,LEBANON,HEATHROW,BEIRUT,19022,19022,0,18855,18855,0,0.885707
12/04/2019 14:45,201902,NORTH AFRICA,ALGERIA,GATWICK,ALGIERS,4134,4134,0,3244,3244,0,27.435265
12/04/2019 14:45,201902,NORTH AFRICA,ALGERIA,HEATHROW,ALGIERS,4572,4572,0,4661,4661,0,-1.909461
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,GATWICK,HURGHADA,16936,16936,0,17710,17710,0,-4.370412
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,GATWICK,MARSA ALAM,3318,3318,0,3069,3069,0,8.113392
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,HEATHROW,CAIRO,29201,29201,0,25849,25742,107,12.96762
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,HEATHROW,LUXOR,978,978,0,945,945,0,3.492063
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,STANSTED,HURGHADA,2802,2802,0,0,0,0,0
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,BIRMINGHAM,HURGHADA,8605,8605,0,6238,6238,0,37.944854
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,BIRMINGHAM,MARSA ALAM,1583,1583,0,1665,1665,0,-4.924925
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,BRISTOL,HURGHADA,4757,0,4757,0,0,0,0
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,EAST MIDLANDS INTERNATIONAL,HURGHADA,2265,2265,0,1051,1051,0,115.509039
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,GLASGOW,HURGHADA,1003,1003,0,788,788,0,27.284264
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,MANCHESTER,HURGHADA,15378,15018,360,14076,14076,0,9.249787
12/04/2019 14:45,201902,NORTH AFRICA,EGYPT,NEWCASTLE,HURGHADA,1514,1514,0,1602,1602,0,-5.493134
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,GATWICK,AGADIR (AL MASSIRA),8207,8207,0,7086,7086,0,15.819927
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,GATWICK,CASABLANCA MOHAMED V,3292,3292,0,4212,4212,0,-21.842355
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,GATWICK,FEZ,923,923,0,985,985,0,-6.294416
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,GATWICK,MARRAKESH,31441,31441,0,31274,31274,0,0.53399
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,GATWICK,TANGIERS (IBN BATUTA),1697,1697,0,1892,1892,0,-10.306554
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,HEATHROW,CASABLANCA MOHAMED V,6634,6634,0,6192,6192,0,7.138243
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,HEATHROW,MARRAKESH,3942,3942,0,0,0,0,0
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,HEATHROW,RABAT,948,948,0,930,930,0,1.935484
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,LUTON,ESSAOUIRA,0,0,0,2300,2300,0,-100
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,LUTON,MARRAKESH,2756,2756,0,2813,2813,0,-2.026306
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,STANSTED,AGADIR (AL MASSIRA),2776,2776,0,2848,2848,0,-2.52809
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,STANSTED,FEZ,2675,2675,0,2727,2727,0,-1.906857
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,STANSTED,MARRAKESH,10096,9604,492,10403,9818,585,-2.951072
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,STANSTED,RABAT,4066,4066,0,4153,4153,0,-2.094871
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,BIRMINGHAM,AGADIR (AL MASSIRA),833,833,0,0,0,0,0
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,BIRMINGHAM,MARRAKESH,291,181,110,1480,1480,0,-80.337838
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,BRISTOL,MARRAKESH,218,0,218,0,0,0,0
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,LIVERPOOL (JOHN LENNON),AGADIR (AL MASSIRA),0,0,0,170,170,0,-100
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,LIVERPOOL (JOHN LENNON),MARRAKESH,2671,2671,0,2723,2723,0,-1.909658
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,MANCHESTER,AGADIR (AL MASSIRA),9256,9256,0,7206,7206,0,28.448515
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,MANCHESTER,CASABLANCA MOHAMED V,587,587,0,1455,1455,0,-59.656357
12/04/2019 14:45,201902,NORTH AFRICA,MOROCCO,MANCHESTER,MARRAKESH,10064,9660,404,6803,6675,128,47.934735
12/04/2019 14:45,201902,NORTH AFRICA,TUNISIA,GATWICK,ENFIDHA - HAMMAMET INTL,4602,3214,1388,1117,1117,0,311.996419
12/04/2019 14:45,201902,NORTH AFRICA,TUNISIA,GATWICK,TUNIS,1657,1657,0,1552,1552,0,6.765464
12/04/2019 14:45,201902,NORTH AFRICA,TUNISIA,HEATHROW,TUNIS,3107,3107,0,3189,3189,0,-2.571339
12/04/2019 14:45,201902,NORTH AFRICA,TUNISIA,BIRMINGHAM,ENFIDHA - HAMMAMET INTL,2033,666,1367,1033,1033,0,96.805421
12/04/2019 14:45,201902,NORTH AFRICA,TUNISIA,BRISTOL,ENFIDHA - HAMMAMET INTL,600,0,600,0,0,0,0
12/04/2019 14:45,201902,NORTH AFRICA,TUNISIA,GLASGOW,ENFIDHA - HAMMAMET INTL,623,623,0,0,0,0,0
12/04/2019 14:45,201902,NORTH AFRICA,TUNISIA,MANCHESTER,ENFIDHA - HAMMAMET INTL,4320,2936,1384,1036,1036,0,316.988417
12/04/2019 14:45,201902,EAST AFRICA,ETHIOPIA,HEATHROW,ADDIS ABABA,18215,18215,0,14907,14907,0,22.190917
12/04/2019 14:45,201902,EAST AFRICA,ETHIOPIA,MANCHESTER,ADDIS ABABA,2303,2303,0,0,0,0,0
12/04/2019 14:45,201902,EAST AFRICA,KENYA,HEATHROW,NAIROBI,22842,22842,0,28568,28568,0,-20.043405
12/04/2019 14:45,201902,EAST AFRICA,RWANDA,GATWICK,KIGALI,955,955,0,1800,1800,0,-46.944444
12/04/2019 14:45,201902,WEST AFRICA,GAMBIA,GATWICK,BANJUL,8339,6463,1876,8773,6769,2004,-4.946996
12/04/2019 14:45,201902,WEST AFRICA,GAMBIA,BIRMINGHAM,BANJUL,3260,3260,0,3376,3376,0,-3.436019
12/04/2019 14:45,201902,WEST AFRICA,GAMBIA,MANCHESTER,BANJUL,6023,6023,0,4899,4899,0,22.943458
12/04/2019 14:45,201902,WEST AFRICA,GHANA,GATWICK,ACCRA,0,0,0,243,0,243,-100
12/04/2019 14:45,201902,WEST AFRICA,GHANA,HEATHROW,ACCRA,16217,16217,0,13532,13532,0,19.841856
12/04/2019 14:45,201902,WEST AFRICA,NIGERIA,GATWICK,LAGOS,0,0,0,1512,1512,0,-100
12/04/2019 14:45,201902,WEST AFRICA,NIGERIA,HEATHROW,ABUJA,7432,7432,0,7173,7173,0,3.610763
12/04/2019 14:45,201902,WEST AFRICA,NIGERIA,HEATHROW,LAGOS,25065,25065,0,26146,26146,0,-4.134476
12/04/2019 14:45,201902,CENTRAL AFRICA,ANGOLA,HEATHROW,LUANDA,0,0,0,557,557,0,-100
12/04/2019 14:45,201902,SOUTHERN AFRICA,REPUBLIC OF SOUTH AFRICA,GATWICK,CAPE TOWN,12424,12424,0,12428,11904,524,-0.032185
12/04/2019 14:45,201902,SOUTHERN AFRICA,REPUBLIC OF SOUTH AFRICA,HEATHROW,CAPE TOWN,37113,37113,0,37405,37405,0,-0.780644
12/04/2019 14:45,201902,SOUTHERN AFRICA,REPUBLIC OF SOUTH AFRICA,HEATHROW,DURBAN,4726,4726,0,0,0,0,0
12/04/2019 14:45,201902,SOUTHERN AFRICA,REPUBLIC OF SOUTH AFRICA,HEATHROW,JOHANNESBURG,84548,84548,0,75732,75732,0,11.64105
12/04/2019 14:45,201902,SOUTHERN AFRICA,REPUBLIC OF SOUTH AFRICA,MANCHESTER,CAPE TOWN,0,0,0,385,0,385,-100
12/04/2019 14:45,201902,MIDDLE EAST,BAHRAIN,HEATHROW,BAHRAIN,29594,29594,0,24413,24413,0,21.2223
12/04/2019 14:45,201902,MIDDLE EAST,IRAN,HEATHROW,TEHRAN IMAM KHOMEINI,3543,3543,0,7293,7293,0,-51.419169
12/04/2019 14:45,201902,MIDDLE EAST,IRAQ,GATWICK,BAGHDAD (GECA),653,637,16,1015,1015,0,-35.665025
12/04/2019 14:45,201902,MIDDLE EAST,IRAQ,GATWICK,SULAYMANIYAH INT,483,483,0,0,0,0,0
12/04/2019 14:45,201902,MIDDLE EAST,IRAQ,MANCHESTER,BAGHDAD (GECA),687,687,0,766,766,0,-10.313316
12/04/2019 14:45,201902,MIDDLE EAST,KUWAIT,HEATHROW,KUWAIT,27195,27195,0,24794,24794,0,9.683794
12/04/2019 14:45,201902,MIDDLE EAST,OMAN,HEATHROW,MUSCAT,30923,30923,0,29784,29784,0,3.824201
12/04/2019 14:45,201902,MIDDLE EAST,OMAN,MANCHESTER,MUSCAT,10009,10009,0,9324,9324,0,7.346632
12/04/2019 14:45,201902,MIDDLE EAST,QATAR,GATWICK,DOHA HAMAD,22301,22301,0,0,0,0,0
12/04/2019 14:45,201902,MIDDLE EAST,QATAR,HEATHROW,DOHA HAMAD,84699,84699,0,98367,98367,0,-13.894904
12/04/2019 14:45,201902,MIDDLE EAST,QATAR,BIRMINGHAM,DOHA HAMAD,10318,10318,0,9424,9424,0,9.486418
12/04/2019 14:45,201902,MIDDLE EAST,QATAR,CARDIFF WALES,DOHA HAMAD,5435,5435,0,0,0,0,0
12/04/2019 14:45,201902,MIDDLE EAST,QATAR,EDINBURGH,DOHA HAMAD,10489,10489,0,9117,9117,0,15.04881
12/04/2019 14:45,201902,MIDDLE EAST,QATAR,MANCHESTER,DOHA HAMAD,31273,31273,0,25369,25369,0,23.272498
12/04/2019 14:45,201902,MIDDLE EAST,SAUDI ARABIA,HEATHROW,JEDDAH,16230,16230,0,16694,16694,0,-2.779442
12/04/2019 14:45,201902,MIDDLE EAST,SAUDI ARABIA,HEATHROW,RIYADH,16288,16288,0,16779,16779,0,-2.926277
12/04/2019 14:45,201902,MIDDLE EAST,SAUDI ARABIA,MANCHESTER,JEDDAH,8450,8450,0,8489,8489,0,-0.459418
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,GATWICK,DUBAI,72052,72052,0,77430,77430,0,-6.945628
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,HEATHROW,ABU DHABI INTERNATIONAL,71355,71355,0,80130,80130,0,-10.950955
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,HEATHROW,DUBAI,186728,186728,0,217928,217928,0,-14.316655
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,STANSTED,DUBAI,15624,15624,0,0,0,0,0
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,BIRMINGHAM,DUBAI,56756,56756,0,59483,59483,0,-4.584503
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,EDINBURGH,ABU DHABI INTERNATIONAL,0,0,0,7918,7918,0,-100
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,EDINBURGH,DUBAI,10538,10538,0,0,0,0,0
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,GLASGOW,DUBAI,31391,31391,0,34937,34937,0,-10.149698
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,LIVERPOOL (JOHN LENNON),DUBAI (WORLD CENTRAL),0,0,0,101,0,101,-100
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,MANCHESTER,ABU DHABI INTERNATIONAL,29783,29783,0,37078,37078,0,-19.67474
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,MANCHESTER,DUBAI,81401,79168,2233,82322,82322,0,-1.118777
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,NEWCASTLE,DUBAI,18442,18442,0,19937,19937,0,-7.498621
12/04/2019 14:45,201902,MIDDLE EAST,UNITED ARAB EMIRATES,PRESTWICK,DUBAI,0,0,0,304,0,304,-100
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,BANGLADESH,HEATHROW,DHAKHA,7298,7298,0,6906,6906,0,5.676224
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,BANGLADESH,HEATHROW,SYLHET,6030,6030,0,5817,5817,0,3.661681
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,GATWICK,GOA,9529,7187,2342,9474,7123,2351,0.580536
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,HEATHROW,AHMEDABAD,7345,7345,0,5259,5259,0,39.665336
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,HEATHROW,AMRITSAR,0,0,0,554,554,0,-100
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,HEATHROW,BANGALORE (BENGALURU),17928,17928,0,13497,13497,0,32.829518
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,HEATHROW,CHENNAI,10376,10376,0,10638,10638,0,-2.462869
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,HEATHROW,DELHI,82048,82048,0,85980,85980,0,-4.573157
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,HEATHROW,HYDERABAD ( RAJIV GHANDI ),11043,11043,0,11102,11102,0,-0.531436
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,HEATHROW,MUMBAI,91615,91615,0,91401,91401,0,0.234133
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,BIRMINGHAM,AMRITSAR,5129,5129,0,5867,5867,0,-12.578831
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,BIRMINGHAM,DELHI,5334,5334,0,6553,6553,0,-18.602167
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,BIRMINGHAM,GOA,2195,0,2195,1142,0,1142,92.206655
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,MANCHESTER,GOA,12258,9945,2313,12799,9383,3416,-4.226893
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,INDIA,MANCHESTER,MUMBAI,8643,8643,0,0,0,0,0
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,GATWICK,BENAZIR BHUTTO INTERNATIONAL AIRPORT,0,0,0,140,0,140,-100
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,HEATHROW,BENAZIR BHUTTO INTERNATIONAL AIRPORT,0,0,0,13123,13123,0,-100
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,HEATHROW,ISLAMABAD INTERNATIONAL AIRPORT,11633,11633,0,0,0,0,0
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,HEATHROW,KARACHI,3566,3566,0,4011,4011,0,-11.09449
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,HEATHROW,LAHORE,6863,6863,0,7794,7794,0,-11.945086
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,BIRMINGHAM,BENAZIR BHUTTO INTERNATIONAL AIRPORT,0,0,0,7024,7024,0,-100
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,BIRMINGHAM,ISLAMABAD INTERNATIONAL AIRPORT,5893,5893,0,0,0,0,0
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,DONCASTER SHEFFIELD,ISLAMABAD INTERNATIONAL AIRPORT,75,0,75,0,0,0,0
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,MANCHESTER,BENAZIR BHUTTO INTERNATIONAL AIRPORT,295,295,0,16278,16278,0,-98.187738
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,MANCHESTER,ISLAMABAD INTERNATIONAL AIRPORT,13914,13914,0,0,0,0,0
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,PAKISTAN,MANCHESTER,LAHORE,4026,4026,0,4142,4142,0,-2.800579
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,SRI LANKA,GATWICK,COLOMBO,2283,0,2283,1193,0,1193,91.366303
12/04/2019 14:45,201902,INDIAN SUB-CONTINENT,SRI LANKA,HEATHROW,COLOMBO,20718,20718,0,20760,20760,0,-0.202312
12/04/2019 14:45,201902,FAR EAST,BRUNEI,HEATHROW,BANDAR SERI BEGAWAN,8404,8404,0,3375,3375,0,149.007407
12/04/2019 14:45,201902,FAR EAST,CHINA,GATWICK,CHENGDU,3566,3566,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,GATWICK,CHONGQING JIANGBEI INTERNATIONAL,0,0,0,1325,1325,0,-100
12/04/2019 14:45,201902,FAR EAST,CHINA,GATWICK,SHANGHAI (PU DONG),4572,4572,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,GATWICK,TIANJIN,0,0,0,1794,1794,0,-100
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,BEIJING,36368,36368,0,32119,32119,0,13.22893
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,CHANGSHA HUANGHUA INTERNATIONAL AIRPORT,2715,2715,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,CHONGQING JIANGBEI INTERNATIONAL,3149,3149,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,GUANGZHOU BAIYUN INTERNATIONAL,9715,9715,0,14150,14150,0,-31.342756
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,QINGDAO,2296,2296,0,2191,2191,0,4.792332
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,SANYA PHOENIX INTERNATIONAL,549,549,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,SHANGHAI (PU DONG),36000,36000,0,38963,38963,0,-7.604651
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,SHENZHEN (HUANGTIAN),4724,4724,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,TIANJIN,1253,1253,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,WUHAN TIANHE INTERNATIONAL,4466,4466,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,HEATHROW,XIAN XIANYANG,3576,3576,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,EDINBURGH,BEIJING,1212,1212,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,CHINA,MANCHESTER,BEIJING,5189,5189,0,5541,5541,0,-6.352644
12/04/2019 14:45,201902,FAR EAST,HONG KONG,GATWICK,HONG KONG (CHEK LAP KOK),12444,12444,0,13318,13318,0,-6.562547
12/04/2019 14:45,201902,FAR EAST,HONG KONG,HEATHROW,HONG KONG (CHEK LAP KOK),110851,110851,0,118849,118849,0,-6.729548
12/04/2019 14:45,201902,FAR EAST,HONG KONG,MANCHESTER,HONG KONG (CHEK LAP KOK),15336,15336,0,13532,13532,0,13.331363
12/04/2019 14:45,201902,FAR EAST,INDONESIA,HEATHROW,BALI INTERNATIONAL,1067,1067,0,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,INDONESIA,HEATHROW,JAKARTA (SOEKARNO-HATTA INTNL),807,807,0,3672,3672,0,-78.022876
12/04/2019 14:45,201902,FAR EAST,JAPAN,HEATHROW,TOKYO (HANEDA),43691,43691,0,44298,44298,0,-1.370265
12/04/2019 14:45,201902,FAR EAST,JAPAN,HEATHROW,TOKYO (NARITA),10068,10068,0,11053,11053,0,-8.911608
12/04/2019 14:45,201902,FAR EAST,MALAYSIA,GATWICK,LANGKAWI,875,0,875,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,MALAYSIA,HEATHROW,KUALA LUMPUR (SEPANG),36323,36323,0,38309,38309,0,-5.18416
12/04/2019 14:45,201902,FAR EAST,MALAYSIA,BIRMINGHAM,LANGKAWI,1186,0,1186,0,0,0,0
12/04/2019 14:45,201902,FAR EAST,MALAYSIA,MANCHESTER,LANGKAWI,1174,0,1174,0,0,0,0
