,animals_&_animal_products_export,vegetable_products_export,foodstuffs_export,mineral_products_export,chemicals_&_allied_industries_export,Plastics/Rubbers_export,"raw_hides,_skins,_leather_&_furs_export",wood_&_wood_products_export,textiles_export,footwear_/_headgear_export,stone_/_glass_export,metals_export,machinery_/_electrical_export,transportation_export,miscellaneous_export,all_commodities_export,animals_&_animal_products_import,vegetable_products_import,foodstuffs_import,mineral_products_import,chemicals_&_allied_industries_import,Plastics/Rubbers_import,"raw_hides,_skins,_leather_&_furs_import",wood_&_wood_products_import,textiles_import,footwear_/_headgear_import,stone_/_glass_import,metals_import,machinery_/_electrical_import,transportation_import,miscellaneous_import,all_commodities_import,ISO3,freight_2017,passengers_2017,geometry
0,45.977,117.312,90.304,363.25,20.481,19.397,25.004,70.045,505.997,483.585,25.209,306.745,0,0,0,2073.306,181.84,275.243,445.321,557.675,484.346,250.233,160.488,200.281,595.502,141.037,132.894,445.914,0,0,0,3870.776,ALB,0.0,103151.0,"POLYGON ((19.34238281250001 41.869091796875, 19.34550781250002 41.91884765624999, 19.36113281250002 41.99775390625, 19.35214843750001 42.0240234375, 19.36142578125001 42.069091796875, 19.33085937500002 42.12929687499999, 19.28066406250002 42.17255859375, 19.32900390625002 42.249267578125, 19.39960937500001 42.34189453125, 19.46513671875002 42.415380859375, 19.54453125000001 42.491943359375, 19.59746093750002 42.5654296875, 19.65449218750001 42.62856445312499, 19.70341796875002 42.64794921875, 19.72783203125002 42.634521484375, 19.74072265625 42.60693359375, 19.73779296875 42.525146484375, 19.75449218750001 42.496923828125, 19.78828125000001 42.476171875, 19.85976562500002 42.486328125, 19.93906250000001 42.506689453125, 20.04570312500002 42.54990234375, 20.06396484375 42.54726562499999, 20.103515625 42.524658203125, 20.18574218750001 42.42587890625, 20.24052734375002 42.33896484375, 20.34824218750001 42.3087890625, 20.40830078125001 42.274951171875, 20.48544921875001 42.223388671875, 20.52285156250002 42.171484375, 20.57539062500001 42.01308593749999, 20.58144531250002 41.917431640625, 20.56621093750002 41.87368164062499, 20.55312500000002 41.862353515625, 20.50517578125002 41.706494140625, 20.5166015625 41.62705078125, 20.51621093750001 41.574755859375, 20.4755859375 41.55410156249999, 20.44863281250002 41.5212890625, 20.49238281250001 41.39140625, 20.48701171875001 41.33608398437499, 20.48896484375001 41.27260742187499, 20.56787109375 41.12783203124999, 20.61445312500001 41.083056640625, 20.65605468750002 41.06166992187499, 20.70927734375002 40.92836914062499, 20.74082031250001 40.9052734375, 20.87021484375001 40.917919921875, 20.93349609375002 40.903125, 20.95859375000001 40.871533203125, 20.96425781250002 40.84990234375, 20.95576171875001 40.77529296874999, 20.98789062500001 40.7177734375, 21.03105468750002 40.658642578125, 21.03085937500001 40.62246093749999, 21.001953125 40.56337890624999, 20.9501953125 40.494384765625, 20.88164062500002 40.46791992187499, 20.80605468750002 40.44545898437499, 20.77001953125 40.39189453125, 20.75166015625001 40.334912109375, 20.71787109375001 40.29267578125, 20.69697265625001 40.24638671875, 20.66494140625002 40.15175781249999, 20.65742187500001 40.1173828125, 20.60625000000002 40.08266601562499, 20.52705078125001 40.06850585937499, 20.4560546875 40.06557617187499, 20.40800781250002 40.04946289062499, 20.38369140625002 40.0171875, 20.33847656250001 39.991064453125, 20.31113281250001 39.979443359375, 20.31132812500002 39.95078125, 20.34423828125 39.890625, 20.38164062500002 39.841796875, 20.38242187500001 39.80263671874999, 20.36406250000002 39.791748046875, 20.30615234375 39.7966796875, 20.29384765625002 39.7822265625, 20.28759765625 39.73857421875, 20.27207031250001 39.701171875, 20.24824218750001 39.67836914062499, 20.20683593750002 39.653515625, 20.13105468750001 39.66162109375, 20.05976562500001 39.69912109374999, 20.02255859375001 39.710693359375, 20.00126953125002 39.709423828125, 19.99560546875 39.801025390625, 19.96484375 39.872265625, 19.85185546875002 40.0435546875, 19.48457031250001 40.2099609375, 19.39814453125001 40.28486328125, 19.36015625000002 40.347705078125, 19.322265625 40.407080078125, 19.35859375000001 40.408740234375, 19.39453125 40.39370117187499, 19.44052734375001 40.37568359375, 19.45917968750001 40.40537109375, 19.43925781250002 40.470263671875, 19.34462890625002 40.6220703125, 19.33750000000001 40.663818359375, 19.38388671875001 40.79072265625, 19.46123046875002 40.93330078125, 19.4560546875 41.1060546875, 19.48007812500001 41.236376953125, 19.45341796875002 41.32099609375, 19.44062500000001 41.424755859375, 19.49736328125002 41.5626953125, 19.54580078125002 41.59682617187499, 19.57568359375 41.6404296875, 19.57753906250002 41.78749999999999, 19.46826171875 41.85615234375, 19.34238281250001 41.869091796875))"
1,10.695,80.205,261.386,33881.056,775.93,4.071,14.322,24.729,4.037,0.076,36.523,11.115,0,0,0,35104.145,1807.815,4942.032,2665.845,2114.001,4257.59,2533.687,64.908,1275.269,1148.929,229.642,736.244,6125.927,0,0,0,27901.888,DZA,24.80375,6241924.0,"POLYGON ((8.576562500000023 36.93720703125, 8.59765625 36.88388671875, 8.601269531250011 36.833935546875, 8.506738281250023 36.78749999999999, 8.444238281250023 36.7607421875, 8.36962890625 36.63251953125, 8.230761718750017 36.545263671875, 8.207617187500006 36.51894531249999, 8.208789062500017 36.4951171875, 8.302734375 36.455615234375, 8.333984375 36.4181640625, 8.348730468750006 36.36796875, 8.306738281250006 36.18876953125, 8.2802734375 36.0509765625, 8.245703125000006 35.870556640625, 8.2470703125 35.801806640625, 8.282910156250011 35.719287109375, 8.318066406250011 35.65493164062499, 8.329003906250023 35.5822265625, 8.31640625 35.403125, 8.35986328125 35.299609375, 8.394238281250011 35.203857421875, 8.312109375000006 35.08461914062499, 8.27685546875 34.9794921875, 8.254687500000017 34.828955078125, 8.24560546875 34.73408203125, 8.192773437500023 34.6462890625, 8.123437500000023 34.563916015625, 8.045605468750011 34.5126953125, 7.949414062500011 34.468701171875, 7.838281250000023 34.41030273437499, 7.74853515625 34.2544921875, 7.554492187500017 34.125, 7.513867187500011 34.080517578125, 7.49560546875 33.976513671875, 7.500195312500011 33.832470703125, 7.534375000000011 33.71791992187499, 7.627539062500006 33.5486328125, 7.709179687500011 33.3623046875, 7.731347656250023 33.268505859375, 7.7626953125 33.23310546875, 7.877246093750017 33.172119140625, 8.075585937500023 33.0890625, 8.112500000000011 33.05532226562499, 8.2109375 32.926708984375, 8.30419921875 32.6962890625, 8.333398437500023 32.54360351562499, 8.51513671875 32.422314453125, 8.682910156250017 32.31044921874999, 8.844042968750017 32.212109375, 9.018945312500023 32.10537109374999, 9.044042968750006 32.07236328125, 9.102343750000017 31.846142578125, 9.160253906250006 31.621337890625, 9.224023437500023 31.37368164062499, 9.287890625000017 31.125341796875, 9.36328125 30.83291015624999, 9.406054687500017 30.666796875, 9.4580078125 30.465380859375, 9.518750000000011 30.22939453124999, 9.420996093750006 30.179296875, 9.310253906250011 30.115234375, 9.391015625000023 29.99365234375, 9.546191406250017 29.795947265625, 9.64013671875 29.63642578125, 9.672656250000017 29.5669921875, 9.745898437500017 29.3689453125, 9.805273437500006 29.176953125, 9.820703125000023 29.114794921875, 9.842578125000017 28.9669921875, 9.815625000000011 28.56020507812499, 9.858203125000017 28.043310546875, 9.916015625 27.785693359375, 9.825292968750006 27.552978515625, 9.74755859375 27.330859375, 9.752539062500006 27.2193359375, 9.79541015625 27.044775390625, 9.837109375000011 26.9158203125, 9.894433593750023 26.84794921875, 9.883203125000023 26.630810546875, 9.859375 26.551953125, 9.684960937500023 26.438232421875, 9.491406250000011 26.333740234375, 9.437890625000023 26.24550781249999, 9.42236328125 26.1470703125, 9.4482421875 26.067138671875, 9.581250000000011 25.89013671875, 9.781054687500017 25.624267578125, 10.00068359375001 25.332080078125, 10.01904296875 25.258544921875, 10.02812500000002 25.051025390625, 10.11953125000002 24.790234375, 10.21865234375002 24.676220703125, 10.255859375 24.591015625, 10.32578125000001 24.530224609375, 10.39589843750002 24.485595703125, 10.43896484375 24.480224609375, 10.68613281250001 24.55136718749999, 11.10820312500002 24.434033203125, 11.50761718750002 24.31435546874999, 11.53691406250002 24.2908203125, 11.62421875000001 24.139697265625, 11.76699218750002 23.892578125, 11.873046875 23.69482421875, 11.96787109375001 23.51787109375, 11.45000000000002 23.21259765625, 10.93222656250001 22.907275390625, 10.41435546875002 22.602001953125, 9.896484375 22.29672851562499, 9.378710937500017 21.99140625, 8.860937500000006 21.68613281249999, 8.343066406250017 21.380859375, 7.8251953125 21.07558593749999, 7.481738281250017 20.873095703125, 7.263378906250011 20.69448242187499, 6.989355468750006 20.4705078125, 6.730664062500011 20.248046875, 6.527050781250011 20.07294921875, 6.263378906250011 19.846142578125, 6.130664062500017 19.731982421875, 5.836621093750011 19.47915039062499, 5.748339843750017 19.43422851562499, 5.358691406250017 19.35952148437499, 5.001367187500023 19.291064453125, 4.671289062500023 19.227783203125, 4.445703125000023 19.184521484375, 4.227636718750006 19.1427734375, 3.91015625 19.083740234375, 3.683496093750023 19.04160156249999, 3.438769531250017 18.996142578125, 3.40087890625 18.98842773437499, 3.3564453125 18.98662109375, 3.323437500000011 18.98837890624999, 3.255957031250006 19.01328124999999, 3.174218750000023 19.07290039062499, 3.119726562500006 19.10317382812499, 3.106054687500006 19.15009765625, 3.137890625000011 19.212158203125, 3.17724609375 19.26816406249999, 3.1923828125 19.312060546875, 3.219628906250023 19.34541015625, 3.25439453125 19.372607421875, 3.255859375 19.4109375, 3.22705078125 19.473583984375, 3.20166015625 19.56040039062499, 3.202734375000006 19.718310546875, 3.203417968750017 19.770751953125, 3.203710937500006 19.78969726562499, 3.130273437500023 19.85019531249999, 2.992480468750017 19.91660156249999, 2.86572265625 19.95595703124999, 2.807910156250017 19.96943359375, 2.667773437500017 19.992919921875, 2.474218750000006 20.03500976562499, 2.406152343750023 20.06386718749999, 2.280859375000006 20.21030273437499, 2.219335937500006 20.247802734375, 1.928808593750006 20.272705078125, 1.832421875000023 20.296875, 1.753222656250017 20.331591796875, 1.685449218750023 20.378369140625, 1.647363281250023 20.45883789062499, 1.636035156250017 20.524365234375, 1.610644531250017 20.55556640624999, 1.290234375000011 20.71357421875, 1.208886718750023 20.76728515625, 1.165722656250011 20.817431640625, 1.1640625 20.89130859375, 1.172753906250023 20.981982421875, 1.1591796875 21.0625, 1.1455078125 21.10224609375, 0.9994140625000227 21.19775390625, 0.671875 21.411865234375, 0.3444335937500114 21.6259765625, 0.01699218750002274 21.84013671875, -0.310546875 22.05419921875, -0.6379882812499886 22.268310546875, -0.9654785156249943 22.482470703125, -1.29296875 22.696533203125, -1.620410156249989 22.91064453125, -1.947900390624994 23.1248046875, -2.275390625 23.3388671875, -2.602929687499994 23.55302734375, -2.930371093749983 23.767138671875, -3.257861328124989 23.98125, -3.585351562499994 24.195361328125, -3.912792968749983 24.40947265625, -4.240332031249977 24.62353515625, -4.516992187499994 24.8044921875, -4.822607421874977 24.99560546875, -5.049511718749983 25.13544921875, -5.274999999999977 25.27451171874999, -5.516943359374977 25.423779296875, -5.674511718749983 25.51640625, -5.862548828125 25.627001953125, -6.050585937499989 25.73759765625, -6.238671874999994 25.848193359375, -6.426708984374983 25.9587890625, -6.61474609375 26.06943359375, -6.802832031249977 26.17998046875, -6.990869140624994 26.290576171875, -7.178906249999983 26.401171875, -7.366992187499989 26.511767578125, -7.555078124999994 26.62236328125, -7.743115234374983 26.732958984375, -7.93115234375 26.8435546875, -8.119238281249977 26.954150390625, -8.307275390624994 27.06474609375, -8.495312499999983 27.175341796875, -8.683349609375 27.2859375, -8.683349609375 27.490234375, -8.683349609375 27.6564453125, -8.683349609375 27.900390625, -8.683349609375 28.11201171875, -8.683349609375 28.323681640625, -8.683349609375 28.46923828125, -8.683349609375 28.62075195312499, -8.678417968749983 28.689404296875, -8.659912109375 28.718603515625, -8.558349609375 28.76787109375, -8.399316406249994 28.88017578125, -8.340478515624994 28.93017578125, -8.265185546874989 28.980517578125, -7.998925781249994 29.132421875, -7.94384765625 29.174755859375, -7.685156249999977 29.34951171874999, -7.624609374999977 29.3751953125, -7.485742187499994 29.39223632812499, -7.427685546874983 29.425, -7.349755859374994 29.4947265625, -7.234912109374989 29.57490234375, -7.160205078124989 29.612646484375, -7.142431640624977 29.619580078125, -7.094921874999983 29.6251953125, -6.855566406249977 29.601611328125, -6.755126953125 29.583837890625, -6.635351562499977 29.568798828125, -6.597753906249977 29.578955078125, -6.565673828125 29.603857421875, -6.520556640624989 29.65986328125, -6.510693359374983 29.726025390625, -6.507910156249977 29.7837890625, -6.500878906249994 29.809130859375, -6.479736328125 29.820361328125, -6.427636718749994 29.81611328125, -6.357617187499983 29.80830078125, -6.214794921874983 29.81069335937499, -6.16650390625 29.8189453125, -6.004296874999994 29.83125, -5.774999999999977 29.86904296874999, -5.593310546874989 29.91796875, -5.448779296874989 29.95693359374999, -5.293652343749983 30.058642578125, -5.180126953124983 30.16616210937499, -5.061914062499994 30.326416015625, -4.96826171875 30.465380859375, -4.778515624999983 30.55239257812499, -4.61962890625 30.60478515625, -4.529150390624977 30.625537109375, -4.322851562499977 30.69887695312499, -4.148779296874977 30.8095703125, -3.9853515625 30.913525390625, -3.860058593749983 30.92724609375, -3.702001953124977 30.94448242187499, -3.666796874999989 30.96401367187499, -3.626904296874983 31.000927734375, -3.62451171875 31.065771484375, -3.672509765624994 31.111376953125, -3.730175781249983 31.13540039062499, -3.77099609375 31.16181640625, -3.811816406249989 31.1666015625, -3.833398437499994 31.197802734375, -3.821386718749977 31.25546875, -3.815136718749983 31.308837890625, -3.789160156249977 31.36181640625, -3.796435546874989 31.437109375, -3.837109374999983 31.51235351562499, -3.849560546874983 31.56640625, -3.8466796875 31.619873046875, -3.826757812499977 31.6619140625, -3.768164062499977 31.68955078125, -3.700244140624989 31.70009765624999, -3.604589843749977 31.686767578125, -3.439794921874977 31.704541015625, -3.017382812499989 31.83427734375, -2.988232421874983 31.87421875, -2.961132812499983 31.96396484375, -2.930859374999983 32.042529296875, -2.88720703125 32.06884765625, -2.863427734374994 32.07470703125, -2.722607421874983 32.095751953125, -2.523242187499989 32.12568359375, -2.448388671874994 32.12998046875, -2.231249999999989 32.121337890625, -2.072802734374989 32.1150390625, -1.816992187499977 32.10478515625, -1.635156249999994 32.099560546875, -1.47705078125 32.09487304687499, -1.275341796874983 32.08901367187499, -1.225927734374977 32.1072265625, -1.225927734374977 32.16455078125, -1.262109374999994 32.27114257812499, -1.240332031249977 32.33759765625, -1.16259765625 32.399169921875, -1.065527343749977 32.468310546875, -1.111035156249983 32.552294921875, -1.188232421875 32.60849609375, -1.29638671875 32.67568359374999, -1.352148437499977 32.703369140625, -1.449999999999989 32.78481445312499, -1.510009765625 32.87763671875, -1.550732421874983 33.073583984375, -1.625097656249977 33.183349609375, -1.67919921875 33.31865234375, -1.631249999999994 33.566748046875, -1.702978515624977 33.716845703125, -1.714111328125 33.7818359375, -1.714697265624977 33.858203125, -1.692675781249989 33.990283203125, -1.706933593749994 34.17607421875, -1.791796874999989 34.367919921875, -1.751855468749994 34.43325195312499, -1.733300781249994 34.467041015625, -1.739453124999983 34.49609375, -1.816601562499983 34.557080078125, -1.849658203124989 34.60732421874999, -1.832421874999994 34.654638671875, -1.792187499999983 34.723193359375, -1.795605468749983 34.751904296875, -1.9208984375 34.835546875, -2.131787109374983 34.97084960937499, -2.190771484374977 35.02978515625, -2.219628906249994 35.10419921875, -2.017773437499983 35.08505859375, -1.913281249999983 35.09423828125, -1.673632812499989 35.18310546875, -1.483740234374977 35.303076171875, -1.335839843749994 35.3642578125, -1.205371093749989 35.49575195312499, -1.087695312499989 35.578857421875, -0.91748046875 35.668408203125, -0.4261230468749773 35.8615234375, -0.3507812499999829 35.86318359374999, -0.1891601562499829 35.819091796875, -0.04824218749999432 35.8328125, 0.04794921875000568 35.90053710937499, 0.1516601562500171 36.06313476562499, 0.3122070312500114 36.162353515625, 0.5149414062500171 36.26181640625, 0.7908203125000171 36.35654296875, 0.9716796875 36.4439453125, 1.257226562500023 36.519580078125, 1.974511718750023 36.567578125, 2.342871093750006 36.610302734375, 2.593359375000006 36.60068359375, 2.846484375000017 36.7388671875, 2.972851562500011 36.78447265625, 3.5205078125 36.7951171875, 3.779003906250011 36.89619140625, 4.758105468750017 36.896337890625, 4.877832031250023 36.86240234375, 4.995410156250017 36.808056640625, 5.195605468750017 36.676806640625, 5.29541015625 36.6482421875, 5.424609375000017 36.67543945312499, 5.725488281250023 36.799609375, 6.064746093750017 36.8642578125, 6.249121093750006 36.938330078125, 6.327832031250011 37.04604492187499, 6.486523437500011 37.0857421875, 6.575878906250011 37.00302734375, 6.927539062500017 36.91943359375, 7.143457031250023 36.943359375, 7.238476562500011 36.968505859375, 7.204296875000011 37.0923828125, 7.432421875000017 37.05927734375, 7.607714843750017 36.999755859375, 7.791601562500006 36.88027343749999, 7.910449218750017 36.85634765624999, 8.127148437500011 36.9103515625, 8.576562500000023 36.93720703125))"
2,0.103,0.185,0.57,0.282,1.938,0.986,1.074,7.676,7.639,2.183,10.233,5.561,0,0,0,38.429,74.046,37.448,227.68,120.253,180.473,31.327,17.66,43.087,123.467,41.465,54.876,28.621,0,0,0,980.403,AND,0.0,0.0,"POLYGON ((1.7060546875 42.50332031249999, 1.678515625000017 42.4966796875, 1.58642578125 42.45595703124999, 1.534082031250023 42.44169921875, 1.486230468750023 42.43447265624999, 1.448828125000006 42.437451171875, 1.428125000000023 42.46132812499999, 1.430273437500006 42.4978515625, 1.421972656250006 42.530810546875, 1.414843750000017 42.548388671875, 1.428320312500006 42.5958984375, 1.458886718750023 42.6216796875, 1.501367187500023 42.64272460937499, 1.568164062500017 42.635009765625, 1.709863281250023 42.604443359375, 1.739453125000011 42.575927734375, 1.740234375 42.55673828125, 1.713964843750006 42.525634765625, 1.7060546875 42.50332031249999))"
