,trade_value,product,product_description,date,partner,indicator_type,reporter,reporter_ISO
840,586.223824,TOTAL,All Commodities,2015-01-01,World,Import,Greenland,GRL
841,17637.088553,TOTAL,All Commodities,2015-01-01,World,Import,Guatemala,GTM
842,2138.647793,TOTAL,All Commodities,2015-01-01,World,Import,Guinea,GIN
843,8380.670716,TOTAL,All Commodities,2015-01-01,World,Import,Honduras,HND
844,559305.500094,TOTAL,All Commodities,2015-01-01,World,Import,"China, Hong Kong SAR",HKG
845,90760.850877,TOTAL,All Commodities,2015-01-01,World,Import,Hungary,HUN
846,5285.373474,TOTAL,All Commodities,2015-01-01,World,Import,Iceland,ISL
847,142694.802188,TOTAL,All Commodities,2015-01-01,World,Import,Indonesia,IDN
848,77795.266456,TOTAL,All Commodities,2015-01-01,World,Import,Ireland,IRL
849,62067.788,TOTAL,All Commodities,2015-01-01,World,Import,Israel,ISR
850,410933.264465,TOTAL,All Commodities,2015-01-01,World,Import,Italy,ITA
851,9532.205632,TOTAL,All Commodities,2015-01-01,World,Import,Côte d'Ivoire,CIV
852,4993.029814,TOTAL,All Commodities,2015-01-01,World,Import,Jamaica,JAM
853,625568.420678,TOTAL,All Commodities,2015-01-01,World,Import,Japan,JPN
854,30567.159492,TOTAL,All Commodities,2015-01-01,World,Import,Kazakhstan,KAZ
855,20474.908862,TOTAL,All Commodities,2015-01-01,World,Import,Jordan,JOR
856,436486.934609,TOTAL,All Commodities,2015-01-01,World,Import,Rep. of Korea,KOR
857,31907.177437,TOTAL,All Commodities,2015-01-01,World,Import,Kuwait,KWT
858,4068.083799,TOTAL,All Commodities,2015-01-01,World,Import,Kyrgyzstan,KGZ
859,3778.389213,TOTAL,All Commodities,2015-01-01,World,Import,Lao People's Dem. Rep.,LAO
860,18599.766657,TOTAL,All Commodities,2015-01-01,World,Import,Lebanon,LBN
861,1409.5664,TOTAL,All Commodities,2015-01-01,World,Import,Lesotho,LSO
862,13854.046916,TOTAL,All Commodities,2015-01-01,World,Import,Latvia,LVA
863,28176.441602,TOTAL,All Commodities,2015-01-01,World,Import,Lithuania,LTU
864,19296.337662,TOTAL,All Commodities,2015-01-01,World,Import,Luxembourg,LUX
865,10602.57955,TOTAL,All Commodities,2015-01-01,World,Import,"China, Macao SAR",MAC
866,2960.905154,TOTAL,All Commodities,2015-01-01,World,Import,Madagascar,MDG
867,2311.614378,TOTAL,All Commodities,2015-01-01,World,Import,Malawi,MWI
868,176174.598214,TOTAL,All Commodities,2015-01-01,World,Import,Malaysia,MYS
869,1896.85004,TOTAL,All Commodities,2015-01-01,World,Import,Maldives,MDV
870,6788.000921,TOTAL,All Commodities,2015-01-01,World,Import,Malta,MLT
871,4458.341503,TOTAL,All Commodities,2015-01-01,World,Import,Mauritius,MUS
872,395232.221167,TOTAL,All Commodities,2015-01-01,World,Import,Mexico,MEX
873,228508.285711,TOTAL,All Commodities,2015-01-01,World,Import,"Other Asia, nes",
874,3796.591418,TOTAL,All Commodities,2015-01-01,World,Import,Mongolia,MNG
875,3986.820641,TOTAL,All Commodities,2015-01-01,World,Import,Rep. of Moldova,MDA
876,2050.169682,TOTAL,All Commodities,2015-01-01,World,Import,Montenegro,MNE
877,37545.666094,TOTAL,All Commodities,2015-01-01,World,Import,Morocco,MAR
878,29007.05271,TOTAL,All Commodities,2015-01-01,World,Import,Oman,OMN
879,7697.157051,TOTAL,All Commodities,2015-01-01,World,Import,Namibia,NAM
880,6612.094198,TOTAL,All Commodities,2015-01-01,World,Import,Nepal,NPL
881,393728.343914,TOTAL,All Commodities,2015-01-01,World,Import,Netherlands,NLD
882,1165.014285,TOTAL,All Commodities,2015-01-01,World,Import,Aruba,ABW
883,2529.498893,TOTAL,All Commodities,2015-01-01,World,Import,New Caledonia,NCL
884,36528.298388,TOTAL,All Commodities,2015-01-01,World,Import,New Zealand,NZL
885,5866.297865,TOTAL,All Commodities,2015-01-01,World,Import,Nicaragua,NIC
886,2458.340984,TOTAL,All Commodities,2015-01-01,World,Import,Niger,NER
887,77193.217991,TOTAL,All Commodities,2015-01-01,World,Import,Norway,NOR
888,150.315857,TOTAL,All Commodities,2015-01-01,World,Import,Palau,PLW
889,43989.644709,TOTAL,All Commodities,2015-01-01,World,Import,Pakistan,PAK
890,10374.517098,TOTAL,All Commodities,2015-01-01,World,Import,Panama,PAN
891,10291.213118,TOTAL,All Commodities,2015-01-01,World,Import,Paraguay,PRY
892,38026.358883,TOTAL,All Commodities,2015-01-01,World,Import,Peru,PER
893,189696.473787,TOTAL,All Commodities,2015-01-01,World,Import,Poland,POL
894,66870.945677,TOTAL,All Commodities,2015-01-01,World,Import,Portugal,PRT
895,32610.46358,TOTAL,All Commodities,2015-01-01,World,Import,Qatar,QAT
896,69857.682405,TOTAL,All Commodities,2015-01-01,World,Import,Romania,ROU
897,182781.964814,TOTAL,All Commodities,2015-01-01,World,Import,Russian Federation,RUS
898,1858.091101,TOTAL,All Commodities,2015-01-01,World,Import,Rwanda,RWA
899,583.428558,TOTAL,All Commodities,2015-01-01,World,Import,Saint Lucia,LCA
900,163820.952509,TOTAL,All Commodities,2015-01-01,World,Import,Saudi Arabia,SAU
901,5595.354746,TOTAL,All Commodities,2015-01-01,World,Import,Senegal,SEN
902,18210.171281,TOTAL,All Commodities,2015-01-01,World,Import,Serbia,SRB
903,390744.731405,TOTAL,All Commodities,2015-01-01,World,Import,India,IND
904,296744.588534,TOTAL,All Commodities,2015-01-01,World,Import,Singapore,SGP
905,72957.682446,TOTAL,All Commodities,2015-01-01,World,Import,Slovakia,SVK
906,165775.857847,TOTAL,All Commodities,2015-01-01,World,Import,Viet Nam,VNM
907,25870.229469,TOTAL,All Commodities,2015-01-01,World,Import,Slovenia,SVN
908,85509.769906,TOTAL,All Commodities,2015-01-01,World,Import,South Africa,ZAF
909,6002.231852,TOTAL,All Commodities,2015-01-01,World,Import,Zimbabwe,ZWE
910,305266.0323,TOTAL,All Commodities,2015-01-01,World,Import,Spain,ESP
911,1464.295379,TOTAL,All Commodities,2015-01-01,World,Import,Swaziland,SWZ
912,138360.51693,TOTAL,All Commodities,2015-01-01,World,Import,Sweden,SWE
913,253152.460172,TOTAL,All Commodities,2015-01-01,World,Import,Switzerland,CHE
914,202019.428043,TOTAL,All Commodities,2015-01-01,World,Import,Thailand,THA
915,1730.889087,TOTAL,All Commodities,2015-01-01,World,Import,Togo,TGO
916,287024.8475,TOTAL,All Commodities,2015-01-01,World,Import,United Arab Emirates,ARE
917,20222.503107,TOTAL,All Commodities,2015-01-01,World,Import,Tunisia,TUN
918,207206.508911,TOTAL,All Commodities,2015-01-01,World,Import,Turkey,TUR
919,5528.117117,TOTAL,All Commodities,2015-01-01,World,Import,Uganda,UGA
920,37516.15322,TOTAL,All Commodities,2015-01-01,World,Import,Ukraine,UKR
921,6399.822864,TOTAL,All Commodities,2015-01-01,World,Import,North Macedonia,MKD
922,74361.266947,TOTAL,All Commodities,2015-01-01,World,Import,Egypt,EGY
923,630251.057548,TOTAL,All Commodities,2015-01-01,World,Import,United Kingdom,GBR
924,14705.968733,TOTAL,All Commodities,2015-01-01,World,Import,United Rep. of Tanzania,TZA
925,2313424.569327,TOTAL,All Commodities,2015-01-01,World,Import,USA,USA
926,2979.784874,TOTAL,All Commodities,2015-01-01,World,Import,Burkina Faso,BFA
927,9489.416542,TOTAL,All Commodities,2015-01-01,World,Import,Uruguay,URY
928,370.582374,TOTAL,All Commodities,2015-01-01,World,Import,Samoa,WSM
929,6572.822909,TOTAL,All Commodities,2015-01-01,World,Import,Yemen,YEM
930,8419.753552,TOTAL,All Commodities,2015-01-01,World,Import,Zambia,ZMB
931,465.127071,TOTAL,All Commodities,2015-01-01,World,Import,Antigua and Barbuda,ATG
932,456.596903,TOTAL,All Commodities,2015-01-01,World,Import,Central African Rep.,CAF
933,401.710663,TOTAL,All Commodities,2015-01-01,World,Import,Gambia,GMB
934,2185.743674,TOTAL,All Commodities,2015-01-01,World,Import,Guyana,GUY
935,7907.62173,TOTAL,All Commodities,2015-01-01,World,Import,Mozambique,MOZ
936,297.068669,TOTAL,All Commodities,2015-01-01,World,Import,Saint Kitts and Nevis,KNA
937,333.671111,TOTAL,All Commodities,2015-01-01,World,Import,Saint Vincent and the Grenadines,VCT
938,141.847245,TOTAL,All Commodities,2015-01-01,World,Import,Sao Tome and Principe,STP
939,975.247806,TOTAL,All Commodities,2015-01-01,World,Import,Seychelles,SYC
940,1759.408505,TOTAL,All Commodities,2015-01-01,World,Import,Sierra Leone,SLE
941,8413.439462,TOTAL,All Commodities,2015-01-01,World,Import,Sudan,SDN
942,9297.80859,TOTAL,All Commodities,2015-01-01,World,Import,Trinidad and Tobago,TTO
943,7722.865049,TOTAL,ALL COMMODITIES,2015-01-01,World,Import,Afghanistan,AFG
944,1617.853172,TOTAL,ALL COMMODITIES,2015-01-01,World,Import,Barbados,BRB
945,70153.466327,TOTAL,ALL COMMODITIES,2015-01-01,World,Import,Philippines,PHL
946,4669.289913,TOTAL,All Commodities,2016-01-01,World,Import,Albania,ALB
947,47090.683586,TOTAL,All Commodities,2016-01-01,World,Import,Algeria,DZA
948,1354.095936,TOTAL,All Commodities,2016-01-01,World,Import,Andorra,AND
949,8515.807069,TOTAL,All Commodities,2016-01-01,World,Import,Azerbaijan,AZE
950,55609.517491,TOTAL,All Commodities,2016-01-01,World,Import,Argentina,ARG
951,189406.027941,TOTAL,All Commodities,2016-01-01,World,Import,Australia,AUS
952,149987.386054,TOTAL,All Commodities,2016-01-01,World,Import,Austria,AUT
953,14748.539854,TOTAL,All Commodities,2016-01-01,World,Import,Bahrain,BHR
954,3218.457706,TOTAL,All Commodities,2016-01-01,World,Import,Armenia,ARM
955,372712.712544,TOTAL,All Commodities,2016-01-01,World,Import,Belgium,BEL
956,971.42941,TOTAL,All Commodities,2016-01-01,World,Import,Bermuda,BMU
957,8426.932948,TOTAL,All Commodities,2016-01-01,World,Import,Bolivia (Plurinational State of),BOL
958,9141.880413,TOTAL,All Commodities,2016-01-01,World,Import,Bosnia Herzegovina,BIH
959,6102.721575,TOTAL,All Commodities,2016-01-01,World,Import,Botswana,BWA
960,137552.002466,TOTAL,All Commodities,2016-01-01,World,Import,Brazil,BRA
961,952.493786,TOTAL,All Commodities,2016-01-01,World,Import,Belize,BLZ
962,453.853633,TOTAL,All Commodities,2016-01-01,World,Import,Solomon Isds,SLB
963,2678.505864,TOTAL,All Commodities,2016-01-01,World,Import,Brunei Darussalam,BRN
964,28958.139912,TOTAL,All Commodities,2016-01-01,World,Import,Bulgaria,BGR
965,15695.737692,TOTAL,All Commodities,2016-01-01,World,Import,Myanmar,MMR
966,625.328492,TOTAL,All Commodities,2016-01-01,World,Import,Burundi,BDI
967,27609.8837,TOTAL,All Commodities,2016-01-01,World,Import,Belarus,BLR
968,12371.008437,TOTAL,All Commodities,2016-01-01,World,Import,Cambodia,KHM
969,4898.88703,TOTAL,All Commodities,2016-01-01,World,Import,Cameroon,CMR
970,402966.133661,TOTAL,All Commodities,2016-01-01,World,Import,Canada,CAN
971,672.16014,TOTAL,All Commodities,2016-01-01,World,Import,Cabo Verde,CPV
972,401.31971,TOTAL,All Commodities,2016-01-01,World,Import,Central African Rep.,CAF
973,19500.757049,TOTAL,All Commodities,2016-01-01,World,Import,Sri Lanka,LKA
974,58760.906357,TOTAL,All Commodities,2016-01-01,World,Import,Chile,CHL
975,1587920.688162,TOTAL,All Commodities,2016-01-01,World,Import,China,CHN
976,44831.142874,TOTAL,All Commodities,2016-01-01,World,Import,Colombia,COL
977,15321.512292,TOTAL,All Commodities,2016-01-01,World,Import,Costa Rica,CRI
978,21829.864971,TOTAL,All Commodities,2016-01-01,World,Import,Croatia,HRV
979,6604.059335,TOTAL,All Commodities,2016-01-01,World,Import,Cyprus,CYP
980,142327.655949,TOTAL,All Commodities,2016-01-01,World,Import,Czechia,CZE
981,2630.157599,TOTAL,All Commodities,2016-01-01,World,Import,Benin,BEN
982,84427.76062,TOTAL,All Commodities,2016-01-01,World,Import,Denmark,DNK
983,17788.80796,TOTAL,All Commodities,2016-01-01,World,Import,Dominican Rep.,DOM
984,16188.692759,TOTAL,All Commodities,2016-01-01,World,Import,Ecuador,ECU
985,9829.302034,TOTAL,All Commodities,2016-01-01,World,Import,El Salvador,SLV
986,15682.263347,TOTAL,All Commodities,2016-01-01,World,Import,Estonia,EST
987,2316.409857,TOTAL,All Commodities,2016-01-01,World,Import,Fiji,FJI
988,60501.949554,TOTAL,All Commodities,2016-01-01,World,Import,Finland,FIN
989,560554.862702,TOTAL,All Commodities,2016-01-01,World,Import,France,FRA
990,7235.769557,TOTAL,All Commodities,2016-01-01,World,Import,Georgia,GEO
991,5363.768017,TOTAL,All Commodities,2016-01-01,World,Import,State of Palestine,PSE
992,1060672.017229,TOTAL,All Commodities,2016-01-01,World,Import,Germany,DEU
993,11361.004402,TOTAL,All Commodities,2016-01-01,World,Import,Ghana,GHA
994,117.40835,TOTAL,All Commodities,2016-01-01,World,Import,Kiribati,KIR
995,47595.035419,TOTAL,All Commodities,2016-01-01,World,Import,Greece,GRC
996,623.038538,TOTAL,All Commodities,2016-01-01,World,Import,Greenland,GRL
997,16978.677827,TOTAL,All Commodities,2016-01-01,World,Import,Guatemala,GTM
998,7912.040654,TOTAL,All Commodities,2016-01-01,World,Import,Honduras,HND
999,547124.44811,TOTAL,All Commodities,2016-01-01,World,Import,"China, Hong Kong SAR",HKG
1000,92044.319515,TOTAL,All Commodities,2016-01-01,World,Import,Hungary,HUN
1001,5703.240191,TOTAL,All Commodities,2016-01-01,World,Import,Iceland,ISL
1002,135652.799792,TOTAL,All Commodities,2016-01-01,World,Import,Indonesia,IDN
1003,42702.117908,TOTAL,All Commodities,2016-01-01,World,Import,Iran,IRN
1004,82028.942307,TOTAL,All Commodities,2016-01-01,World,Import,Ireland,IRL
1005,65802.693,TOTAL,All Commodities,2016-01-01,World,Import,Israel,ISR
1006,404577.979401,TOTAL,All Commodities,2016-01-01,World,Import,Italy,ITA
1007,8404.078296,TOTAL,All Commodities,2016-01-01,World,Import,Côte d'Ivoire,CIV
1008,4767.089174,TOTAL,All Commodities,2016-01-01,World,Import,Jamaica,JAM
1009,606924.046814,TOTAL,All Commodities,2016-01-01,World,Import,Japan,JPN
1010,25174.778826,TOTAL,All Commodities,2016-01-01,World,Import,Kazakhstan,KAZ
1011,19207.038414,TOTAL,All Commodities,2016-01-01,World,Import,Jordan,JOR
1012,406181.944067,TOTAL,All Commodities,2016-01-01,World,Import,Rep. of Korea,KOR
1013,30820.178692,TOTAL,All Commodities,2016-01-01,World,Import,Kuwait,KWT
1014,3844.473299,TOTAL,All Commodities,2016-01-01,World,Import,Kyrgyzstan,KGZ
1015,4107.068454,TOTAL,All Commodities,2016-01-01,World,Import,Lao People's Dem. Rep.,LAO
1016,18702.745744,TOTAL,All Commodities,2016-01-01,World,Import,Lebanon,LBN
1017,13593.141733,TOTAL,All Commodities,2016-01-01,World,Import,Latvia,LVA
1018,27349.062896,TOTAL,All Commodities,2016-01-01,World,Import,Lithuania,LTU
1019,19123.618193,TOTAL,All Commodities,2016-01-01,World,Import,Luxembourg,LUX
1020,8924.463347,TOTAL,All Commodities,2016-01-01,World,Import,"China, Macao SAR",MAC
1021,2971.710042,TOTAL,All Commodities,2016-01-01,World,Import,Madagascar,MDG
1022,2209.814619,TOTAL,All Commodities,2016-01-01,World,Import,Malawi,MWI
1023,168375.228233,TOTAL,All Commodities,2016-01-01,World,Import,Malaysia,MYS
1024,2127.968569,TOTAL,All Commodities,2016-01-01,World,Import,Maldives,MDV
1025,3845.404761,TOTAL,All Commodities,2016-01-01,World,Import,Mali,MLI
1026,7181.978806,TOTAL,All Commodities,2016-01-01,World,Import,Malta,MLT
1027,2173.837838,TOTAL,All Commodities,2016-01-01,World,Import,Mauritania,MRT
1028,4654.906199,TOTAL,All Commodities,2016-01-01,World,Import,Mauritius,MUS
1029,387064.351348,TOTAL,All Commodities,2016-01-01,World,Import,Mexico,MEX
1030,230930.098259,TOTAL,All Commodities,2016-01-01,World,Import,"Other Asia, nes",
1031,3339.603834,TOTAL,All Commodities,2016-01-01,World,Import,Mongolia,MNG
1032,4020.359283,TOTAL,All Commodities,2016-01-01,World,Import,Rep. of Moldova,MDA
1033,2262.764282,TOTAL,All Commodities,2016-01-01,World,Import,Montenegro,MNE
1034,41696.101721,TOTAL,All Commodities,2016-01-01,World,Import,Morocco,MAR
1035,23260.012444,TOTAL,All Commodities,2016-01-01,World,Import,Oman,OMN
1036,6721.043529,TOTAL,All Commodities,2016-01-01,World,Import,Namibia,NAM
1037,8878.502224,TOTAL,All Commodities,2016-01-01,World,Import,Nepal,NPL
1038,398336.339305,TOTAL,All Commodities,2016-01-01,World,Import,Netherlands,NLD
1039,1116.85539,TOTAL,All Commodities,2016-01-01,World,Import,Aruba,ABW
1040,36213.017538,TOTAL,All Commodities,2016-01-01,World,Import,New Zealand,NZL
1041,7475.805835,TOTAL,All Commodities,2016-01-01,World,Import,Nicaragua,NIC
1042,1860.691131,TOTAL,All Commodities,2016-01-01,World,Import,Niger,NER
1043,35194.301007,TOTAL,All Commodities,2016-01-01,World,Import,Nigeria,NGA
1044,72809.78777,TOTAL,All Commodities,2016-01-01,World,Import,Norway,NOR
1045,153.50845,TOTAL,All Commodities,2016-01-01,World,Import,Palau,PLW
1046,46998.269105,TOTAL,All Commodities,2016-01-01,World,Import,Pakistan,PAK
1047,9238.038728,TOTAL,All Commodities,2016-01-01,World,Import,Panama,PAN
1048,9752.559414,TOTAL,All Commodities,2016-01-01,World,Import,Paraguay,PRY
1049,36147.726687,TOTAL,All Commodities,2016-01-01,World,Import,Peru,PER
1050,188517.818933,TOTAL,All Commodities,2016-01-01,World,Import,Poland,POL
1051,67952.834136,TOTAL,All Commodities,2016-01-01,World,Import,Portugal,PRT
1052,32060.069584,TOTAL,All Commodities,2016-01-01,World,Import,Qatar,QAT
1053,74604.616829,TOTAL,All Commodities,2016-01-01,World,Import,Romania,ROU
1054,182257.21391,TOTAL,All Commodities,2016-01-01,World,Import,Russian Federation,RUS
1055,1778.279113,TOTAL,All Commodities,2016-01-01,World,Import,Rwanda,RWA
1056,668.50369,TOTAL,All Commodities,2016-01-01,World,Import,Saint Lucia,LCA
1057,140169.674678,TOTAL,All Commodities,2016-01-01,World,Import,Saudi Arabia,SAU
1058,5477.91219,TOTAL,All Commodities,2016-01-01,World,Import,Senegal,SEN
1059,19230.912776,TOTAL,All Commodities,2016-01-01,World,Import,Serbia,SRB
1060,356704.792107,TOTAL,All Commodities,2016-01-01,World,Import,India,IND
1061,291908.368784,TOTAL,All Commodities,2016-01-01,World,Import,Singapore,SGP
1062,75144.978379,TOTAL,All Commodities,2016-01-01,World,Import,Slovakia,SVK
1063,174978.350264,TOTAL,All Commodities,2016-01-01,World,Import,Viet Nam,VNM
1064,26690.369758,TOTAL,All Commodities,2016-01-01,World,Import,Slovenia,SVN
1065,74744.010293,TOTAL,All Commodities,2016-01-01,World,Import,South Africa,ZAF
1066,5211.576649,TOTAL,All Commodities,2016-01-01,World,Import,Zimbabwe,ZWE
1067,302538.874349,TOTAL,All Commodities,2016-01-01,World,Import,Spain,ESP
1068,1299.119738,TOTAL,All Commodities,2016-01-01,World,Import,Swaziland,SWZ
1069,141101.222684,TOTAL,All Commodities,2016-01-01,World,Import,Sweden,SWE
1070,269157.232225,TOTAL,All Commodities,2016-01-01,World,Import,Switzerland,CHE
1071,195714.246168,TOTAL,All Commodities,2016-01-01,World,Import,Thailand,THA
1072,1715.643924,TOTAL,All Commodities,2016-01-01,World,Import,Togo,TGO
1073,270882.074394,TOTAL,All Commodities,2016-01-01,World,Import,United Arab Emirates,ARE
1074,19487.207662,TOTAL,All Commodities,2016-01-01,World,Import,Tunisia,TUN
1075,198618.235047,TOTAL,All Commodities,2016-01-01,World,Import,Turkey,TUR
1076,4829.459128,TOTAL,All Commodities,2016-01-01,World,Import,Uganda,UGA
1077,39249.626345,TOTAL,All Commodities,2016-01-01,World,Import,Ukraine,UKR
1078,6757.023458,TOTAL,All Commodities,2016-01-01,World,Import,North Macedonia,MKD
1079,58052.631649,TOTAL,All Commodities,2016-01-01,World,Import,Egypt,EGY
1080,636367.936193,TOTAL,All Commodities,2016-01-01,World,Import,United Kingdom,GBR
1081,7876.086602,TOTAL,All Commodities,2016-01-01,World,Import,United Rep. of Tanzania,TZA
1082,2248208.943026,TOTAL,All Commodities,2016-01-01,World,Import,USA,USA
1083,3342.727115,TOTAL,All Commodities,2016-01-01,World,Import,Burkina Faso,BFA
1084,8136.629138,TOTAL,All Commodities,2016-01-01,World,Import,Uruguay,URY
1085,349.840565,TOTAL,All Commodities,2016-01-01,World,Import,Samoa,WSM
1086,490.525305,TOTAL,All Commodities,2016-01-01,World,Import,Antigua and Barbuda,ATG
1087,19120.743254,TOTAL,All Commodities,2016-01-01,World,Import,Ethiopia,ETH
1088,384.337736,TOTAL,All Commodities,2016-01-01,World,Import,Gambia,GMB
1089,1624.985848,TOTAL,All Commodities,2016-01-01,World,Import,Guyana,GUY
1090,5295.312574,TOTAL,All Commodities,2016-01-01,World,Import,Mozambique,MOZ
1091,333.779255,TOTAL,All Commodities,2016-01-01,World,Import,Saint Kitts and Nevis,KNA
1092,334.767433,TOTAL,All Commodities,2016-01-01,World,Import,Saint Vincent and the Grenadines,VCT
1093,139.352022,TOTAL,All Commodities,2016-01-01,World,Import,Sao Tome and Principe,STP
1094,1647.989714,TOTAL,All Commodities,2016-01-01,World,Import,Seychelles,SYC
1095,957.927386,TOTAL,All Commodities,2016-01-01,World,Import,Sierra Leone,SLE
1096,1174.215974,TOTAL,All Commodities,2016-01-01,World,Import,Suriname,SUR
1097,6534.140413,TOTAL,ALL COMMODITIES,2016-01-01,World,Import,Afghanistan,AFG
1098,1621.269759,TOTAL,ALL COMMODITIES,2016-01-01,World,Import,Barbados,BRB
1099,85908.572116,TOTAL,ALL COMMODITIES,2016-01-01,World,Import,Philippines,PHL
1100,5293.901931,TOTAL,All Commodities,2017-01-01,World,Import,Albania,ALB
1101,46053.015989,TOTAL,All Commodities,2017-01-01,World,Import,Algeria,DZA
1102,1478.292965,TOTAL,All Commodities,2017-01-01,World,Import,Andorra,AND
1103,228441.736928,TOTAL,All Commodities,2017-01-01,World,Import,Australia,AUS
1104,166475.08097,TOTAL,All Commodities,2017-01-01,World,Import,Austria,AUT
1105,3893.454903,TOTAL,All Commodities,2017-01-01,World,Import,Armenia,ARM
1106,406412.281148,TOTAL,All Commodities,2017-01-01,World,Import,Belgium,BEL
1107,1078.213784,TOTAL,All Commodities,2017-01-01,World,Import,Bermuda,BMU
1108,9302.385887,TOTAL,All Commodities,2017-01-01,World,Import,Bolivia (Plurinational State of),BOL
1109,10444.46563,TOTAL,All Commodities,2017-01-01,World,Import,Bosnia Herzegovina,BIH
1110,150749.452449,TOTAL,All Commodities,2017-01-01,World,Import,Brazil,BRA
1111,3084.533899,TOTAL,All Commodities,2017-01-01,World,Import,Brunei Darussalam,BRN
1112,34263.590069,TOTAL,All Commodities,2017-01-01,World,Import,Bulgaria,BGR
1113,19253.455102,TOTAL,All Commodities,2017-01-01,World,Import,Myanmar,MMR
1114,34234.8492,TOTAL,All Commodities,2017-01-01,World,Import,Belarus,BLR
1115,432405.19066,TOTAL,All Commodities,2017-01-01,World,Import,Canada,CAN
1116,21316.19995,TOTAL,All Commodities,2017-01-01,World,Import,Sri Lanka,LKA
1117,65061.731101,TOTAL,All Commodities,2017-01-01,World,Import,Chile,CHL
1118,1843792.938795,TOTAL,All Commodities,2017-01-01,World,Import,China,CHN
1119,46050.188812,TOTAL,All Commodities,2017-01-01,World,Import,Colombia,COL
1120,4553.448296,TOTAL,All Commodities,2017-01-01,World,Import,Congo,COG
1121,16352.350364,TOTAL,All Commodities,2017-01-01,World,Import,Costa Rica,CRI
1122,24512.646924,TOTAL,All Commodities,2017-01-01,World,Import,Croatia,HRV
1123,9308.162125,TOTAL,All Commodities,2017-01-01,World,Import,Cyprus,CYP
1124,162898.931578,TOTAL,All Commodities,2017-01-01,World,Import,Czechia,CZE
1125,92120.886507,TOTAL,All Commodities,2017-01-01,World,Import,Denmark,DNK
1126,19524.253471,TOTAL,All Commodities,2017-01-01,World,Import,Dominican Rep.,DOM
1127,19844.93284,TOTAL,All Commodities,2017-01-01,World,Import,Ecuador,ECU
1128,10592.788531,TOTAL,All Commodities,2017-01-01,World,Import,El Salvador,SLV
1129,17358.033575,TOTAL,All Commodities,2017-01-01,World,Import,Estonia,EST
1130,2419.936788,TOTAL,All Commodities,2017-01-01,World,Import,Fiji,FJI
1131,70100.319875,TOTAL,All Commodities,2017-01-01,World,Import,Finland,FIN
1132,613132.639717,TOTAL,All Commodities,2017-01-01,World,Import,France,FRA
1133,1167753.355161,TOTAL,All Commodities,2017-01-01,World,Import,Germany,DEU
1134,55300.597553,TOTAL,All Commodities,2017-01-01,World,Import,Greece,GRC
1135,18377.914375,TOTAL,All Commodities,2017-01-01,World,Import,Guatemala,GTM
1136,8612.241191,TOTAL,All Commodities,2017-01-01,World,Import,Honduras,HND
1137,589317.44032,TOTAL,All Commodities,2017-01-01,World,Import,"China, Hong Kong SAR",HKG
1138,104283.798638,TOTAL,All Commodities,2017-01-01,World,Import,Hungary,HUN
1139,6970.762505,TOTAL,All Commodities,2017-01-01,World,Import,Iceland,ISL
1140,156925.129942,TOTAL,All Commodities,2017-01-01,World,Import,Indonesia,IDN
1141,51612.276867,TOTAL,All Commodities,2017-01-01,World,Import,Iran,IRN
1142,88828.357456,TOTAL,All Commodities,2017-01-01,World,Import,Ireland,IRL
1143,69115.976,TOTAL,All Commodities,2017-01-01,World,Import,Israel,ISR
1144,451415.534842,TOTAL,All Commodities,2017-01-01,World,Import,Italy,ITA
1145,671474.306095,TOTAL,All Commodities,2017-01-01,World,Import,Japan,JPN
1146,29345.935356,TOTAL,All Commodities,2017-01-01,World,Import,Kazakhstan,KAZ
1147,20407.329339,TOTAL,All Commodities,2017-01-01,World,Import,Jordan,JOR
1148,478469.167573,TOTAL,All Commodities,2017-01-01,World,Import,Rep. of Korea,KOR
1149,33589.651936,TOTAL,All Commodities,2017-01-01,World,Import,Kuwait,KWT
1150,4487.291617,TOTAL,All Commodities,2017-01-01,World,Import,Kyrgyzstan,KGZ
1151,140411.757521,TOTAL,All Commodities,2017-01-01,World,Import,Lebanon,LBN
1152,2065.571364,TOTAL,All Commodities,2017-01-01,World,Import,Lesotho,LSO
1153,15897.395352,TOTAL,All Commodities,2017-01-01,World,Import,Latvia,LVA
1154,30978.718199,TOTAL,All Commodities,2017-01-01,World,Import,Lithuania,LTU
1155,21070.831564,TOTAL,All Commodities,2017-01-01,World,Import,Luxembourg,LUX
1156,3654.467201,TOTAL,All Commodities,2017-01-01,World,Import,Madagascar,MDG
1157,193855.940671,TOTAL,All Commodities,2017-01-01,World,Import,Malaysia,MYS
1158,2359.606355,TOTAL,All Commodities,2017-01-01,World,Import,Maldives,MDV
1159,5269.484338,TOTAL,All Commodities,2017-01-01,World,Import,Mauritius,MUS
1160,259609.174581,TOTAL,All Commodities,2017-01-01,World,Import,"Other Asia, nes",
1161,4337.319902,TOTAL,All Commodities,2017-01-01,World,Import,Mongolia,MNG
1162,2610.535972,TOTAL,All Commodities,2017-01-01,World,Import,Montenegro,MNE
1163,45039.093063,TOTAL,All Commodities,2017-01-01,World,Import,Morocco,MAR
1164,26434.873449,TOTAL,All Commodities,2017-01-01,World,Import,Oman,OMN
1165,6778.202853,TOTAL,All Commodities,2017-01-01,World,Import,Namibia,NAM
1166,450075.697537,TOTAL,All Commodities,2017-01-01,World,Import,Netherlands,NLD
