,trade_value,product,product_description,date,partner,indicator_type,reporter,reporter_ISO
0,2430.723644,TOTAL,All Commodities,2014-01-01,World,Export,Albania,ALB
1,60387.689304,TOTAL,All Commodities,2014-01-01,World,Export,Algeria,DZA
2,95.157707,TOTAL,All Commodities,2014-01-01,World,Export,Andorra,AND
3,58672.36919,TOTAL,All Commodities,2014-01-01,World,Export,Angola,AGO
4,21751.737145,TOTAL,All Commodities,2014-01-01,World,Export,Azerbaijan,AZE
5,68407.381825,TOTAL,All Commodities,2014-01-01,World,Export,Argentina,ARG
6,240444.683866,TOTAL,All Commodities,2014-01-01,World,Export,Australia,AUS
7,169714.98928,TOTAL,All Commodities,2014-01-01,World,Export,Austria,AUT
8,689.194495,TOTAL,All Commodities,2014-01-01,World,Export,Bahamas,BHS
9,23745.958554,TOTAL,All Commodities,2014-01-01,World,Export,Bahrain,BHR
10,1490.190146,TOTAL,All Commodities,2014-01-01,World,Export,Armenia,ARM
11,472201.274292,TOTAL,All Commodities,2014-01-01,World,Export,Belgium,BEL
12,11.968501,TOTAL,All Commodities,2014-01-01,World,Export,Bermuda,BMU
13,13034.220241,TOTAL,All Commodities,2014-01-01,World,Export,Bolivia (Plurinational State of),BOL
14,5892.102201,TOTAL,All Commodities,2014-01-01,World,Export,Bosnia Herzegovina,BIH
15,7915.468175,TOTAL,All Commodities,2014-01-01,World,Export,Botswana,BWA
16,225098.405233,TOTAL,All Commodities,2014-01-01,World,Export,Brazil,BRA
17,358.429021,TOTAL,All Commodities,2014-01-01,World,Export,Belize,BLZ
18,10508.832881,TOTAL,All Commodities,2014-01-01,World,Export,Brunei Darussalam,BRN
19,29386.540311,TOTAL,All Commodities,2014-01-01,World,Export,Bulgaria,BGR
20,11451.86054,TOTAL,All Commodities,2014-01-01,World,Export,Myanmar,MMR
21,141.500677,TOTAL,All Commodities,2014-01-01,World,Export,Burundi,BDI
22,36080.5368,TOTAL,All Commodities,2014-01-01,World,Export,Belarus,BLR
23,6846.019309,TOTAL,All Commodities,2014-01-01,World,Export,Cambodia,KHM
24,5159.519529,TOTAL,All Commodities,2014-01-01,World,Export,Cameroon,CMR
25,475177.176344,TOTAL,All Commodities,2014-01-01,World,Export,Canada,CAN
26,356.780551,TOTAL,All Commodities,2014-01-01,World,Export,Cabo Verde,CPV
27,11295.485897,TOTAL,All Commodities,2014-01-01,World,Export,Sri Lanka,LKA
28,75083.496948,TOTAL,All Commodities,2014-01-01,World,Export,Chile,CHL
29,2342292.69632,TOTAL,All Commodities,2014-01-01,World,Export,China,CHN
30,54794.812015,TOTAL,All Commodities,2014-01-01,World,Export,Colombia,COL
31,6550.00199,TOTAL,All Commodities,2014-01-01,World,Export,Congo,COG
32,11242.661045,TOTAL,All Commodities,2014-01-01,World,Export,Costa Rica,CRI
33,13843.89984,TOTAL,All Commodities,2014-01-01,World,Export,Croatia,HRV
34,1923.547446,TOTAL,All Commodities,2014-01-01,World,Export,Cyprus,CYP
35,174279.451675,TOTAL,All Commodities,2014-01-01,World,Export,Czechia,CZE
36,110748.92125,TOTAL,All Commodities,2014-01-01,World,Export,Denmark,DNK
37,9927.795974,TOTAL,All Commodities,2014-01-01,World,Export,Dominican Rep.,DOM
38,25724.432491,TOTAL,All Commodities,2014-01-01,World,Export,Ecuador,ECU
39,5301.546008,TOTAL,All Commodities,2014-01-01,World,Export,El Salvador,SLV
40,5666.889413,TOTAL,All Commodities,2014-01-01,World,Export,Ethiopia,ETH
41,17465.559809,TOTAL,All Commodities,2014-01-01,World,Export,Estonia,EST
42,1373.264431,TOTAL,All Commodities,2014-01-01,World,Export,Fiji,FJI
43,74338.833529,TOTAL,All Commodities,2014-01-01,World,Export,Finland,FIN
44,566656.165381,TOTAL,All Commodities,2014-01-01,World,Export,France,FRA
45,170.097225,TOTAL,All Commodities,2014-01-01,World,Export,French Polynesia,PYF
46,2861.043298,TOTAL,All Commodities,2014-01-01,World,Export,Georgia,GEO
47,1498157.777815,TOTAL,All Commodities,2014-01-01,World,Export,Germany,DEU
48,10.158527,TOTAL,All Commodities,2014-01-01,World,Export,Kiribati,KIR
49,35755.371471,TOTAL,All Commodities,2014-01-01,World,Export,Greece,GRC
50,540.496243,TOTAL,All Commodities,2014-01-01,World,Export,Greenland,GRL
51,10890.690739,TOTAL,All Commodities,2014-01-01,World,Export,Guatemala,GTM
52,1946.667588,TOTAL,All Commodities,2014-01-01,World,Export,Guinea,GIN
53,4533.347641,TOTAL,All Commodities,2014-01-01,World,Export,Honduras,HND
54,524064.898602,TOTAL,All Commodities,2014-01-01,World,Export,"China, Hong Kong SAR",HKG
55,112536.243771,TOTAL,All Commodities,2014-01-01,World,Export,Hungary,HUN
56,5051.299749,TOTAL,All Commodities,2014-01-01,World,Export,Iceland,ISL
57,176036.194332,TOTAL,All Commodities,2014-01-01,World,Export,Indonesia,IDN
58,90328.134766,TOTAL,All Commodities,2014-01-01,World,Export,Iran,IRN
59,123071.28903,TOTAL,All Commodities,2014-01-01,World,Export,Ireland,IRL
60,68965.008,TOTAL,All Commodities,2014-01-01,World,Export,Israel,ISR
61,529528.733451,TOTAL,All Commodities,2014-01-01,World,Export,Italy,ITA
62,1451.988337,TOTAL,All Commodities,2014-01-01,World,Export,Jamaica,JAM
63,690217.466341,TOTAL,All Commodities,2014-01-01,World,Export,Japan,JPN
64,79458.749145,TOTAL,All Commodities,2014-01-01,World,Export,Kazakhstan,KAZ
65,8385.330134,TOTAL,All Commodities,2014-01-01,World,Export,Jordan,JOR
66,573074.77309,TOTAL,All Commodities,2014-01-01,World,Export,Rep. of Korea,KOR
67,101131.954619,TOTAL,All Commodities,2014-01-01,World,Export,Kuwait,KWT
68,2572.201001,TOTAL,All Commodities,2014-01-01,World,Export,Lao People's Dem. Rep.,LAO
69,3312.205568,TOTAL,All Commodities,2014-01-01,World,Export,Lebanon,LBN
70,13602.81546,TOTAL,All Commodities,2014-01-01,World,Export,Latvia,LVA
71,32394.296287,TOTAL,All Commodities,2014-01-01,World,Export,Lithuania,LTU
72,14790.882956,TOTAL,All Commodities,2014-01-01,World,Export,Luxembourg,LUX
73,1240.02946,TOTAL,All Commodities,2014-01-01,World,Export,"China, Macao SAR",MAC
74,2243.189647,TOTAL,All Commodities,2014-01-01,World,Export,Madagascar,MDG
75,1341.897681,TOTAL,All Commodities,2014-01-01,World,Export,Malawi,MWI
76,234134.976857,TOTAL,All Commodities,2014-01-01,World,Export,Malaysia,MYS
77,144.839922,TOTAL,All Commodities,2014-01-01,World,Export,Maldives,MDV
78,4970.788422,TOTAL,All Commodities,2014-01-01,World,Export,Malta,MLT
79,2662.998582,TOTAL,All Commodities,2014-01-01,World,Export,Mauritius,MUS
80,396881.845729,TOTAL,All Commodities,2014-01-01,World,Export,Mexico,MEX
81,313563.34238,TOTAL,All Commodities,2014-01-01,World,Export,"Other Asia, nes",
82,5774.330896,TOTAL,All Commodities,2014-01-01,World,Export,Mongolia,MNG
83,440.658741,TOTAL,All Commodities,2014-01-01,World,Export,Montenegro,MNE
84,50718.324403,TOTAL,All Commodities,2014-01-01,World,Export,Oman,OMN
85,5983.840058,TOTAL,All Commodities,2014-01-01,World,Export,Namibia,NAM
86,900.858622,TOTAL,All Commodities,2014-01-01,World,Export,Nepal,NPL
87,571347.541556,TOTAL,All Commodities,2014-01-01,World,Export,Netherlands,NLD
88,116.21426,TOTAL,All Commodities,2014-01-01,World,Export,Aruba,ABW
89,1618.988611,TOTAL,All Commodities,2014-01-01,World,Export,New Caledonia,NCL
90,41635.62276,TOTAL,All Commodities,2014-01-01,World,Export,New Zealand,NZL
91,4973.501433,TOTAL,All Commodities,2014-01-01,World,Export,Nicaragua,NIC
92,144611.289843,TOTAL,All Commodities,2014-01-01,World,Export,Norway,NOR
93,11.400373,TOTAL,All Commodities,2014-01-01,World,Export,Palau,PLW
94,24722.182145,TOTAL,All Commodities,2014-01-01,World,Export,Pakistan,PAK
95,12959.956513,TOTAL,All Commodities,2014-01-01,World,Export,Panama,PAN
96,9635.735187,TOTAL,All Commodities,2014-01-01,World,Export,Paraguay,PRY
97,38645.855012,TOTAL,All Commodities,2014-01-01,World,Export,Peru,PER
98,214476.794173,TOTAL,All Commodities,2014-01-01,World,Export,Poland,POL
99,63834.385666,TOTAL,All Commodities,2014-01-01,World,Export,Portugal,PRT
100,131591.553318,TOTAL,All Commodities,2014-01-01,World,Export,Qatar,QAT
101,69877.890844,TOTAL,All Commodities,2014-01-01,World,Export,Romania,ROU
102,497833.528848,TOTAL,All Commodities,2014-01-01,World,Export,Russian Federation,RUS
103,653.364883,TOTAL,All Commodities,2014-01-01,World,Export,Rwanda,RWA
104,341947.182544,TOTAL,All Commodities,2014-01-01,World,Export,Saudi Arabia,SAU
105,14843.348443,TOTAL,All Commodities,2014-01-01,World,Export,Serbia,SRB
106,317544.642257,TOTAL,All Commodities,2014-01-01,World,Export,India,IND
107,409768.670143,TOTAL,All Commodities,2014-01-01,World,Export,Singapore,SGP
108,85976.289112,TOTAL,All Commodities,2014-01-01,World,Export,Slovakia,SVK
109,150217.138752,TOTAL,All Commodities,2014-01-01,World,Export,Viet Nam,VNM
110,30522.102229,TOTAL,All Commodities,2014-01-01,World,Export,Slovenia,SVN
111,92589.50265,TOTAL,All Commodities,2014-01-01,World,Export,South Africa,ZAF
112,3063.74136,TOTAL,All Commodities,2014-01-01,World,Export,Zimbabwe,ZWE
113,318649.311794,TOTAL,All Commodities,2014-01-01,World,Export,Spain,ESP
114,1883.597408,TOTAL,All Commodities,2014-01-01,World,Export,Swaziland,SWZ
115,164680.012839,TOTAL,All Commodities,2014-01-01,World,Export,Sweden,SWE
116,311145.884178,TOTAL,All Commodities,2014-01-01,World,Export,Switzerland,CHE
117,227572.764096,TOTAL,All Commodities,2014-01-01,World,Export,Thailand,THA
118,18.879495,TOTAL,All Commodities,2014-01-01,World,Export,Tonga,TON
119,380339.616263,TOTAL,All Commodities,2014-01-01,World,Export,United Arab Emirates,ARE
120,16759.747696,TOTAL,All Commodities,2014-01-01,World,Export,Tunisia,TUN
121,157610.15769,TOTAL,All Commodities,2014-01-01,World,Export,Turkey,TUR
122,2261.964444,TOTAL,All Commodities,2014-01-01,World,Export,Uganda,UGA
123,53913.302426,TOTAL,All Commodities,2014-01-01,World,Export,Ukraine,UKR
124,4964.13218,TOTAL,All Commodities,2014-01-01,World,Export,North Macedonia,MKD
125,26812.195958,TOTAL,All Commodities,2014-01-01,World,Export,Egypt,EGY
126,511145.442935,TOTAL,All Commodities,2014-01-01,World,Export,United Kingdom,GBR
127,5704.65352,TOTAL,All Commodities,2014-01-01,World,Export,United Rep. of Tanzania,TZA
128,1619742.863865,TOTAL,All Commodities,2014-01-01,World,Export,USA,USA
129,9165.707594,TOTAL,All Commodities,2014-01-01,World,Export,Uruguay,URY
130,50.92162,TOTAL,All Commodities,2014-01-01,World,Export,Samoa,WSM
131,2416.887808,TOTAL,All Commodities,2014-01-01,World,Export,Yemen,YEM
132,9687.918235,TOTAL,All Commodities,2014-01-01,World,Export,Zambia,ZMB
133,23.082464,TOTAL,All Commodities,2014-01-01,World,Export,Antigua and Barbuda,ATG
134,20.701225,TOTAL,All Commodities,2014-01-01,World,Export,Central African Rep.,CAF
135,968.325892,TOTAL,All Commodities,2014-01-01,World,Export,Benin,BEN
136,103.937308,TOTAL,All Commodities,2014-01-01,World,Export,Gambia,GMB
137,943.717389,TOTAL,All Commodities,2014-01-01,World,Export,State of Palestine,PSE
138,1174.049913,TOTAL,All Commodities,2014-01-01,World,Export,Guyana,GUY
139,12985.05343,TOTAL,All Commodities,2014-01-01,World,Export,Côte d'Ivoire,CIV
140,2139.810563,TOTAL,All Commodities,2014-01-01,World,Export,Mauritania,MRT
141,2339.529843,TOTAL,All Commodities,2014-01-01,World,Export,Rep. of Moldova,MDA
142,3.37596,TOTAL,All Commodities,2014-01-01,World,Export,Montserrat,MSR
143,4725.331362,TOTAL,All Commodities,2014-01-01,World,Export,Mozambique,MOZ
144,1049.677035,TOTAL,All Commodities,2014-01-01,World,Export,Niger,NER
145,102878.499711,TOTAL,All Commodities,2014-01-01,World,Export,Nigeria,NGA
146,39.158655,TOTAL,All Commodities,2014-01-01,World,Export,Saint Kitts and Nevis,KNA
147,146.292262,TOTAL,All Commodities,2014-01-01,World,Export,Saint Lucia,LCA
148,49.307191,TOTAL,All Commodities,2014-01-01,World,Export,Saint Vincent and the Grenadines,VCT
149,10.497358,TOTAL,All Commodities,2014-01-01,World,Export,Sao Tome and Principe,STP
150,2750.172137,TOTAL,All Commodities,2014-01-01,World,Export,Senegal,SEN
151,551.249859,TOTAL,All Commodities,2014-01-01,World,Export,Seychelles,SYC
152,279.253408,TOTAL,All Commodities,2014-01-01,World,Export,Sierra Leone,SLE
153,1917.670786,TOTAL,All Commodities,2014-01-01,World,Export,Suriname,SUR
154,803.811338,TOTAL,All Commodities,2014-01-01,World,Export,Togo,TGO
155,14526.144923,TOTAL,All Commodities,2014-01-01,World,Export,Trinidad and Tobago,TTO
156,2845.60323,TOTAL,All Commodities,2014-01-01,World,Export,Burkina Faso,BFA
157,570.534007,TOTAL,ALL COMMODITIES,2014-01-01,World,Export,Afghanistan,AFG
158,480.753438,TOTAL,ALL COMMODITIES,2014-01-01,World,Export,Barbados,BRB
159,458.105732,TOTAL,ALL COMMODITIES,2014-01-01,World,Export,Solomon Isds,SLB
160,84506.036565,TOTAL,ALL COMMODITIES,2014-01-01,World,Export,Iraq,IRQ
161,818.11623,TOTAL,ALL COMMODITIES,2014-01-01,World,Export,Lesotho,LSO
162,23815.815609,TOTAL,ALL COMMODITIES,2014-01-01,World,Export,Morocco,MAR
163,61809.75523,TOTAL,ALL COMMODITIES,2014-01-01,World,Export,Philippines,PHL
164,1929.657032,TOTAL,All Commodities,2015-01-01,World,Export,Albania,ALB
165,34795.951491,TOTAL,All Commodities,2015-01-01,World,Export,Algeria,DZA
166,89.501934,TOTAL,All Commodities,2015-01-01,World,Export,Andorra,AND
167,33047.778909,TOTAL,All Commodities,2015-01-01,World,Export,Angola,AGO
168,11326.841102,TOTAL,All Commodities,2015-01-01,World,Export,Azerbaijan,AZE
169,56787.982272,TOTAL,All Commodities,2015-01-01,World,Export,Argentina,ARG
170,187792.15147,TOTAL,All Commodities,2015-01-01,World,Export,Australia,AUS
171,145277.307185,TOTAL,All Commodities,2015-01-01,World,Export,Austria,AUT
172,442.781375,TOTAL,All Commodities,2015-01-01,World,Export,Bahamas,BHS
173,16684.35312,TOTAL,All Commodities,2015-01-01,World,Export,Bahrain,BHR
174,31734.162419,TOTAL,All Commodities,2015-01-01,World,Export,Bangladesh,BGD
175,1482.667349,TOTAL,All Commodities,2015-01-01,World,Export,Armenia,ARM
176,397739.15669,TOTAL,All Commodities,2015-01-01,World,Export,Belgium,BEL
177,8.62243,TOTAL,All Commodities,2015-01-01,World,Export,Bermuda,BMU
178,8725.919843,TOTAL,All Commodities,2015-01-01,World,Export,Bolivia (Plurinational State of),BOL
179,5099.185764,TOTAL,All Commodities,2015-01-01,World,Export,Bosnia Herzegovina,BIH
180,6319.190972,TOTAL,All Commodities,2015-01-01,World,Export,Botswana,BWA
181,191126.885834,TOTAL,All Commodities,2015-01-01,World,Export,Brazil,BRA
182,313.895185,TOTAL,All Commodities,2015-01-01,World,Export,Belize,BLZ
183,400.400592,TOTAL,All Commodities,2015-01-01,World,Export,Solomon Isds,SLB
184,6352.662492,TOTAL,All Commodities,2015-01-01,World,Export,Brunei Darussalam,BRN
185,25778.745945,TOTAL,All Commodities,2015-01-01,World,Export,Bulgaria,BGR
186,12197.244386,TOTAL,All Commodities,2015-01-01,World,Export,Myanmar,MMR
187,113.790703,TOTAL,All Commodities,2015-01-01,World,Export,Burundi,BDI
188,26660.3946,TOTAL,All Commodities,2015-01-01,World,Export,Belarus,BLR
189,8542.433639,TOTAL,All Commodities,2015-01-01,World,Export,Cambodia,KHM
190,4052.64329,TOTAL,All Commodities,2015-01-01,World,Export,Cameroon,CMR
191,408804.205682,TOTAL,All Commodities,2015-01-01,World,Export,Canada,CAN
192,215.240949,TOTAL,All Commodities,2015-01-01,World,Export,Cabo Verde,CPV
193,10439.729662,TOTAL,All Commodities,2015-01-01,World,Export,Sri Lanka,LKA
194,62033.060412,TOTAL,All Commodities,2015-01-01,World,Export,Chile,CHL
195,2273468.224113,TOTAL,All Commodities,2015-01-01,World,Export,China,CHN
196,35690.766593,TOTAL,All Commodities,2015-01-01,World,Export,Colombia,COL
197,9578.337782,TOTAL,All Commodities,2015-01-01,World,Export,Costa Rica,CRI
198,12843.529322,TOTAL,All Commodities,2015-01-01,World,Export,Croatia,HRV
199,1934.875215,TOTAL,All Commodities,2015-01-01,World,Export,Cyprus,CYP
200,157194.122601,TOTAL,All Commodities,2015-01-01,World,Export,Czechia,CZE
201,625.57791,TOTAL,All Commodities,2015-01-01,World,Export,Benin,BEN
202,94618.816682,TOTAL,All Commodities,2015-01-01,World,Export,Denmark,DNK
203,8384.1084,TOTAL,All Commodities,2015-01-01,World,Export,Dominican Rep.,DOM
204,18330.607692,TOTAL,All Commodities,2015-01-01,World,Export,Ecuador,ECU
205,5509.04769,TOTAL,All Commodities,2015-01-01,World,Export,El Salvador,SLV
206,5027.546076,TOTAL,All Commodities,2015-01-01,World,Export,Ethiopia,ETH
207,13907.60995,TOTAL,All Commodities,2015-01-01,World,Export,Estonia,EST
208,895.159986,TOTAL,All Commodities,2015-01-01,World,Export,Fiji,FJI
209,59682.311206,TOTAL,All Commodities,2015-01-01,World,Export,Finland,FIN
210,493941.214224,TOTAL,All Commodities,2015-01-01,World,Export,France,FRA
211,130.193767,TOTAL,All Commodities,2015-01-01,World,Export,French Polynesia,PYF
212,2204.67625,TOTAL,All Commodities,2015-01-01,World,Export,Georgia,GEO
213,957.810868,TOTAL,All Commodities,2015-01-01,World,Export,State of Palestine,PSE
214,1328549.134465,TOTAL,All Commodities,2015-01-01,World,Export,Germany,DEU
215,10.008709,TOTAL,All Commodities,2015-01-01,World,Export,Kiribati,KIR
216,28289.236579,TOTAL,All Commodities,2015-01-01,World,Export,Greece,GRC
217,394.945064,TOTAL,All Commodities,2015-01-01,World,Export,Greenland,GRL
218,10677.394462,TOTAL,All Commodities,2015-01-01,World,Export,Guatemala,GTM
219,1573.675202,TOTAL,All Commodities,2015-01-01,World,Export,Guinea,GIN
220,4201.473381,TOTAL,All Commodities,2015-01-01,World,Export,Honduras,HND
221,510552.778635,TOTAL,All Commodities,2015-01-01,World,Export,"China, Hong Kong SAR",HKG
222,100296.847323,TOTAL,All Commodities,2015-01-01,World,Export,Hungary,HUN
223,4721.984946,TOTAL,All Commodities,2015-01-01,World,Export,Iceland,ISL
224,150366.281305,TOTAL,All Commodities,2015-01-01,World,Export,Indonesia,IDN
225,124730.515438,TOTAL,All Commodities,2015-01-01,World,Export,Ireland,IRL
226,64062.217,TOTAL,All Commodities,2015-01-01,World,Export,Israel,ISR
227,456988.720336,TOTAL,All Commodities,2015-01-01,World,Export,Italy,ITA
228,11844.759208,TOTAL,All Commodities,2015-01-01,World,Export,Côte d'Ivoire,CIV
229,1262.584854,TOTAL,All Commodities,2015-01-01,World,Export,Jamaica,JAM
230,624873.508116,TOTAL,All Commodities,2015-01-01,World,Export,Japan,JPN
231,45954.426051,TOTAL,All Commodities,2015-01-01,World,Export,Kazakhstan,KAZ
232,7832.976598,TOTAL,All Commodities,2015-01-01,World,Export,Jordan,JOR
233,526753.006361,TOTAL,All Commodities,2015-01-01,World,Export,Rep. of Korea,KOR
234,55161.61844,TOTAL,All Commodities,2015-01-01,World,Export,Kuwait,KWT
235,1441.467621,TOTAL,All Commodities,2015-01-01,World,Export,Kyrgyzstan,KGZ
236,2985.095357,TOTAL,All Commodities,2015-01-01,World,Export,Lao People's Dem. Rep.,LAO
237,2953.388639,TOTAL,All Commodities,2015-01-01,World,Export,Lebanon,LBN
238,603.764579,TOTAL,All Commodities,2015-01-01,World,Export,Lesotho,LSO
239,11493.171324,TOTAL,All Commodities,2015-01-01,World,Export,Latvia,LVA
240,25411.022244,TOTAL,All Commodities,2015-01-01,World,Export,Lithuania,LTU
241,12625.702669,TOTAL,All Commodities,2015-01-01,World,Export,Luxembourg,LUX
242,1339.01262,TOTAL,All Commodities,2015-01-01,World,Export,"China, Macao SAR",MAC
243,2164.461193,TOTAL,All Commodities,2015-01-01,World,Export,Madagascar,MDG
244,1080.100821,TOTAL,All Commodities,2015-01-01,World,Export,Malawi,MWI
245,200210.871947,TOTAL,All Commodities,2015-01-01,World,Export,Malaysia,MYS
246,144.172352,TOTAL,All Commodities,2015-01-01,World,Export,Maldives,MDV
247,3915.447978,TOTAL,All Commodities,2015-01-01,World,Export,Malta,MLT
248,2481.092714,TOTAL,All Commodities,2015-01-01,World,Export,Mauritius,MUS
249,380527.499675,TOTAL,All Commodities,2015-01-01,World,Export,Mexico,MEX
250,280019.266828,TOTAL,All Commodities,2015-01-01,World,Export,"Other Asia, nes",
251,4669.280457,TOTAL,All Commodities,2015-01-01,World,Export,Mongolia,MNG
252,1966.837314,TOTAL,All Commodities,2015-01-01,World,Export,Rep. of Moldova,MDA
253,353.079512,TOTAL,All Commodities,2015-01-01,World,Export,Montenegro,MNE
254,22036.819983,TOTAL,All Commodities,2015-01-01,World,Export,Morocco,MAR
255,31926.51634,TOTAL,All Commodities,2015-01-01,World,Export,Oman,OMN
256,4628.291751,TOTAL,All Commodities,2015-01-01,World,Export,Namibia,NAM
257,660.181989,TOTAL,All Commodities,2015-01-01,World,Export,Nepal,NPL
258,437329.137204,TOTAL,All Commodities,2015-01-01,World,Export,Netherlands,NLD
259,79.882205,TOTAL,All Commodities,2015-01-01,World,Export,Aruba,ABW
260,1238.945615,TOTAL,All Commodities,2015-01-01,World,Export,New Caledonia,NCL
261,34357.358629,TOTAL,All Commodities,2015-01-01,World,Export,New Zealand,NZL
262,4667.365609,TOTAL,All Commodities,2015-01-01,World,Export,Nicaragua,NIC
263,789.770313,TOTAL,All Commodities,2015-01-01,World,Export,Niger,NER
264,104800.054672,TOTAL,All Commodities,2015-01-01,World,Export,Norway,NOR
265,6.384671,TOTAL,All Commodities,2015-01-01,World,Export,Palau,PLW
266,22089.018057,TOTAL,All Commodities,2015-01-01,World,Export,Pakistan,PAK
267,11347.87226,TOTAL,All Commodities,2015-01-01,World,Export,Panama,PAN
268,8327.546291,TOTAL,All Commodities,2015-01-01,World,Export,Paraguay,PRY
269,33667.006869,TOTAL,All Commodities,2015-01-01,World,Export,Peru,PER
270,194461.15727,TOTAL,All Commodities,2015-01-01,World,Export,Poland,POL
271,55258.687378,TOTAL,All Commodities,2015-01-01,World,Export,Portugal,PRT
272,77971.079194,TOTAL,All Commodities,2015-01-01,World,Export,Qatar,QAT
273,60605.047667,TOTAL,All Commodities,2015-01-01,World,Export,Romania,ROU
274,343907.651828,TOTAL,All Commodities,2015-01-01,World,Export,Russian Federation,RUS
275,578.693958,TOTAL,All Commodities,2015-01-01,World,Export,Rwanda,RWA
276,180.596808,TOTAL,All Commodities,2015-01-01,World,Export,Saint Lucia,LCA
277,201491.759864,TOTAL,All Commodities,2015-01-01,World,Export,Saudi Arabia,SAU
278,2611.671966,TOTAL,All Commodities,2015-01-01,World,Export,Senegal,SEN
279,13378.933798,TOTAL,All Commodities,2015-01-01,World,Export,Serbia,SRB
280,264381.003631,TOTAL,All Commodities,2015-01-01,World,Export,India,IND
281,346638.023572,TOTAL,All Commodities,2015-01-01,World,Export,Singapore,SGP
282,75051.295241,TOTAL,All Commodities,2015-01-01,World,Export,Slovakia,SVK
283,162016.74248,TOTAL,All Commodities,2015-01-01,World,Export,Viet Nam,VNM
284,26586.979271,TOTAL,All Commodities,2015-01-01,World,Export,Slovenia,SVN
285,80265.368195,TOTAL,All Commodities,2015-01-01,World,Export,South Africa,ZAF
286,2704.095948,TOTAL,All Commodities,2015-01-01,World,Export,Zimbabwe,ZWE
287,278122.010154,TOTAL,All Commodities,2015-01-01,World,Export,Spain,ESP
288,1746.522159,TOTAL,All Commodities,2015-01-01,World,Export,Swaziland,SWZ
289,140001.205633,TOTAL,All Commodities,2015-01-01,World,Export,Sweden,SWE
290,291959.193895,TOTAL,All Commodities,2015-01-01,World,Export,Switzerland,CHE
291,210883.382473,TOTAL,All Commodities,2015-01-01,World,Export,Thailand,THA
292,709.991555,TOTAL,All Commodities,2015-01-01,World,Export,Togo,TGO
293,333362.349875,TOTAL,All Commodities,2015-01-01,World,Export,United Arab Emirates,ARE
294,14073.487589,TOTAL,All Commodities,2015-01-01,World,Export,Tunisia,TUN
295,143850.376386,TOTAL,All Commodities,2015-01-01,World,Export,Turkey,TUR
296,2267.008685,TOTAL,All Commodities,2015-01-01,World,Export,Uganda,UGA
297,38127.039558,TOTAL,All Commodities,2015-01-01,World,Export,Ukraine,UKR
298,4489.933735,TOTAL,All Commodities,2015-01-01,World,Export,North Macedonia,MKD
299,21967.323008,TOTAL,All Commodities,2015-01-01,World,Export,Egypt,EGY
300,466295.682754,TOTAL,All Commodities,2015-01-01,World,Export,United Kingdom,GBR
301,5854.230521,TOTAL,All Commodities,2015-01-01,World,Export,United Rep. of Tanzania,TZA
302,1501845.863839,TOTAL,All Commodities,2015-01-01,World,Export,USA,USA
303,2177.496616,TOTAL,All Commodities,2015-01-01,World,Export,Burkina Faso,BFA
304,7669.514564,TOTAL,All Commodities,2015-01-01,World,Export,Uruguay,URY
305,58.927552,TOTAL,All Commodities,2015-01-01,World,Export,Samoa,WSM
306,509.857735,TOTAL,All Commodities,2015-01-01,World,Export,Yemen,YEM
307,6983.184373,TOTAL,All Commodities,2015-01-01,World,Export,Zambia,ZMB
308,26.045541,TOTAL,All Commodities,2015-01-01,World,Export,Antigua and Barbuda,ATG
309,96.853681,TOTAL,All Commodities,2015-01-01,World,Export,Central African Rep.,CAF
310,90.120904,TOTAL,All Commodities,2015-01-01,World,Export,Gambia,GMB
311,1285.827944,TOTAL,All Commodities,2015-01-01,World,Export,Guyana,GUY
312,3196.081976,TOTAL,All Commodities,2015-01-01,World,Export,Mozambique,MOZ
313,31.700496,TOTAL,All Commodities,2015-01-01,World,Export,Saint Kitts and Nevis,KNA
314,46.868923,TOTAL,All Commodities,2015-01-01,World,Export,Saint Vincent and the Grenadines,VCT
315,9.223182,TOTAL,All Commodities,2015-01-01,World,Export,Sao Tome and Principe,STP
316,473.849406,TOTAL,All Commodities,2015-01-01,World,Export,Seychelles,SYC
317,93.257547,TOTAL,All Commodities,2015-01-01,World,Export,Sierra Leone,SLE
318,5587.516915,TOTAL,All Commodities,2015-01-01,World,Export,Sudan,SDN
319,10755.571039,TOTAL,All Commodities,2015-01-01,World,Export,Trinidad and Tobago,TTO
320,571.404967,TOTAL,ALL COMMODITIES,2015-01-01,World,Export,Afghanistan,AFG
321,482.751934,TOTAL,ALL COMMODITIES,2015-01-01,World,Export,Barbados,BRB
322,49402.58228,TOTAL,ALL COMMODITIES,2015-01-01,World,Export,Iraq,IRQ
323,58648.08308,TOTAL,ALL COMMODITIES,2015-01-01,World,Export,Philippines,PHL
324,1962.117416,TOTAL,All Commodities,2016-01-01,World,Export,Albania,ALB
325,29992.10147,TOTAL,All Commodities,2016-01-01,World,Export,Algeria,DZA
326,96.912958,TOTAL,All Commodities,2016-01-01,World,Export,Andorra,AND
327,9066.506235,TOTAL,All Commodities,2016-01-01,World,Export,Azerbaijan,AZE
328,57733.350414,TOTAL,All Commodities,2016-01-01,World,Export,Argentina,ARG
329,189629.974559,TOTAL,All Commodities,2016-01-01,World,Export,Australia,AUS
330,144700.690215,TOTAL,All Commodities,2016-01-01,World,Export,Austria,AUT
331,12892.354638,TOTAL,All Commodities,2016-01-01,World,Export,Bahrain,BHR
