Reporter,Partner,Product categories,Indicator Type,Indicator,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
,World,All Products,Export,Exports (in US$ Mil),         868626.95,         998347.32,        1097778.74,        1103430.71,        1085750.45,         879428.76,         693172.76,         880667.68,         701213.31,         680900.77,         569318.85,         470980.85,         377775.87,         343089.43,         340424.01,         351099.67,         289402.30,         269305.69,         278240.63,         248898.27,         216976.65,         177052.82,         129481.12,         110039.69,          81716.84,          67407.74,          35543.00,
,World,Capital goods,Import,Import(US$ Mil),         349370.03,         370589.64,         389484.68,         382444.92,         363472.81,         308567.98,         240073.33,         299984.87,         236909.80,         222042.82,         187291.71,         157179.37,         128327.43,         126953.24,         140253.42,         140565.00,         123739.47,         125447.39,         116244.00,          92096.96,          77601.86,          68383.22,          48733.36,          37258.34,          24853.93,          19120.50,           5591.10,
,World,Consumer goods,Import,Import(US$ Mil),         298353.15,         349431.77,         358931.92,         351079.90,         339971.99,         268673.27,         201534.63,         262451.26,         214108.73,         180370.69,         150991.18,         120827.05,         102637.97,          98040.06,         104529.29,         101868.52,          82786.03,          84818.04,          79085.15,          62763.39,          57041.09,          50657.93,          35635.27,          26316.51,          15567.67,          10803.49,           1832.76,
,World,Intermediate goods,Import,Import(US$ Mil),         211504.86,         234494.26,         241672.62,         246360.70,         241410.13,         194328.34,         151027.51,         203975.24,         158966.70,         134224.00,         117308.08,         101132.82,          80774.98,          74235.16,          79093.07,          79110.19,          69823.48,          72711.50,          70353.42,          60622.19,          57161.06,          46545.49,          34201.82,          26898.34,          20957.34,          15297.33,           6059.79,
,World,Raw materials,Import,Import(US$ Mil),          61343.99,          85070.18,          91834.76,          87053.27,          92867.49,          69305.09,          57447.82,          87738.99,          63012.61,          52054.84,          44321.78,          37579.65,          29835.40,          26278.43,          27152.77,          27423.37,          22328.25,          23458.95,          25846.46,          25130.95,          18908.08,          16722.35,          12963.86,          13669.43,          12320.35,          11341.62,           6767.97,
,World,All Products,Import,Imports (in US$ Mil),         934823.20,        1052204.51,        1097148.01,        1081911.67,        1049504.71,         848623.53,         659424.91,         863296.73,         713250.94,         604987.11,         504548.71,         422319.43,         346512.34,         333208.90,         358294.86,         363866.21,         311507.44,         318200.31,         304724.99,         250637.84,         222820.57,         195946.45,         143259.11,         113518.15,          80965.91,          60388.93,          20618.53,
,...,...,Development,"GNI per capita, Atlas method (current US$)",   9005.94,   9865.24,  10070.29,   9691.07,   8772.28,   7974.08,   7142.30,   6984.54,   6077.35,   5173.54,   4535.46,   4021.65,   3675.67,   3682.69,   3937.69,   4047.22,   3969.59,   4171.84,   4204.12,   3926.04,   3596.90,   3401.13,   3175.14,   2957.45,   2669.74,   2317.11,   2209.89,   2095.64
,...,...,Trade Indicator,HH Market concentration index,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,Trade Indicator,Index of export market penetration,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,Development,Trade (% of GDP),     43.40,     42.48,     45.01,     45.40,     45.79,     43.28,     40.77,     47.62,     46.04,     46.31,     45.78,     45.98,     43.76,     41.96,     39.42,     39.12,     37.07,     35.75,     35.99,     35.96,     34.68,     32.01,     31.17,     33.24,     32.66,     33.00,     32.22,     31.76
,...,...,Development,Trade Balance (% of GDP),     -2.13,     -2.19,     -1.78,     -0.79,      0.24,      0.46,      0.04,     -0.08,      1.37,      2.85,      3.20,      3.09,      2.70,      1.83,     -1.24,     -0.55,     -0.99,     -2.49,     -1.45,     -0.04,     -0.21,     -0.90,     -0.72,     -0.57,      0.44,      2.29,      2.75,      2.09
,...,...,Development,Trade in services (% of GDP),      6.94,      6.34,      6.19,      6.04,      5.82,      5.66,      6.14,      6.17,      6.22,      6.19,      6.53,      6.71,      6.88,      6.69,      6.27,      6.13,      6.11,      5.55,      5.62,      5.52,      5.70,      5.78,      6.06,      6.36,      5.29,      6.20,      6.23,      6.10
,Argentina,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,      2.72,      2.68,,,      2.63,,,,,,      1.99,      2.34,      2.45,      3.35,      3.25,      2.88,,,      3.74,      3.68,,,,
,Argentina,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,      3.49,      3.46,      3.41,      4.20,      4.43,      4.55,      4.31,      3.56,      2.95,      3.06,      3.70,      4.15,      6.67,
,Brazil,All Products,Export,Partner share(%)-Top 5 Export Partner,      2.99,      3.55,      3.55,      3.46,      3.46,      3.56,      3.35,      3.47,      3.17,      2.74,      2.44,      2.40,      2.17,      2.41,      3.27,      3.56,      3.05,      4.39,      4.61,      4.50,      4.88,      3.61,,,,,,
,Brazil,All Products,Import,Partner share(%)-Top 5 Import Partner,      3.82,      3.72,      4.36,      4.44,      5.15,      5.14,      4.88,      5.43,      5.56,      5.72,      5.98,      5.39,      4.46,      3.42,      3.76,      3.73,      3.49,      4.13,      4.29,      4.24,      4.19,      4.92,      4.82,      2.79,,,,
,Canada,All Products,Export,Partner share(%)-Top 5 Export Partner,      2.32,      2.20,,,,,,,,,,,,,,,,,,,,,,,,,,
,China,All Products,Export,Partner share(%)-Top 5 Export Partner,      8.62,      8.58,      8.47,      7.60,      7.95,      7.71,      6.76,      4.49,      4.82,      3.40,      3.36,      3.04,      2.98,,,,,,,,,,,,,,,
,China,All Products,Import,Partner share(%)-Top 5 Import Partner,     18.05,     16.63,     15.93,     15.24,     14.47,     14.14,     12.39,     11.13,     10.07,      9.00,      7.21,      6.57,      5.15,      3.73,,,,,,,,,,,,,,
,France,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,,,,      3.65,
,France,All Products,Import,Partner share(%)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,,,,,,,      2.78,      2.79,,
,Germany,All Products,Export,Partner share(%)-Top 5 Export Partner,,,,,,,,,,,,,      2.05,,,      1.96,      2.65,      2.71,,,      3.05,      3.38,      3.20,      3.72,      5.10,      4.61,      4.42,
,Germany,All Products,Import,Partner share(%)-Top 5 Import Partner,      3.90,      3.91,      3.99,      3.90,      4.06,      4.19,      4.35,      4.11,      3.89,      3.81,      4.15,      4.12,      4.19,      4.34,      4.27,      3.93,      4.59,      4.89,      4.77,      5.12,      5.69,      5.51,      5.45,      5.21,      6.65,      6.73,      7.89,
