"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Lithuania","LTU","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3000001907","0.6000000238","1.1000000238","1.5","1.7999999523","2.7999999523","2.5999999046","1.7999999523","1.594","1.527","1.514","1.265","1.205","1.295","1.296","1.177","1.289","7.425","2.6402227027027","2.291","3.056","4.99992","0.471265","0.56564667","0.472","0.472","",
"Luxembourg","LUX","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2260.1999511719","2245.5","2506.1000976563","3523.142","3768.187","4157.515","4347.781","4670.208","5149.686","5270.266","5512.271","5357.932","8369.219","4573.109","4653.873","4402.974","5224.838626","5753.111628","6309.473324","6877.761503","7321.11217","",
"Latvia","LVA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6000000238","1.6000000238","2.2000000477","1","1.1000000238","1.1000000238","0.8999999762","0.400000006","1.103","0.497","0.843","0.465","0.982","1.947","13.194","13.94","13.787","18.375","5.483","5.313543","4.057","3.759996","3.510996","2.277996","2.157","2.832","",
"Macao SAR, China","MAC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.899","22.616","30.455","45.973","106.863","169.805","180.83","185.079","98.06","32.116","36.71379","25.09099","19.06999","20.07111","23.87158","25.435","29.39461","33.430489953","",
"St. Martin (French part)","MAF","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","4.8000001907","6.1999998093","5.3000001907","7.1999998093","7.3000001907","11","17.6000003815","22.6000003815","22.5","30.3999996185","25.6000003815","30.3999996185","38.7999992371","33.9000015259","30.7000007629","36.2000007629","43.9000015259","50.9000015259","48.7999992371","34","31.5","55.9000015259","56.5999984741","53.2999992371","49.2999992371","57.7000007629","57","53.9000015259","58","57.7999992371","62.545","62.97","51.185","52.553","61.898","60.764","50.626","44.809","55.478","62.807","64.571","40.9843170717889","38.8408635811992","43.321464","47.000251","52.913598","53.82625368","74.085163836","",
"Monaco","MCO","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",
"Moldova","MDA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6000003815","1.7999999523","1.7999999523","0.6999999881","0.8000000119","0.6999999881","0.400000006","0.8000000119","0.617","0.225","0.253","0.54","0.595","0.62","0.78","0.895","0.813","0.686","1.00226","1.18356","1.07716","0.831444","0.628572","0.48963","0.486910181772908","0.55191","",
"Madagascar","MDG","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","6.9000000954","7.1999998093","7.6999998093","8.6999998093","9","7.5999999046","6.6999998093","6.5999999046","6.1999998093","17.2999992371","19.7999992371","21","19.7000007629","19.2999992371","22.1000003815","20.1000003815","19.2000007629","21","23.3999996185","29","30.2000007629","26.1000003815","27.5","27.1000003815","23.6000003815","31.5","25.2000007629","29","28.8999996185","27.8999996185","27.323","10.206","10.863","9.72","12.657","15.363","18.773","23.941","12.188","14.27","23.775","21.2715163636364","24.97688","34.55841","31.07096","25.62026","11.96217","15.02506","",
"Maldives","MDV","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","0.1000000015","0.200000003","0.200000003","0.200000003","0.3000000119","0.3000000119","0.400000006","0.400000006","0.400000006","0.400000006","1.2999999523","1.3999999762","","","","","","","","0.200000003","2.9000000954","6.8000001907","6.5999999046","10.3000001907","11.8999996185","13.17","0.008","0.009","0.009","0.011","0.013","0.013","0.013","0.013","0.013","","","","","","5.87870598184376","6.872800012","7.745645613","",
"Middle East & North Africa","MEA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","300.4000076427","390.0000042692","463.8000042215","626.5000113025","703.1999927537","807.3999931366","1016.6000064908","1116.4000167847","1195.5000009315","1403.10001681","1431.5999739912","1529.4000137596","1684.4000020624","2029.0999744534","2232.5999726353","2059.1999868453","1978.4000042078","2313.0000341535","2595.9000454546","2794.5000072496","2664.0999866501","2484.5999876035","2837.8000061512","3103.4999673962","3630.3999755978","4049.2001246513","4089.2000005843","4382.9001052975","4455.7000644804","4789.3000190852","4994.165","4960.746","5951.593","6876.218","8257.37","8894.202","9974.92","11267.296","14140.434","15602.689","16736.9501710394","18088.1952806073","20569.3535145956","23109.8884563507","25436.7405802016","26768.9092823911","28790.0889404159","31331.9045123072","",
"Mexico","MEX","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","36.7000007629","42.4000015259","54.2999992371","67.5999984741","67.5","76.1999969482","87.0999984741","92.3000030518","106.0999984741","121.6999969482","131.5","137","110.5999984741","109.1999969482","145.8000030518","170","155.1000061035","169","121.5","114.4000015259","143.1999969482","162.6999969482","158.8000030518","150.8999938965","225.1999969482","155.8999938965","168.8000030518","227.1999969482","284.799987793","317","309.858","295.884","341.598","350.089","394.925","390.425","456.958","482.34","482.785","714.057","908.948170756014","774.603519631098","763.886260561117","677.139988908","617.529552725","714.003211","760.849242","928.835517","",
"Marshall Islands","MHL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","2.5","3.5","4.5999999046","6.5999999046","8.5","2.5999999046","0.1000000015","0.200000003","0.200000003","0.22","0.183","0.292","0.312","0.453","0.327","0.35","0.351","0.359","0.347","","","","","","","","0.71509104","",
"Middle income","MIC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","2014.5999972599","2348.1999980662","2735.2000260354","3005.3999857458","3364.8000022994","3589.6000280827","3885.9999876391","4313.2000010907","4628.9000432045","5018.0999584344","5663.2000478064","5558.5000249894","5828.9000548128","6633.9000292048","7097.8999703152","7324.7000211403","7590.9000513401","7787.7999410031","8656.2000844993","10066.2000686229","11520.999905631","12063.1000884774","12369.7999891338","13952.4001012148","13571.5998798088","14588.4999059587","16421.798","16191.476","17341.885","18619.111","21910.129","22755.809","23853.601","26749.884","28071.449","30247.219","37719.3890016777","37612.6501164041","36917.7662079162","38593.1995093393","41432.0468804234","43113.8500934433","45682.2691594674","51882.1772981176","",
"North Macedonia","MKD","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2999999523","0.1000000015","0.200000003","0.6999999881","0.8000000119","1","1.5","1.442","0.675","0.212","0.141","0.131","0.111","0.117","0.119","","0","","","","","","","","","",
"Mali","MLI","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","2.4000000954","2.4000000954","2.2000000477","1.7000000477","1.6000000238","1.2000000477","0.8000000119","0.5","0.5","0.5","0.5","0.5","0.6000000238","0.6000000238","0.6000000238","0.6999999881","0.8000000119","","","","","","15.1999998093","14.1999998093","14.3999996185","15.3000001907","16.3999996185","15.3000001907","13.5","13.6999998093","12.273","7.364","","","","","","","","","8.328779694","9.11551389645065","5.4487094452797","1.19358","0","","","","",
"Malta","MLT","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","2.4000000954","1.8999999762","1.7000000477","2.2999999523","2.5999999046","2.5","3.5","4","3.7999999523","5","4.0999999046","4.1999998093","3.2000000477","3.2999999523","3.5","4.4000000954","4","4.6999998093","4.9000000954","5.5","4.8000001907","5.5999999046","6.4000000954","7.3000001907","11.8000001907","13.6999998093","9.6999998093","9","11.1999998093","10.5","14.286","13.781","12.014","11.979","11.62","11.106","11.661","11.894","11.763","6.672","6.733","6.352","5.266","3.541","3.422","3.352","2.442","2.63621","",
"Myanmar","MMR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","1.7999999523","2","2.0999999046","2.2000000477","1.7999999523","1.1000000238","1.1000000238","1.2000000477","1.2000000477","1.2999999523","1.5","1.5","1.7000000477","1.6000000238","2.2999999523","2.2999999523","2.4000000954","2.5","2.5","1","1.1000000238","1.1000000238","1.1000000238","1.1000000238","1.1000000238","1.2000000477","1.2000000477","7.5999999046","6.5999999046","6.1999998093","0.774","0.882","1.988","2.078","2.463","2.722","2.788","2.867","2.83","2.614","2.06226","3.53038","3.82987504054834","2.861556","3.90162","3.3857879","5.065285902","5.48660525","",
"Middle East & North Africa (excluding high income)","MNA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","180.900006391","246.2000027671","324.6000045314","450.1000113264","494.3999873177","585.699994281","751.7000049651","767.7000083922","777.2999994532","840.3000213876","790.5999725609","790.499994114","833.3999913334","1016.299974501","946.9000062048","712.9000081123","600.699997723","805.8000114561","925.6000133157","896.3000103013","795.2000070587","674.900000669","622.1999938486","632.1999977231","736.4999998212","784.0000180304","801.3000038265","845.0000045895","807.3000066877","804.9000023006","790.159","798.506","740.923","817.547","853.048","895.03","909.119","795.717","635.895","652.522","882.815310876957","758.311036896843","752.676417249319","804.682680350686","843.672122201606","785.417880391074","789.17317832787","931.915143932407","",
"Montenegro","MNE","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","42.871","0.119","0.123","","","","","0","0","0","0","","","0.0587","0.1119","",
"Mongolia","MNG","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2000000477","1.3999999762","3","3","3.2000000477","3.2999999523","0.8000000119","7.4000000954","8.3999996185","8.441","7.388","8.184","7.583","6.324","6.069","6.34","5.364","5.927","2.562","3.900821","7.14949812767493","9.49361123844254","8.869308","13.211711025","7.843989","8.02203384325573","8.36736","",
"Northern Mariana Islands","MNP","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","4.9000000954","5.3000001907","5.4000000954","7.1999998093","9.6999998093","8.6999998093","9.1999998093","10.3999996185","15.3000001907","12.3999996185","9.1000003815","10.3000001907","8.6000003815","10.1999998093","10.1000003815","9.1000003815","9.3999996185","8.6000003815","9.8999996185","11.3000001907","5.5","5.4000000954","5.1999998093","5.9000000954","6.5999999046","7.164","6.885","7.095","6.627","5.344","4.928","5.196","5.778","6.743","5.827","6.14","8.075","4.92238023654571","5.882496","5.36650299100094","4.86366165923809","4.37","3.92877","",
"Mauritania","MRT","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","5.8000001907","7.0999999046","8","8.8000001907","11.3000001907","12","13.6999998093","13.6000003815","15.3000001907","17.7999992371","18.5","21.5","21.6000003815","19.2999992371","17.5","18.6000003815","16.6000003815","16.5","16.1000003815","18.2000007629","17.8999996185","16.2999992371","15.3999996185","14.3999996185","14.6999998093","15.5","16.7000007629","15.5","13.8000001907","13.8999996185","12.508","7.439","0.074","0.083","0.09","0.095","0.111","0.099","0.116","0.099","0.208132727142084","0.13925043909506","0","0","","","","","",
"Mauritius","MUS","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.1000000015","0.200000003","2.5","2.7000000477","2.2999999523","1.8999999762","2.9000000954","3.4000000954","7.8000001907","15.5","17","28.7000007629","58.0999984741","55.0999984741","64.0999984741","66.5","74.6999969482","78.8000030518","88.3000030518","116.4000015259","128.5","164.3999938965","160.8000030518","176.6999969482","182.982","174.226","185.571","186.807","219.624","211.715","194.842","202.814","191.185","153.031","179.321","178.132","172.006","171.534","192.99","168.773","157.239","196.047","",
"Malawi","MWI","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.400000006","0.5","0.6000000238","0.8000000119","1","3.4000000954","4.5","6.5999999046","6.8000001907","4.6999998093","0.8000000119","1","1.2000000477","0.6999999881","1","0.8000000119","0.6000000238","0.6000000238","0.6999999881","0.8999999762","0.8999999762","1.3999999762","1.6000000238","2.9000000954","3.2999999523","3.5","3.5","3.9000000954","3.5","0.8000000119","0.8","0.798","1.246","1.176","1.289","1.364","1.601","1.438","1.589","1.384","0.554163455","0.509","0.317003019223559","0.005484","0.005484","0.005467548","0.007249968","0.0108797367","",
"Malaysia","MYS","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9.3000001907","14.6000003815","16.2000007629","8.3000001907","19.1000003815","26.7999992371","33.4000015259","45","82.3000030518","68.6999969482","109.9000015259","130.3000030518","141.3000030518","163.1000061035","192.6000061035","200.5","259.299987793","343.3999938965","373.200012207","403.700012207","574.200012207","713.5999755859","763.700012207","677.799987793","797.0999755859","1198.8000488281","1414.5999755859","1425.6999511719","1375.5999755859","1424.5999755859","1863.841","1774.745","1923.655","2178.51","2599.165","2577.581","2597.404","2661.528","2444.462","2853.263","2564.65822417581","2193.26000841583","1943.95888344729","2161.992838","2193.300634","2005.979379448","1149.876958418","1261.636780055","",
"North America","NAC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","5522.100189209","5944.2998046875","6716.3999938965","7544.3001098633","7775.6998901368","7533.9000854493","8005.9002075195","8471.0001220704","9015.3997802734","9328.4996337891","9304.0003662109","9320.0003662109","9042.3997802734","10110.0999755859","11260.299621582","10662.0001831055","11596","13030.0001831055","15046.1995849609","15962.3000488281","16176.7004394531","15727.6002197266","16867.2995605469","17712.1999511719","20562.4007568359","21260.3004150391","23457.400390625","27435.30078125","27563.6003417969","29173.7991943359","32068.089","29634.381","31132.711","35701.851","39106.7","38884.463","41385.08","42047.584","40702.261","36444.608654396","41310.58463635","41601.9135350454","41071.3403776909","39059.8645187504","40309.5142519445","39941.055393067","40904.1461365747","44432.5369020232","",
"Namibia","NAM","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","11.1000003815","21.7999992371","25.3999996185","27.2999992371","28.7000007629","35.2999992371","","36.7000007629","76.007","74.744","21.059","45.675","56.479","0","0","","","0","0.484","0.692604","0.88838849653504","0.677064","34.36805","30.302405","21.084889","22.206886","",
"New Caledonia","NCL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","5.8000001907","7.0999999046","8","8.3000001907","10.8999996185","11.6000003815","13.1999998093","13.1000003815","14.8000001907","17.2999992371","18.2000007629","21.1000003815","21.1000003815","18.7999992371","17.3999996185","18.3999996185","16.5","16.3999996185","16","18","17.7000007629","16.1000003815","15.1999998093","14.1999998093","14.3999996185","15.3000001907","16.3999996185","15.3000001907","13.5","13.6999998093","12.273","7.364","","","","","","","","","0","0","1.46578302","1.080708","","","","","",
"Nigeria","NGA","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","5.3000001907","6.5","7","7.1999998093","6.6999998093","4.3000001907","3.5999999046","4.0999999046","3.4000000954","4.5","9.3000001907","15.6999998093","25.5","33.2999992371","30.5","28.7000007629","32.4000015259","37.2000007629","29.5","17","23.5","27.5","10.3000001907","9.8000001907","7.1999998093","1.8999999762","4.6999998093","5","27","9.6999998093","8.824","2.792","8.724","9.996","9.809","10.029","11.269","10.036","10.036","7.966","0","0","0","12.1983521811429","12.1983521811429","24.8019639339246","24.161930857","22.0015460675581","",
"Nicaragua","NIC","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.8000000119","0.8999999762","0.8999999762","1.8999999762","1.8999999762","1.8999999762","2","2","2","2.0999999046","1.2999999523","1.1000000238","1","1.1000000238","1.2999999523","1.3999999762","1","1.1000000238","1.2000000477","1.7999999523","3.5999999046","3.5999999046","6.8000001907","3.7999999523","7","9","9","9","0.400000006","0.5","0.535","","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","376.8999938965","408.3999938965","461","498.5","609","586.700012207","631.9000244141","719.4000244141","786.9000244141","869.5","947.0999755859","1046.4000244141","1032.5","1193.6999511719","1392.5","1403.9000244141","1509.4000244141","1734.3000488281","1881.8000488281","2002.9000244141","2129.1000976563","2224.3000488281","2396.8999023438","2770.6999511719","3203.8000488281","3742.1999511719","3902.3999023438","3893.1000976563","3833.3999023438","4053","4367.344","4115.852","4203.584","4330.731","4780.432","4893.971","4959.004","5005.596","4903.379","4520.328","6444.38161844899","6347.25316032084","6014.58854749604","5753.728484","5726.179652","5292.794684592","4745.958515461","5697.72968089","",
"Norway","NOR","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","63.5999984741","65.5999984741","79.4000015259","85.4000015259","96","91.0999984741","105.4000015259","117.3000030518","128.8999938965","124.9000015259","119.8000030518","125","120.5","116.5","120.6999969482","121.6999969482","123.5999984741","115.9000015259","120.8000030518","127.5999984741","129.6000061035","122.8000030518","118.4000015259","127","136","139.1000061035","177.1000061035","205.5","203.3999938965","201.3999938965","201.042","184.961","184.859","174.549","176.585","","","","","","","","","","","","","","",
"Nepal","NPL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","0.400000006","0.400000006","0.5","0.5","0.6000000238","2","1.3999999762","1.5","1.6000000238","1.7999999523","2.5","2.9000000954","2.7000000477","3.9000000954","4.5999999046","6.6999998093","6.1999998093","5.9000000954","27.8999996185","10.5","11.1999998093","23.8999996185","13.8000001907","18.2999992371","16","16.8999996185","17.8999996185","17.8999996185","15.6000003815","16","16.997","16.178","5.477","5.751","6.73","6.936","7.212","7.643","7.233","6.282","6.463516539","6.48656488020303","5.76237493105865","5.759868","4.5996","4.536371616","4.895080058","6.029156136","",
"Nauru","NRU","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85","6.34330383321339","8.41823060991166","8.43888748712717","7.270032","7.270032","7.793474304","9.718462457","7.939983827","",
"New Zealand","NZL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","35.7999992371","41.5","48.7000007629","68.5999984741","110.3000030518","114.5","136.6999969482","140.6999969482","164","176.3000030518","185.8999938965","199.6000061035","221.3999938965","262.8999938965","288.3999938965","305.3999938965","318.6000061035","335.3999938965","320.299987793","317.3999938965","325.1000061035","379.8999938965","409.8999938965","473","555.5999755859","580.299987793","745","928.4000244141","826.200012207","855.5999755859","817.137","762.982","687.521","800.524","748.833","781.469","819","868.14","920.847","799.295","468.638","892.848","975.021","934.540524","999.3047112","1155.45872005615","1231.85419306685","1335.95320545677","",
"OECD members","OED","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","9342.2002358437","10187.2998733521","11700.7999229429","13614.7000961303","14552.0999155047","14441.7001385688","15995.6003398896","17629.2001018526","19324.9997601507","20886.8996829989","21675.3004035952","22555.1002788545","22722.4997520449","25516.1999497413","29092.1995563507","29380.300139904","32194.8999795914","36158.4000492097","40459.6999654771","43823.2002992632","45354.5003099442","45207.6000862121","48388.5997305663","52571.2002244594","60049.3004472556","64683.8003497199","70025.1000273378","78957.5011950285","76367.900319651","80716.5991782996","87021.648","80338.941","83882.082","88518.591","96907.16","96459.187","100820.574","104168.849","101563.125","111219.305654396","105499.241629801","105394.958136659","104014.053475302","101275.937550912","104105.116671313","103513.60962065","106006.337313914","115720.174222867","",
"Oman","OMN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","2.2000000477","4","6.8000001907","8.1999998093","9.6000003815","14","26.2000007629","21.3999996185","21.6000003815","23.7999992371","30.7000007629","32.5999984741","31.3999996185","31.5","33.9000015259","40","44.2999992371","51.2000007629","69.8000030518","88.1999969482","122.1999969482","132.8000030518","105.8000030518","99.5","110.3000030518","126.4000015259","152.145","143.092","130.409","189.972","235.186","","","","","39.196","106.579","171.732","240.695","251.141","291.939","412.234008","425.202175","435.484225193815","",
"Other small states","OSS","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301.1000033394","370.6000028105","460.0000032858","585.3000028879","664.0000069962","635.0000076369","","","","","","","","","","","","","","3943.30223573166","4528.09127951407","5071.234084483","5671.897842","","","","","",
"Pakistan","PAK","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","69.5999984741","63.4000015259","52","70.5999984741","90.4000015259","125.3000030518","144.1000061035","161.6000061035","194.8000030518","214.6999969482","235.3999938965","248.5","224.1000061035","230.1000061035","270.6000061035","309.799987793","319.5","327.8999938965","388.799987793","418.700012207","420.5","373.299987793","398.6000061035","408.3999938965","441.5","445.5","427.200012207","422.700012207","402.3999938965","331.799987793","340.309","371.228","346.88","346.607","402.035","407.926","426.991","313.872","319.796","303.905","332.957297192","297.683519787229","286.075685790508","292.760800570437","204.623134285262","183.17731267","175.4744","249.871579999","",
"Panama","PAN","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","4.1999998093","4.8000001907","4.5","2.9000000954","3.5","5.4000000954","4.6999998093","3.9000000954","3.5999999046","5.0999999046","2.7000000477","15.1000003815","14.3999996185","1.7999999523","3.9000000954","4.3000001907","9.3000001907","14.8000001907","14.1000003815","14.3999996185","2.7999999523","3.5999999046","5","5.4000000954","7","8.8999996185","18.2999992371","32","11.8999996185","15","21.985","25.235","22.207","20.384","34.461","37.226","35.883","35.197","38.458","0","71.894371680428","66.8221755258011","79.8959724316117","147.711511102115","134.10594055287","121.567074708","126.052370637","127.045463421251","",
"Peru","PER","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","22.3999996185","17.2999992371","15.8999996185","12.3000001907","34.4000015259","22.2999992371","25.1000003815","34.7999992371","37.7000007629","35.7000007629","40.0999984741","47.5999984741","83.3000030518","75.6999969482","61","47.4000015259","80.0999984741","78.6999969482","52.0999984741","30.2000007629","25.6000003815","25","40.5","40.0999984741","22.3999996185","34.5999984741","14.1000003815","9.5","8.6999998093","6","53.662","117.132","100.417","116","221.044","138.691","112.233","161.576","230.125","256.939","83.5804026066418","107.179094","122.151244","334.880485681557","295.31226543068","329.568817319152","276.1751","315.88617","",
"Philippines","PHL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","21.7000007629","31.6000003815","36.9000015259","46.7999992371","67.5","100.1999969482","130.8000030518","129.6999969482","121.9000015259","106.6999969482","149.8000030518","194.8999938965","181.1000061035","243.5","244.5","225.3999938965","235.3000030518","238.6000061035","303.700012207","327.3999938965","316","307.6000061035","314.1000061035","351.3999938965","380.200012207","373.5","384.5","471.6000061035","184.8999938965","240.8999938965","289.946","274.979","275.053","278.368","300.637","322.706","318.85","285.577","277.362","227.454","460.194054824","470.003413890059","533.283614656041","325.682352","577.474932","604.508812","665.124567915","756.942475284","",
"Palau","PLW","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","4.6999998093","3.9000000954","6.1999998093","8.8000001907","8","8.6000003815","8.8999996185","8.8000001907","7.5","11.1999998093","9.6000003815","9.5","9.3999996185","12.8999996185","14.8000001907","14.8000001907","15.6000003815","16.1000003815","14.6000003815","17.2000007629","18","18","15.6999998093","13.5","20.7000007629","22.322","21.744","24.176","17.071","23.213","21.112","21.89","23.069","22.002","19.336","28.504406874","32.2014362461827","28.5268065062122","32.728836","33.402132","27.3706535806214","26.9017828904392","29.231317078","",
"Poland","POL","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","6.1999998093","6.5","7.5999999046","9.5","10.3000001907","10.1999998093","10.6000003815","11.8000001907","14.3999996185","14.1000003815","13.8000001907","12.8000001907","4.1999998093","4.9000000954","6.5","7.9000000954","9.5","10.3000001907","13.5","28.7999992371","48.9000015259","38.0999984741","42.7999992371","49.2999992371","54.7999992371","66.1999969482","70","92","91.8000030518","80.3000030518","77.827","68.514","66.715","70.898","77.109","71.284","79.824","83.145","78.921","55.475","76.606040095","39.4180038679561","91.8311627817047","97.64576278","120.85182858","114.791591876","155.552044","221.814","",
"Pre-demographic dividend","PRE","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","137.500000581","151.699998334","156.4999995158","185.4000012799","244.8000033645","259.9000006618","311.2000000777","319.3999988586","354.5000021981","453.900000513","467.5000034049","503.8000025303","527.2000000401","527.2999972031","508.7999957726","523.4999993143","489.0000040457","539.9999976458","541.7999980375","576.3000046835","533.6000063046","402.9000040816","378.6999972538","367.4999998511","428.7999965846","401.5999995171","404.4999984054","372.0000042095","369.6000005305","399.5999978485","412.385","337.856000095367","","","","","","","","","573.851587047498","493.752736726775","564.01478510911","635.006192170329","561.04178350106","475.149712061945","472.696685288613","492.324026102478","",
"Puerto Rico","PRI","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Air transport, freight (million ton-km)","IS.AIR.GOOD.MT.K1","","","","","","","","","","","","","","","","","","1.7000000477","1.7999999523","2","2.2000000477","1.8999999762","1.8999999762","2.4000000954","2.4000000954","2.4000000954","2.5999999046","2.7000000477","2.9000000954","3","3.0999999046","3.0999999046","3.0999999046","3.0999999046","3.0999999046","3.2999999523","3.2999999523","3.9000000954","1.5","1.6000000238","1.758","1.565","1.737","1.824","2.134","2.198","2.286","2.423","2.292","1.989","1.619251323","1.36480373536981","2.78623695860264","3.039168","0.342349878934625","0.288","0.230111998","0.251493238","",
